cell,truth,T,sigma,rep,module,rmse_h1,rmse_h5,persist_h1,persist_h5,retained
D7_obs_error,,33,11.8,26,M1_autonomous_Schaefer,12.24087069862164,11.08295687971975,14.30416806855419,15.462013848601723,True
D7_obs_error,,33,11.8,26,M1b_autonomous_Allee,17.569635688417844,67.66279096095954,14.30416806855419,15.462013848601723,False
D7_obs_error,,33,11.8,26,M2_stockflow_regimeC,12.24087069862164,11.08295687971975,14.30416806855419,15.462013848601723,False
D7_obs_error,,33,11.8,26,M3_AR_residual,12.13871949960755,11.051922637316887,14.30416806855419,15.462013848601723,False
D7_obs_error,,33,11.8,26,M4_delayed_info,12.52015159262039,10.916901749065948,14.30416806855419,15.462013848601723,False
D7_obs_error,,33,11.8,27,M1_autonomous_Schaefer,12.486030508640473,15.418607354658183,13.8635894209043,15.894660890555974,False
D7_obs_error,,33,11.8,27,M1b_autonomous_Allee,17.008258757188642,59.33322585641329,13.8635894209043,15.894660890555974,False
D7_obs_error,,33,11.8,27,M2_stockflow_regimeC,12.486030508640473,15.418607354658183,13.8635894209043,15.894660890555974,False
D7_obs_error,,33,11.8,27,M3_AR_residual,12.036810037412257,15.365825941964838,13.8635894209043,15.894660890555974,False
D7_obs_error,,33,11.8,27,M4_delayed_info,11.931813950009824,15.04007047116658,13.8635894209043,15.894660890555974,False
D7_obs_error,,33,11.8,28,M1_autonomous_Schaefer,14.326858208939553,12.268252901485056,16.77836402876938,16.801969137934645,True
D7_obs_error,,33,11.8,28,M1b_autonomous_Allee,20.614057139486217,78.52207712507868,16.77836402876938,16.801969137934645,False
D7_obs_error,,33,11.8,28,M2_stockflow_regimeC,14.326858208939553,12.268252901485056,16.77836402876938,16.801969137934645,False
D7_obs_error,,33,11.8,28,M3_AR_residual,15.691723438169507,13.626597249019019,16.77836402876938,16.801969137934645,False
D7_obs_error,,33,11.8,28,M4_delayed_info,14.031798957631311,12.024751473901127,16.77836402876938,16.801969137934645,True
D7_obs_error,,33,11.8,29,M1_autonomous_Schaefer,8.722025247628995,9.336388976798956,10.481182638516314,15.14502926739701,True
D7_obs_error,,33,11.8,29,M1b_autonomous_Allee,12.932389120219293,63.60419017798818,10.481182638516314,15.14502926739701,False
D7_obs_error,,33,11.8,29,M2_stockflow_regimeC,8.722025247628995,9.336388976798956,10.481182638516314,15.14502926739701,False
D7_obs_error,,33,11.8,29,M3_AR_residual,9.993467705764745,9.066650614013522,10.481182638516314,15.14502926739701,False
D7_obs_error,,33,11.8,29,M4_delayed_info,8.952066692565523,9.449619434351389,10.481182638516314,15.14502926739701,False
D7_obs_error,,33,33.8,0,M1_autonomous_Schaefer,35.29467643593104,32.11047652958856,40.46119644412638,51.858948842641766,True
D7_obs_error,,33,33.8,0,M1b_autonomous_Allee,36.339767361680096,40.949936970376044,40.46119644412638,51.858948842641766,False
D7_obs_error,,33,33.8,0,M2_stockflow_regimeC,35.29467643593104,32.11047652958856,40.46119644412638,51.858948842641766,False
D7_obs_error,,33,33.8,0,M3_AR_residual,35.46752981868564,32.05711109407703,40.46119644412638,51.858948842641766,False
D7_obs_error,,33,33.8,0,M4_delayed_info,36.102846166585735,31.850863771256737,40.46119644412638,51.858948842641766,False
D7_obs_error,,33,33.8,1,M1_autonomous_Schaefer,37.07652927779593,44.57264256320985,39.584507141996575,52.1115405277618,True
D7_obs_error,,33,33.8,1,M1b_autonomous_Allee,37.919928715918374,77.47284160052276,39.584507141996575,52.1115405277618,False
D7_obs_error,,33,33.8,1,M2_stockflow_regimeC,37.07652927779593,44.57264256320985,39.584507141996575,52.1115405277618,False
D7_obs_error,,33,33.8,1,M3_AR_residual,37.52954175247774,43.08502157223024,39.584507141996575,52.1115405277618,False
D7_obs_error,,33,33.8,1,M4_delayed_info,37.09962211494699,34.53421576585838,39.584507141996575,52.1115405277618,False
D7_obs_error,,33,33.8,2,M1_autonomous_Schaefer,34.469560396700594,35.1234101254847,42.343518849243736,48.83083070011082,True
D7_obs_error,,33,33.8,2,M1b_autonomous_Allee,41.971206535624574,101.5483366396792,42.343518849243736,48.83083070011082,False
D7_obs_error,,33,33.8,2,M2_stockflow_regimeC,34.469560396700594,35.1234101254847,42.343518849243736,48.83083070011082,False
D7_obs_error,,33,33.8,2,M3_AR_residual,33.667556736318986,34.82051068810986,42.343518849243736,48.83083070011082,False
D7_obs_error,,33,33.8,2,M4_delayed_info,34.15947455628461,34.92680636042833,42.343518849243736,48.83083070011082,False
D7_obs_error,,33,33.8,3,M1_autonomous_Schaefer,47.42161329095704,48.573664515798356,62.443614323085455,67.40847027281305,True
D7_obs_error,,33,33.8,3,M1b_autonomous_Allee,60.50481980217975,130.5945462017691,62.443614323085455,67.40847027281305,False
D7_obs_error,,33,33.8,3,M2_stockflow_regimeC,47.42161329095704,48.573664515798356,62.443614323085455,67.40847027281305,False
D7_obs_error,,33,33.8,3,M3_AR_residual,47.7632489276952,48.57454967977109,62.443614323085455,67.40847027281305,False
D7_obs_error,,33,33.8,3,M4_delayed_info,46.83460978014416,48.57308764386771,62.443614323085455,67.40847027281305,False
D7_obs_error,,33,33.8,4,M1_autonomous_Schaefer,29.48854426315038,28.086112698523014,32.95450346739307,41.810009260288936,True
D7_obs_error,,33,33.8,4,M1b_autonomous_Allee,36.39328836224553,104.58013682643376,32.95450346739307,41.810009260288936,False
D7_obs_error,,33,33.8,4,M2_stockflow_regimeC,29.48854426315038,28.086112698523014,32.95450346739307,41.810009260288936,False
D7_obs_error,,33,33.8,4,M3_AR_residual,30.112171112987298,28.06201968644224,32.95450346739307,41.810009260288936,False
D7_obs_error,,33,33.8,4,M4_delayed_info,31.769938561593275,27.949185596972683,32.95450346739307,41.810009260288936,False
D7_obs_error,,33,33.8,5,M1_autonomous_Schaefer,38.47638941172783,40.77192805720525,52.44680810511315,50.48402787675963,True
D7_obs_error,,33,33.8,5,M1b_autonomous_Allee,45.84647313788337,77.85130634133542,52.44680810511315,50.48402787675963,False
D7_obs_error,,33,33.8,5,M2_stockflow_regimeC,38.47638941172783,40.77192805720525,52.44680810511315,50.48402787675963,False
D7_obs_error,,33,33.8,5,M3_AR_residual,36.05422392745411,40.77233205806188,52.44680810511315,50.48402787675963,False
D7_obs_error,,33,33.8,5,M4_delayed_info,35.82585005616688,40.77918646908018,52.44680810511315,50.48402787675963,False
D7_obs_error,,33,33.8,6,M1_autonomous_Schaefer,31.65345943148944,35.54179855245792,38.145682469012314,50.79441729659317,True
D7_obs_error,,33,33.8,6,M1b_autonomous_Allee,35.13774069469156,51.7693903306294,38.145682469012314,50.79441729659317,False
D7_obs_error,,33,33.8,6,M2_stockflow_regimeC,31.65345943148944,35.54179855245792,38.145682469012314,50.79441729659317,False
D7_obs_error,,33,33.8,6,M3_AR_residual,31.674644928349455,35.433541396594286,38.145682469012314,50.79441729659317,False
D7_obs_error,,33,33.8,6,M4_delayed_info,29.48232616766269,35.50491164168397,38.145682469012314,50.79441729659317,False
D7_obs_error,,33,33.8,7,M1_autonomous_Schaefer,39.17483482948559,35.386501238797216,48.449226739613906,53.32176481748905,True
D7_obs_error,,33,33.8,7,M1b_autonomous_Allee,46.17727882310588,119.724361815413,48.449226739613906,53.32176481748905,False
D7_obs_error,,33,33.8,7,M2_stockflow_regimeC,39.17483482948559,35.386501238797216,48.449226739613906,53.32176481748905,False
D7_obs_error,,33,33.8,7,M3_AR_residual,39.19033507523831,34.4462477593861,48.449226739613906,53.32176481748905,False
D7_obs_error,,33,33.8,7,M4_delayed_info,37.64104425344848,35.83254417408618,48.449226739613906,53.32176481748905,False
D7_obs_error,,33,33.8,8,M1_autonomous_Schaefer,39.94099561919062,35.33141914592819,52.41005903394236,52.05686783926149,True
D7_obs_error,,33,33.8,8,M1b_autonomous_Allee,50.78614009680345,93.17575067623505,52.41005903394236,52.05686783926149,False
D7_obs_error,,33,33.8,8,M2_stockflow_regimeC,39.94099561919062,35.33141914592819,52.41005903394236,52.05686783926149,False
D7_obs_error,,33,33.8,8,M3_AR_residual,38.95556264319785,35.21007992608915,52.41005903394236,52.05686783926149,False
D7_obs_error,,33,33.8,8,M4_delayed_info,37.15256387988879,34.65870812695062,52.41005903394236,52.05686783926149,False
D7_obs_error,,33,33.8,9,M1_autonomous_Schaefer,37.474674104234786,38.6659231078742,48.53578340570896,39.196508820268285,False
D7_obs_error,,33,33.8,9,M1b_autonomous_Allee,38.419851790623056,38.98338237480926,48.53578340570896,39.196508820268285,False
D7_obs_error,,33,33.8,9,M2_stockflow_regimeC,37.474674104234786,38.6659231078742,48.53578340570896,39.196508820268285,False
D7_obs_error,,33,33.8,9,M3_AR_residual,37.02823701878035,38.67537413866509,48.53578340570896,39.196508820268285,False
D7_obs_error,,33,33.8,9,M4_delayed_info,36.38253428493117,38.707611352171256,48.53578340570896,39.196508820268285,False
D7_obs_error,,33,33.8,10,M1_autonomous_Schaefer,40.650318304642624,41.215647781039564,47.798658328965764,48.975557380136976,True
D7_obs_error,,33,33.8,10,M1b_autonomous_Allee,50.399222719084186,162.37835285547146,47.798658328965764,48.975557380136976,False
D7_obs_error,,33,33.8,10,M2_stockflow_regimeC,40.650318304642624,41.215647781039564,47.798658328965764,48.975557380136976,False
D7_obs_error,,33,33.8,10,M3_AR_residual,42.44164172177123,41.704872911839246,47.798658328965764,48.975557380136976,False
D7_obs_error,,33,33.8,10,M4_delayed_info,38.7355147878262,40.93488209353824,47.798658328965764,48.975557380136976,False
D7_obs_error,,33,33.8,11,M1_autonomous_Schaefer,39.170621899273335,32.202758595669316,49.20652968796413,44.615690037993204,True
D7_obs_error,,33,33.8,11,M1b_autonomous_Allee,50.9901681931453,104.24125861741692,49.20652968796413,44.615690037993204,False
D7_obs_error,,33,33.8,11,M2_stockflow_regimeC,39.170621899273335,32.202758595669316,49.20652968796413,44.615690037993204,False
D7_obs_error,,33,33.8,11,M3_AR_residual,37.06058677759292,32.27641998943682,49.20652968796413,44.615690037993204,False
D7_obs_error,,33,33.8,11,M4_delayed_info,36.31110863011995,32.29364510088125,49.20652968796413,44.615690037993204,False
D7_obs_error,,33,33.8,12,M1_autonomous_Schaefer,38.79637049958717,34.513420189538465,55.231247905669186,52.777991252614214,True
D7_obs_error,,33,33.8,12,M1b_autonomous_Allee,56.813970879571166,101.45002315272642,55.231247905669186,52.777991252614214,False
D7_obs_error,,33,33.8,12,M2_stockflow_regimeC,38.79637049958717,34.513420189538465,55.231247905669186,52.777991252614214,False
D7_obs_error,,33,33.8,12,M3_AR_residual,38.3715503782109,34.48250293189635,55.231247905669186,52.777991252614214,False
D7_obs_error,,33,33.8,12,M4_delayed_info,37.4452116308157,34.435838483190096,55.231247905669186,52.777991252614214,False
D7_obs_error,,33,33.8,13,M1_autonomous_Schaefer,37.66107524588402,39.03311960627379,52.93699564076818,44.33795505004105,True
D7_obs_error,,33,33.8,13,M1b_autonomous_Allee,43.16488608377568,63.37659328093215,52.93699564076818,44.33795505004105,False
D7_obs_error,,33,33.8,13,M2_stockflow_regimeC,37.66107524588402,39.03311960627379,52.93699564076818,44.33795505004105,False
D7_obs_error,,33,33.8,13,M3_AR_residual,38.07468458046951,39.100755979447136,52.93699564076818,44.33795505004105,False
D7_obs_error,,33,33.8,13,M4_delayed_info,38.458195899324615,39.00353829931045,52.93699564076818,44.33795505004105,False
D7_obs_error,,33,33.8,14,M1_autonomous_Schaefer,39.44712711935158,41.71298807021113,48.99602479483383,48.97791359988684,True
D7_obs_error,,33,33.8,14,M1b_autonomous_Allee,39.47787089304522,39.654730005646826,48.99602479483383,48.97791359988684,False
D7_obs_error,,33,33.8,14,M2_stockflow_regimeC,39.44712711935158,41.71298807021113,48.99602479483383,48.97791359988684,False
D7_obs_error,,33,33.8,14,M3_AR_residual,40.301649765317386,41.72447250558495,48.99602479483383,48.97791359988684,False
D7_obs_error,,33,33.8,14,M4_delayed_info,38.290936751119524,41.70523689090294,48.99602479483383,48.97791359988684,False
D7_obs_error,,33,33.8,15,M1_autonomous_Schaefer,37.51505013285778,46.44448837901165,41.80323870982032,46.335225433600534,False
D7_obs_error,,33,33.8,15,M1b_autonomous_Allee,44.25803937747649,85.58056243559066,41.80323870982032,46.335225433600534,False
D7_obs_error,,33,33.8,15,M2_stockflow_regimeC,37.51505013285778,46.44448837901165,41.80323870982032,46.335225433600534,False
D7_obs_error,,33,33.8,15,M3_AR_residual,40.3128647145044,46.93137352915341,41.80323870982032,46.335225433600534,False
D7_obs_error,,33,33.8,15,M4_delayed_info,38.41126587054405,46.2012659156206,41.80323870982032,46.335225433600534,False
D7_obs_error,,33,33.8,16,M1_autonomous_Schaefer,36.72303426806229,36.45646995824263,43.9725404732985,51.58518818197836,True
D7_obs_error,,33,33.8,16,M1b_autonomous_Allee,39.6921751230079,70.62502622080439,43.9725404732985,51.58518818197836,False
D7_obs_error,,33,33.8,16,M2_stockflow_regimeC,36.72303426806229,36.45646995824263,43.9725404732985,51.58518818197836,False
D7_obs_error,,33,33.8,16,M3_AR_residual,34.530402289735065,36.01282578451961,43.9725404732985,51.58518818197836,False
D7_obs_error,,33,33.8,16,M4_delayed_info,33.10204285056711,35.75377226209597,43.9725404732985,51.58518818197836,False
D7_obs_error,,33,33.8,17,M1_autonomous_Schaefer,35.089745378406185,38.94917870553305,39.25282313018704,42.21536526607122,True
D7_obs_error,,33,33.8,17,M1b_autonomous_Allee,48.214804859686154,119.27226065839211,39.25282313018704,42.21536526607122,False
D7_obs_error,,33,33.8,17,M2_stockflow_regimeC,35.089745378406185,38.94917870553305,39.25282313018704,42.21536526607122,False
D7_obs_error,,33,33.8,17,M3_AR_residual,34.86439071034993,38.949515700376594,39.25282313018704,42.21536526607122,False
D7_obs_error,,33,33.8,17,M4_delayed_info,34.5414832480979,39.10424608181294,39.25282313018704,42.21536526607122,False
D7_obs_error,,33,33.8,18,M1_autonomous_Schaefer,41.30272603215882,36.280642781904426,54.4805015453153,51.94824397977952,True
D7_obs_error,,33,33.8,18,M1b_autonomous_Allee,48.78204848498063,104.33201788110964,54.4805015453153,51.94824397977952,False
D7_obs_error,,33,33.8,18,M2_stockflow_regimeC,41.30272603215882,36.280642781904426,54.4805015453153,51.94824397977952,False
D7_obs_error,,33,33.8,18,M3_AR_residual,41.61777233497619,36.26699102025574,54.4805015453153,51.94824397977952,False
D7_obs_error,,33,33.8,18,M4_delayed_info,39.16225277260158,36.283357137933606,54.4805015453153,51.94824397977952,False
D7_obs_error,,33,33.8,19,M1_autonomous_Schaefer,30.489568498164054,24.81927613501894,36.652008094938616,35.721637067497326,True
D7_obs_error,,33,33.8,19,M1b_autonomous_Allee,40.05289755702388,74.52205530736805,36.652008094938616,35.721637067497326,False
D7_obs_error,,33,33.8,19,M2_stockflow_regimeC,30.489568498164054,24.81927613501894,36.652008094938616,35.721637067497326,False
D7_obs_error,,33,33.8,19,M3_AR_residual,28.39869711622792,24.743489756795714,36.652008094938616,35.721637067497326,False
D7_obs_error,,33,33.8,19,M4_delayed_info,27.10400523692608,24.698704646246558,36.652008094938616,35.721637067497326,False
D7_obs_error,,33,33.8,20,M1_autonomous_Schaefer,44.233615185454255,47.38869912431979,50.19838231231835,73.14998579246088,True
D7_obs_error,,33,33.8,20,M1b_autonomous_Allee,51.17200391079361,123.38519038428998,50.19838231231835,73.14998579246088,False
D7_obs_error,,33,33.8,20,M2_stockflow_regimeC,44.233615185454255,47.38869912431979,50.19838231231835,73.14998579246088,False
D7_obs_error,,33,33.8,20,M3_AR_residual,44.37486223450863,47.39129820858173,50.19838231231835,73.14998579246088,False
D7_obs_error,,33,33.8,20,M4_delayed_info,44.63549563656799,46.65012680316855,50.19838231231835,73.14998579246088,False
D7_obs_error,,33,33.8,21,M1_autonomous_Schaefer,45.68994421357178,41.15260911707559,50.44963654617227,51.93869114798181,True
D7_obs_error,,33,33.8,21,M1b_autonomous_Allee,49.14481109262898,53.05543006600546,50.44963654617227,51.93869114798181,False
D7_obs_error,,33,33.8,21,M2_stockflow_regimeC,45.68994421357178,41.15260911707559,50.44963654617227,51.93869114798181,False
D7_obs_error,,33,33.8,21,M3_AR_residual,43.98862066092735,41.56765842679072,50.44963654617227,51.93869114798181,False
D7_obs_error,,33,33.8,21,M4_delayed_info,39.05689404108224,42.10019325238067,50.44963654617227,51.93869114798181,False
D7_obs_error,,33,33.8,22,M1_autonomous_Schaefer,35.37607205651616,35.22045800586098,43.25082097563673,49.98535137619026,True
D7_obs_error,,33,33.8,22,M1b_autonomous_Allee,44.08600842355208,118.62280810009155,43.25082097563673,49.98535137619026,False
D7_obs_error,,33,33.8,22,M2_stockflow_regimeC,35.37607205651616,35.22045800586098,43.25082097563673,49.98535137619026,False
D7_obs_error,,33,33.8,22,M3_AR_residual,32.600113642058744,35.15150922661256,43.25082097563673,49.98535137619026,False
D7_obs_error,,33,33.8,22,M4_delayed_info,32.36840179135464,35.08993654956171,43.25082097563673,49.98535137619026,False
D7_obs_error,,33,33.8,23,M1_autonomous_Schaefer,31.257039852523075,25.8381073908711,41.49993596629026,38.6650482876176,True
D7_obs_error,,33,33.8,23,M1b_autonomous_Allee,33.02881840186433,36.669973109327124,41.49993596629026,38.6650482876176,False
D7_obs_error,,33,33.8,23,M2_stockflow_regimeC,31.257039852523075,25.8381073908711,41.49993596629026,38.6650482876176,False
D7_obs_error,,33,33.8,23,M3_AR_residual,30.527797760272183,25.838705346000072,41.49993596629026,38.6650482876176,False
D7_obs_error,,33,33.8,23,M4_delayed_info,30.016459805856275,25.8416808428865,41.49993596629026,38.6650482876176,False
D7_obs_error,,33,33.8,24,M1_autonomous_Schaefer,42.23039021468876,36.80321922165077,55.16298122623126,42.73712711366725,True
D7_obs_error,,33,33.8,24,M1b_autonomous_Allee,46.83147710181564,76.13468709921342,55.16298122623126,42.73712711366725,False
D7_obs_error,,33,33.8,24,M2_stockflow_regimeC,42.23039021468876,36.80321922165077,55.16298122623126,42.73712711366725,False
D7_obs_error,,33,33.8,24,M3_AR_residual,41.398137347148,36.872878606168314,55.16298122623126,42.73712711366725,False
D7_obs_error,,33,33.8,24,M4_delayed_info,38.80625107835097,36.84338591921871,55.16298122623126,42.73712711366725,False
D7_obs_error,,33,33.8,25,M1_autonomous_Schaefer,40.25218951655482,38.54313104930125,50.122462211628765,52.04020008265862,True
D7_obs_error,,33,33.8,25,M1b_autonomous_Allee,52.045787842376086,123.4015202583133,50.122462211628765,52.04020008265862,False
D7_obs_error,,33,33.8,25,M2_stockflow_regimeC,40.25218951655482,38.54313104930125,50.122462211628765,52.04020008265862,False
D7_obs_error,,33,33.8,25,M3_AR_residual,37.885892053510965,38.58073981852281,50.122462211628765,52.04020008265862,False
D7_obs_error,,33,33.8,25,M4_delayed_info,35.756636084800306,38.6731806795029,50.122462211628765,52.04020008265862,False
D7_obs_error,,33,33.8,26,M1_autonomous_Schaefer,44.96764727502546,41.50255281649827,62.1249676013649,62.971697428046895,True
D7_obs_error,,33,33.8,26,M1b_autonomous_Allee,55.46321824336371,87.9204298862819,62.1249676013649,62.971697428046895,False
D7_obs_error,,33,33.8,26,M2_stockflow_regimeC,44.96764727502546,41.50255281649827,62.1249676013649,62.971697428046895,False
D7_obs_error,,33,33.8,26,M3_AR_residual,40.61170689649835,41.33430525560859,62.1249676013649,62.971697428046895,False
D7_obs_error,,33,33.8,26,M4_delayed_info,41.83702601808046,41.54174976152814,62.1249676013649,62.971697428046895,False
D7_obs_error,,33,33.8,27,M1_autonomous_Schaefer,33.04709385987244,30.537177951958125,42.37219190920876,39.64335867694435,True
D7_obs_error,,33,33.8,27,M1b_autonomous_Allee,48.06524025676562,146.18079745981544,42.37219190920876,39.64335867694435,False
D7_obs_error,,33,33.8,27,M2_stockflow_regimeC,33.04709385987244,30.537177951958125,42.37219190920876,39.64335867694435,False
D7_obs_error,,33,33.8,27,M3_AR_residual,34.91064098094729,34.193543088748015,42.37219190920876,39.64335867694435,False
D7_obs_error,,33,33.8,27,M4_delayed_info,33.354619588282254,28.30453217802833,42.37219190920876,39.64335867694435,False
D7_obs_error,,33,33.8,28,M1_autonomous_Schaefer,37.912343728074596,31.428767980969994,47.51114429912415,30.862765640831864,False
D7_obs_error,,33,33.8,28,M1b_autonomous_Allee,42.319324047008756,56.83359929983767,47.51114429912415,30.862765640831864,False
D7_obs_error,,33,33.8,28,M2_stockflow_regimeC,37.912343728074596,31.428767980969994,47.51114429912415,30.862765640831864,False
D7_obs_error,,33,33.8,28,M3_AR_residual,36.12101293832636,31.514461304269076,47.51114429912415,30.862765640831864,False
D7_obs_error,,33,33.8,28,M4_delayed_info,34.15935232348907,31.49967054520638,47.51114429912415,30.862765640831864,False
D7_obs_error,,33,33.8,29,M1_autonomous_Schaefer,30.296732561212828,32.270573356002664,38.532377193339265,31.887350138900413,False
D7_obs_error,,33,33.8,29,M1b_autonomous_Allee,32.5129256538328,59.45513318502922,38.532377193339265,31.887350138900413,False
D7_obs_error,,33,33.8,29,M2_stockflow_regimeC,30.296732561212828,32.270573356002664,38.532377193339265,31.887350138900413,False
D7_obs_error,,33,33.8,29,M3_AR_residual,30.514420784954073,32.27431547328335,38.532377193339265,31.887350138900413,False
D7_obs_error,,33,33.8,29,M4_delayed_info,29.70443653224996,32.2700180695362,38.532377193339265,31.887350138900413,False
D1_T71,M1_autonomous_Schaefer,71,11.8,0,M1_autonomous_Schaefer,13.803695817370063,14.423640838482077,23.072584362250883,17.018726216155333,True
D1_T71,M1_autonomous_Schaefer,71,11.8,0,M1b_autonomous_Allee,17.54217521380382,23.152756063372905,23.072584362250883,17.018726216155333,False
D1_T71,M1_autonomous_Schaefer,71,11.8,0,M2_stockflow_regimeC,13.803695817370063,14.423640838482077,23.072584362250883,17.018726216155333,False
D1_T71,M1_autonomous_Schaefer,71,11.8,0,M3_AR_residual,13.885297125820887,14.430504089612405,23.072584362250883,17.018726216155333,False
D1_T71,M1_autonomous_Schaefer,71,11.8,0,M4_delayed_info,14.278467679476734,14.362703512167212,23.072584362250883,17.018726216155333,False
D1_T71,M1_autonomous_Schaefer,71,11.8,1,M1_autonomous_Schaefer,12.897224311599118,14.623379069517556,26.480429513310803,24.115139302078628,True
D1_T71,M1_autonomous_Schaefer,71,11.8,1,M1b_autonomous_Allee,20.44506495243047,23.998900867137994,26.480429513310803,24.115139302078628,False
D1_T71,M1_autonomous_Schaefer,71,11.8,1,M2_stockflow_regimeC,12.897224311599118,14.623379069517556,26.480429513310803,24.115139302078628,False
D1_T71,M1_autonomous_Schaefer,71,11.8,1,M3_AR_residual,13.06988679433381,14.615698258244837,26.480429513310803,24.115139302078628,False
D1_T71,M1_autonomous_Schaefer,71,11.8,1,M4_delayed_info,14.167496613902898,14.669703127426528,26.480429513310803,24.115139302078628,False
D1_T71,M1_autonomous_Schaefer,71,11.8,2,M1_autonomous_Schaefer,13.88706157857686,13.778465811163407,23.419675673693334,18.63960658911427,True
D1_T71,M1_autonomous_Schaefer,71,11.8,2,M1b_autonomous_Allee,16.917915029035214,14.479895820949947,23.419675673693334,18.63960658911427,False
D1_T71,M1_autonomous_Schaefer,71,11.8,2,M2_stockflow_regimeC,13.88706157857686,13.778465811163407,23.419675673693334,18.63960658911427,False
D1_T71,M1_autonomous_Schaefer,71,11.8,2,M3_AR_residual,13.827886298130945,13.783085973616414,23.419675673693334,18.63960658911427,False
D1_T71,M1_autonomous_Schaefer,71,11.8,2,M4_delayed_info,14.685547953250175,13.76440019673546,23.419675673693334,18.63960658911427,False
D1_T71,M1_autonomous_Schaefer,71,11.8,3,M1_autonomous_Schaefer,12.0074659753154,13.289028049712908,21.64368720011659,13.714673910148594,False
D1_T71,M1_autonomous_Schaefer,71,11.8,3,M1b_autonomous_Allee,16.39637448738246,18.175040914728886,21.64368720011659,13.714673910148594,False
D1_T71,M1_autonomous_Schaefer,71,11.8,3,M2_stockflow_regimeC,12.0074659753154,13.289028049712908,21.64368720011659,13.714673910148594,False
D1_T71,M1_autonomous_Schaefer,71,11.8,3,M3_AR_residual,12.158635185634047,13.295833636381534,21.64368720011659,13.714673910148594,False
D1_T71,M1_autonomous_Schaefer,71,11.8,3,M4_delayed_info,13.115409939147312,13.232086831727472,21.64368720011659,13.714673910148594,False
D1_T71,M1_autonomous_Schaefer,71,11.8,4,M1_autonomous_Schaefer,12.180599050571223,12.469029194789128,20.19589557557464,17.816898030057832,True
D1_T71,M1_autonomous_Schaefer,71,11.8,4,M1b_autonomous_Allee,15.033194271568304,16.863188868830964,20.19589557557464,17.816898030057832,False
D1_T71,M1_autonomous_Schaefer,71,11.8,4,M2_stockflow_regimeC,12.180599050571223,12.469029194789128,20.19589557557464,17.816898030057832,False
D1_T71,M1_autonomous_Schaefer,71,11.8,4,M3_AR_residual,12.130550674116709,12.468282911628947,20.19589557557464,17.816898030057832,False
D1_T71,M1_autonomous_Schaefer,71,11.8,4,M4_delayed_info,12.586818569874257,12.473940468666097,20.19589557557464,17.816898030057832,False
D1_T71,M1_autonomous_Schaefer,71,11.8,5,M1_autonomous_Schaefer,13.739207721362268,14.416132920820592,26.456226784343635,24.17294228017706,True
D1_T71,M1_autonomous_Schaefer,71,11.8,5,M1b_autonomous_Allee,20.12615010752384,24.51648484748025,26.456226784343635,24.17294228017706,False
D1_T71,M1_autonomous_Schaefer,71,11.8,5,M2_stockflow_regimeC,13.739207721362268,14.416132920820592,26.456226784343635,24.17294228017706,False
D1_T71,M1_autonomous_Schaefer,71,11.8,5,M3_AR_residual,14.0027240768082,14.12529637644778,26.456226784343635,24.17294228017706,False
D1_T71,M1_autonomous_Schaefer,71,11.8,5,M4_delayed_info,17.72127118126087,14.753625169103907,26.456226784343635,24.17294228017706,False
D1_T71,M1_autonomous_Schaefer,71,11.8,6,M1_autonomous_Schaefer,11.429487395334958,11.989581441181425,18.919179590985443,16.814220578231822,True
D1_T71,M1_autonomous_Schaefer,71,11.8,6,M1b_autonomous_Allee,15.591404125782397,15.728669871470332,18.919179590985443,16.814220578231822,False
D1_T71,M1_autonomous_Schaefer,71,11.8,6,M2_stockflow_regimeC,11.429487395334958,11.989581441181425,18.919179590985443,16.814220578231822,False
D1_T71,M1_autonomous_Schaefer,71,11.8,6,M3_AR_residual,11.453869016526303,11.991105579824525,18.919179590985443,16.814220578231822,False
D1_T71,M1_autonomous_Schaefer,71,11.8,6,M4_delayed_info,11.587798920881685,11.994444250185559,18.919179590985443,16.814220578231822,False
D1_T71,M1_autonomous_Schaefer,71,11.8,7,M1_autonomous_Schaefer,12.511420355823368,12.719846312166077,22.88618665895511,18.159954682001406,True
D1_T71,M1_autonomous_Schaefer,71,11.8,7,M1b_autonomous_Allee,17.851512081762174,17.475108353388162,22.88618665895511,18.159954682001406,False
D1_T71,M1_autonomous_Schaefer,71,11.8,7,M2_stockflow_regimeC,12.511420355823368,12.719846312166077,22.88618665895511,18.159954682001406,False
D1_T71,M1_autonomous_Schaefer,71,11.8,7,M3_AR_residual,12.634488466168083,12.682721800273077,22.88618665895511,18.159954682001406,False
D1_T71,M1_autonomous_Schaefer,71,11.8,7,M4_delayed_info,13.808814490845561,12.775630804210728,22.88618665895511,18.159954682001406,False
D1_T71,M1_autonomous_Schaefer,71,11.8,8,M1_autonomous_Schaefer,10.413058965141996,11.09003130242274,17.613009001914964,16.116289698171936,True
D1_T71,M1_autonomous_Schaefer,71,11.8,8,M1b_autonomous_Allee,14.818315544013968,18.369710418496428,17.613009001914964,16.116289698171936,False
D1_T71,M1_autonomous_Schaefer,71,11.8,8,M2_stockflow_regimeC,10.413058965141996,11.09003130242274,17.613009001914964,16.116289698171936,False
D1_T71,M1_autonomous_Schaefer,71,11.8,8,M3_AR_residual,10.470956738913058,11.08632021772874,17.613009001914964,16.116289698171936,False
D1_T71,M1_autonomous_Schaefer,71,11.8,8,M4_delayed_info,10.852081889641992,11.102766695190533,17.613009001914964,16.116289698171936,False
