dgp,truth,sigma,rep,origin,horizon,model,obs,pred,sqerr,band_retained
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,5,M1_autonomous_Schaefer,899.8929791216134,890.7475620737582,83.63865297920009,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,1,M1b_autonomous_Allee,885.747991777563,905.4131277517813,386.71757288449425,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,5,M1b_autonomous_Allee,899.8929791216134,914.8679764141862,224.25054391256168,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,1,M2_stockflow_regimeC,885.747991777563,884.9109546435145,0.7006311637761279,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,5,M2_stockflow_regimeC,899.8929791216134,890.7475620737582,83.63865297920009,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,1,M3_AR_residual,885.747991777563,880.7910671491976,24.571101771295595,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,5,M3_AR_residual,899.8929791216134,890.1551161726424,94.825974812943,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,1,M4_delayed_info,885.747991777563,893.8897110222746,66.28759225970668,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,5,M4_delayed_info,899.8929791216134,891.2966080597812,73.89759543270608,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,1,M1_autonomous_Schaefer,903.800914416572,893.4622030495179,106.88895273125341,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,5,M1_autonomous_Schaefer,875.6393734287416,891.1737973893191,241.31832778696608,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,1,M1b_autonomous_Allee,903.800914416572,889.4646339734634,205.5289369434595,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,5,M1b_autonomous_Allee,875.6393734287416,890.2041413449929,212.1324644542632,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,1,M2_stockflow_regimeC,903.800914416572,893.4622030495179,106.88895273125341,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,5,M2_stockflow_regimeC,875.6393734287416,891.1737973893191,241.31832778696608,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,1,M3_AR_residual,903.800914416572,893.2301426293326,111.74121617789724,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,5,M3_AR_residual,875.6393734287416,891.1469657094938,240.48541834604498,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,1,M4_delayed_info,903.800914416572,893.9714838507639,96.61770524804331,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,5,M4_delayed_info,875.6393734287416,891.2020722980934,242.19759609812485,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,1,M1_autonomous_Schaefer,880.7984366699815,885.6233512157087,23.279800373570016,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,5,M1_autonomous_Schaefer,900.1144875546588,891.2980556399991,77.7294717058299,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,1,M1b_autonomous_Allee,880.7984366699815,892.8584425683966,145.4437422698087,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,5,M1b_autonomous_Allee,900.1144875546588,891.4646510039545,74.81967235390044,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,1,M2_stockflow_regimeC,880.7984366699815,885.6233512157087,23.279800373570016,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,5,M2_stockflow_regimeC,900.1144875546588,891.2980556399991,77.7294717058299,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,1,M3_AR_residual,880.7984366699815,882.7898575972932,3.9657573097352494,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,5,M3_AR_residual,900.1144875546588,890.9836846781348,83.37156116994001,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,1,M4_delayed_info,880.7984366699815,892.4969422185065,136.85503206887202,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,5,M4_delayed_info,900.1144875546588,891.6614226080252,71.454306992006,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,1,M1_autonomous_Schaefer,878.0564884149658,895.9859355411047,321.4650742490119,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,5,M1_autonomous_Schaefer,862.103081819629,891.5512914568494,867.1970508376822,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,1,M1b_autonomous_Allee,878.0564884149658,888.8952202016455,117.4781067435825,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,5,M1b_autonomous_Allee,862.103081819629,890.4923643315308,805.9513615405732,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,1,M2_stockflow_regimeC,878.0564884149658,895.9859355411047,321.4650742490119,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,5,M2_stockflow_regimeC,862.103081819629,891.5512914568494,867.1970508376822,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,1,M3_AR_residual,878.0564884149658,897.376640485759,373.2682760385769,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,5,M3_AR_residual,862.103081819629,891.7181599266747,877.0528512864203,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,1,M4_delayed_info,878.0564884149658,893.0161628706911,223.79185982128152,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1998,5,M4_delayed_info,862.103081819629,891.3825119847461,857.2850307939694,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,1,M1_autonomous_Schaefer,899.8929791216134,896.0636811141478,14.663523229979873,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,5,M1_autonomous_Schaefer,883.973686134807,890.8412923104061,47.16401458312563,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,1,M1b_autonomous_Allee,899.8929791216134,874.9440596564725,622.4485824780852,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,5,M1b_autonomous_Allee,883.973686134807,857.3274512466253,710.0218337161551,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,1,M2_stockflow_regimeC,899.8929791216134,896.0636811141478,14.663523229979873,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,5,M2_stockflow_regimeC,883.973686134807,890.8412923104061,47.16401458312563,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,1,M3_AR_residual,899.8929791216134,899.9125870531883,0.0003844709806463625,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,5,M3_AR_residual,883.973686134807,891.1795800023446,51.92490643021451,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,1,M4_delayed_info,899.8929791216134,885.8120796444646,198.27173008556989,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1999,5,M4_delayed_info,883.973686134807,890.3406169902398,40.53780851786186,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,1,M1_autonomous_Schaefer,875.6393734287416,886.356832864242,114.86393675159812,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,5,M1_autonomous_Schaefer,889.1105969155193,890.54442450488,2.0558615560119256,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,1,M1b_autonomous_Allee,875.6393734287416,891.515244030843,252.04326737466658,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,5,M1b_autonomous_Allee,889.1105969155193,890.5574390126731,2.0933520540962975,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,1,M2_stockflow_regimeC,875.6393734287416,886.356832864242,114.86393675159812,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,5,M2_stockflow_regimeC,889.1105969155193,890.54442450488,2.0558615560119256,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,1,M3_AR_residual,875.6393734287416,885.531074964311,97.84575926878567,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,5,M3_AR_residual,889.1105969155193,890.4734444346756,1.857353360470415,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,1,M4_delayed_info,875.6393734287416,888.7135153791747,170.93318774007616,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2000,5,M4_delayed_info,889.1105969155193,890.6569263457761,2.3911347068784212,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,1,M1_autonomous_Schaefer,900.1144875546588,896.4414411033308,13.49127023361315,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,5,M1_autonomous_Schaefer,877.84299518402,890.5442927717872,161.3229604130227,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,1,M1b_autonomous_Allee,900.1144875546588,886.9416601162836,173.52338272121,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,5,M1b_autonomous_Allee,877.84299518402,889.4711206964032,135.21330293173787,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,1,M2_stockflow_regimeC,900.1144875546588,896.4414411033308,13.49127023361315,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,5,M2_stockflow_regimeC,877.84299518402,890.5442927717872,161.3229604130227,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,1,M3_AR_residual,900.1144875546588,899.0801266102244,1.069902563371247,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,5,M3_AR_residual,877.84299518402,890.7827001911871,167.43596567250694,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,1,M4_delayed_info,900.1144875546588,890.4255300542987,93.87589744378349,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2001,5,M4_delayed_info,877.84299518402,890.2643972402526,154.29122904258037,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,1,M1_autonomous_Schaefer,862.103081819629,885.8317949779243,563.0518281486595,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,5,M1_autonomous_Schaefer,883.3262574010394,890.2418671200094,47.82565778511257,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,1,M1b_autonomous_Allee,862.103081819629,891.285888942866,851.6362315920529,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,5,M1b_autonomous_Allee,883.3262574010394,890.2181654559565,47.49839663743212,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,1,M2_stockflow_regimeC,862.103081819629,885.8317949779243,563.0518281486595,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,5,M2_stockflow_regimeC,883.3262574010394,890.2418671200094,47.82565778511257,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,1,M3_AR_residual,862.103081819629,884.9713079659124,522.9557670775599,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,5,M3_AR_residual,883.3262574010394,890.1606165784466,46.70846536581052,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,1,M4_delayed_info,862.103081819629,888.0920949787007,675.4288049824052,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2002,5,M4_delayed_info,883.3262574010394,890.3506939063798,49.34270821755911,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,1,M1_autonomous_Schaefer,883.973686134807,900.3739653939685,268.96915977848266,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,5,M1_autonomous_Schaefer,869.5672848332122,890.0273985356841,418.61625271808134,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,1,M1b_autonomous_Allee,883.973686134807,855.8862873370535,788.9019712240452,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,5,M1b_autonomous_Allee,869.5672848332122,818.3307503760868,2625.182463176193,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,1,M2_stockflow_regimeC,883.973686134807,900.3739653939685,268.96915977848266,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,5,M2_stockflow_regimeC,869.5672848332122,890.0273985356841,418.61625271808134,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,1,M3_AR_residual,883.973686134807,907.3648879937834,547.1483244073804,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,5,M3_AR_residual,869.5672848332122,890.7905546317621,450.4271809420424,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,1,M4_delayed_info,883.973686134807,886.4877648002997,6.320591536285361,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2003,5,M4_delayed_info,869.5672848332122,889.3211081666959,390.2135362904871,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,1,M1_autonomous_Schaefer,889.1105969155193,891.3625189956242,5.071153054864064,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,5,M1_autonomous_Schaefer,896.2762280725044,889.1935531130953,50.16428458064116,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,1,M1b_autonomous_Allee,889.1105969155193,887.8773244396332,1.520960999778257,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,5,M1b_autonomous_Allee,896.2762280725044,888.5406817379017,59.838677094786185,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,1,M2_stockflow_regimeC,889.1105969155193,891.3625189956242,5.071153054864064,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,5,M2_stockflow_regimeC,896.2762280725044,889.1935531130953,50.16428458064116,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,1,M3_AR_residual,889.1105969155193,892.1996793220792,9.542430114517881,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,5,M3_AR_residual,896.2762280725044,889.2334523157209,49.60069036033738,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,1,M4_delayed_info,889.1105969155193,883.5465491115821,30.958627964498692,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2004,5,M4_delayed_info,896.2762280725044,888.8713065519476,54.832862725606034,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,1,M1_autonomous_Schaefer,877.84299518402,888.9901899377389,124.25995087733958,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,5,M1_autonomous_Schaefer,871.4998079888676,889.0259309977639,307.164987722965,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,1,M1b_autonomous_Allee,877.84299518402,888.6699326796613,117.2225755345245,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,5,M1b_autonomous_Allee,871.4998079888676,888.6036968151791,292.54301298282354,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,1,M2_stockflow_regimeC,877.84299518402,888.9901899377389,124.25995087733958,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,5,M2_stockflow_regimeC,871.4998079888676,889.0259309977639,307.164987722965,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,1,M3_AR_residual,877.84299518402,889.0662697312408,125.96189156229545,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,5,M3_AR_residual,871.4998079888676,889.0292471237675,307.28123638416076,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,1,M4_delayed_info,877.84299518402,887.9905194272342,102.97224826662006,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2005,5,M4_delayed_info,871.4998079888676,888.9859512906556,305.765207570667,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,1,M1_autonomous_Schaefer,883.3262574010394,893.2971803843839,99.41930513978774,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,5,M1_autonomous_Schaefer,885.3144138154141,888.875612260008,12.682134361777699,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,1,M1b_autonomous_Allee,883.3262574010394,886.4150190954317,9.540448804745566,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,5,M1b_autonomous_Allee,885.3144138154141,888.0716822808811,7.60252939065847,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,1,M2_stockflow_regimeC,883.3262574010394,893.2971803843839,99.41930513978774,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,5,M2_stockflow_regimeC,885.3144138154141,888.875612260008,12.682134361777699,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,1,M3_AR_residual,883.3262574010394,893.5844150823805,105.22979901525777,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,5,M3_AR_residual,885.3144138154141,888.8879341468446,12.770047559146954,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,1,M4_delayed_info,883.3262574010394,888.6394961916675,28.230506446235513,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2006,5,M4_delayed_info,885.3144138154141,888.6899063144564,11.39394961109051,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,1,M1_autonomous_Schaefer,869.5672848332122,890.4279305429568,435.16653942748707,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,5,M1_autonomous_Schaefer,879.3363001691786,888.4520973847427,83.09775887528724,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,1,M1b_autonomous_Allee,869.5672848332122,887.2548347593395,312.849422389246,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,5,M1b_autonomous_Allee,879.3363001691786,887.9274597495446,73.80802293531494,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,1,M2_stockflow_regimeC,869.5672848332122,890.4279305429568,435.16653942748707,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,5,M2_stockflow_regimeC,879.3363001691786,888.4520973847427,83.09775887528724,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,1,M3_AR_residual,869.5672848332122,890.5822384135754,441.6282739848212,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,5,M3_AR_residual,879.3363001691786,888.4567462025892,83.18253584835595,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,1,M4_delayed_info,869.5672848332122,886.5970623389622,290.0133218953513,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2007,5,M4_delayed_info,879.3363001691786,888.342673781066,81.11476563690165,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,1,M1_autonomous_Schaefer,896.2762280725044,894.0022184795248,5.17111962896329,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,5,M1_autonomous_Schaefer,875.6049225084261,887.9074802090199,151.3529259764414,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,1,M1b_autonomous_Allee,896.2762280725044,883.0871279870664,173.95236106370027,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,5,M1b_autonomous_Allee,875.6049225084261,886.9679578250393,129.11857160660028,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,1,M2_stockflow_regimeC,896.2762280725044,894.0022184795248,5.17111962896329,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,5,M2_stockflow_regimeC,875.6049225084261,887.9074802090199,151.3529259764414,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,1,M3_AR_residual,896.2762280725044,893.6127102362001,7.094327264311259,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,5,M3_AR_residual,875.6049225084261,887.8998159832781,151.16440555796012,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,1,M4_delayed_info,896.2762280725044,887.3034111367854,80.51144376192639,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2008,5,M4_delayed_info,875.6049225084261,887.7719871372686,148.03746168243225,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,1,M1_autonomous_Schaefer,871.4998079888676,884.4521992139923,167.7644384486888,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,5,M1_autonomous_Schaefer,890.3424908399652,887.7705629407135,6.614813118949287,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,1,M1b_autonomous_Allee,871.4998079888676,888.3963443549351,285.4929411698413,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,5,M1b_autonomous_Allee,890.3424908399652,875.0470522247251,233.95044243257715,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,1,M2_stockflow_regimeC,871.4998079888676,884.4521992139923,167.7644384486888,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,5,M2_stockflow_regimeC,890.3424908399652,887.7705629407135,6.614813118949287,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,1,M3_AR_residual,871.4998079888676,884.4804967902182,168.49828175751023,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,5,M3_AR_residual,890.3424908399652,887.7711585734129,6.611749625013007,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,1,M4_delayed_info,871.4998079888676,885.2636611915538,189.44365498509418,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2009,5,M4_delayed_info,890.3424908399652,887.7883454297968,6.52365877628439,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,1,M1_autonomous_Schaefer,885.3144138154141,893.6560302312689,69.58256442925807,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,5,M1_autonomous_Schaefer,879.2840590565393,887.697782448003,70.79074130806328,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,1,M1b_autonomous_Allee,885.3144138154141,883.4072708040321,3.6371944658632196,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,5,M1b_autonomous_Allee,879.2840590565393,886.623099790221,53.861518890639424,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,1,M2_stockflow_regimeC,885.3144138154141,893.6560302312689,69.58256442925807,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,5,M2_stockflow_regimeC,879.2840590565393,887.697782448003,70.79074130806328,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,1,M3_AR_residual,885.3144138154141,893.1981925157056,62.15396659516972,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,5,M3_AR_residual,879.2840590565393,887.6849577297663,70.5750985178282,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,1,M4_delayed_info,885.3144138154141,889.2140500071512,15.207162427905404,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2010,5,M4_delayed_info,879.2840590565393,887.5643229336098,68.562769873919,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2011,1,M1_autonomous_Schaefer,879.3363001691786,888.0401305126875,75.75666264858647,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2011,1,M1b_autonomous_Allee,879.3363001691786,886.7032192908664,54.27149734548977,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2011,1,M2_stockflow_regimeC,879.3363001691786,888.0401305126875,75.75666264858647,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2011,1,M3_AR_residual,879.3363001691786,887.8157755932209,71.90150346693792,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2011,1,M4_delayed_info,879.3363001691786,885.2188698788609,34.604626389272205,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2012,1,M1_autonomous_Schaefer,875.6049225084261,889.8598925952231,203.20417217547774,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2012,1,M1b_autonomous_Allee,875.6049225084261,877.7813705785447,4.736926201923332,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2012,1,M2_stockflow_regimeC,875.6049225084261,889.8598925952231,203.20417217547774,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2012,1,M3_AR_residual,875.6049225084261,889.4958097118863,192.9567472992554,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2012,1,M4_delayed_info,875.6049225084261,886.9516549605037,128.74833733903134,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2013,1,M1_autonomous_Schaefer,890.3424908399652,890.3272450733482,0.00023243339974001302,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2013,1,M1b_autonomous_Allee,890.3424908399652,884.5078542479046,34.04298416141292,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2013,1,M2_stockflow_regimeC,890.3424908399652,890.3272450733482,0.00023243339974001302,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2013,1,M3_AR_residual,890.3424908399652,889.7191091563922,0.38860472341434465,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2013,1,M4_delayed_info,890.3424908399652,886.0500282824275,18.425234807862633,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2014,1,M1_autonomous_Schaefer,879.2840590565393,885.4440186459622,37.945102143323105,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2014,1,M1b_autonomous_Allee,879.2840590565393,886.4195787410736,50.9156411683765,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2014,1,M2_stockflow_regimeC,879.2840590565393,885.4440186459622,37.945102143323105,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2014,1,M3_AR_residual,879.2840590565393,885.4446252282753,37.9525755563384,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,2014,1,M4_delayed_info,879.2840590565393,885.4489419800586,38.00578146070075,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1990,1,naive_persist,886.2582368570371,904.4556881687631,331.1472342426388,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1990,5,naive_persist,903.5953610642927,904.4556881687631,0.7401627266865206,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1991,1,naive_persist,896.9479680589194,886.2582368570371,114.27035316849592,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1991,5,naive_persist,885.747991777563,886.2582368570371,0.2603500411275193,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1992,1,naive_persist,890.4678191475449,896.9479680589194,41.99232991358811,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1992,5,naive_persist,903.800914416572,896.9479680589194,46.962873780864406,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1993,1,naive_persist,888.720421127647,890.4678191475449,3.053399839943104,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1993,5,naive_persist,880.7984366699815,890.4678191475449,93.49695749741072,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1994,1,naive_persist,903.5953610642927,888.720421127647,221.26383811881598,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1994,5,naive_persist,878.0564884149658,888.720421127647,113.71946090059286,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,1,naive_persist,885.747991777563,903.5953610642927,318.52859045690064,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1995,5,naive_persist,899.8929791216134,903.5953610642927,13.707632049477503,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,1,naive_persist,903.800914416572,885.747991777563,325.9080158100441,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1996,5,naive_persist,875.6393734287416,885.747991777563,102.18416492212944,False
D1_M1_collapse,M1_autonomous_Schaefer,11.8,24,1997,1,naive_persist,880.7984366699815,903.800914416572,529.1139824823938,False
