dgp,truth,sigma,rep,module,rmse_h1,rmse_h5,persist_h1,persist_h5,retained
D1_M1_collapse,M1_autonomous_Schaefer,20.0,0,M4_delayed_info,14.421678563917094,12.917693358056098,19.154906670514478,20.539060637111017,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,1,M1_autonomous_Schaefer,16.505024469304868,19.34669659307371,30.941759012784107,22.290440492365914,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,1,M1b_autonomous_Allee,20.948073826863606,21.589180581215516,30.941759012784107,22.290440492365914,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,1,M2_stockflow_regimeC,16.505024469304868,19.34669659307371,30.941759012784107,22.290440492365914,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,1,M3_AR_residual,17.034099583338158,19.283439767179193,30.941759012784107,22.290440492365914,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,1,M4_delayed_info,18.73677064704279,19.35788231063202,30.941759012784107,22.290440492365914,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,2,M1_autonomous_Schaefer,17.483295351904356,19.63655702797844,34.09095227189377,32.9281307733118,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,2,M1b_autonomous_Allee,21.613996061006116,19.401276054094957,34.09095227189377,32.9281307733118,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,2,M2_stockflow_regimeC,17.483295351904356,19.63655702797844,34.09095227189377,32.9281307733118,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,2,M3_AR_residual,17.862210075043947,19.637468896421545,34.09095227189377,32.9281307733118,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,2,M4_delayed_info,19.666944877742722,19.671801525946528,34.09095227189377,32.9281307733118,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,3,M1_autonomous_Schaefer,19.17847674079979,18.258568283264,29.0817967233004,25.342934088729393,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,3,M1b_autonomous_Allee,24.00668231441084,26.963276076567045,29.0817967233004,25.342934088729393,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,3,M2_stockflow_regimeC,19.17847674079979,18.258568283264,29.0817967233004,25.342934088729393,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,3,M3_AR_residual,19.82144147568467,18.273211650756185,29.0817967233004,25.342934088729393,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,3,M4_delayed_info,19.972939751557675,18.24911205300892,29.0817967233004,25.342934088729393,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,4,M1_autonomous_Schaefer,18.74233409995621,21.597527047085748,37.11372259536603,35.29787784377222,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,4,M1b_autonomous_Allee,25.9376007033643,22.498360678978486,37.11372259536603,35.29787784377222,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,4,M2_stockflow_regimeC,18.74233409995621,21.597527047085748,37.11372259536603,35.29787784377222,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,4,M3_AR_residual,18.564300354308887,21.471667088120103,37.11372259536603,35.29787784377222,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,4,M4_delayed_info,22.644698811573004,21.76291101229451,37.11372259536603,35.29787784377222,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,5,M1_autonomous_Schaefer,19.395712150756925,20.87866226444797,37.25477096090451,35.44611825373406,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,5,M1b_autonomous_Allee,26.337939657969475,27.011022064024054,37.25477096090451,35.44611825373406,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,5,M2_stockflow_regimeC,19.395712150756925,20.87866226444797,37.25477096090451,35.44611825373406,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,5,M3_AR_residual,19.98794617223622,20.860332182996164,37.25477096090451,35.44611825373406,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,5,M4_delayed_info,19.98294676345667,21.02146802165556,37.25477096090451,35.44611825373406,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,6,M1_autonomous_Schaefer,16.239783632681124,14.1938853418207,29.77554382695672,20.280157267348383,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,6,M1b_autonomous_Allee,26.53692214215735,27.300871359700263,29.77554382695672,20.280157267348383,False
