dgp,sigma,rep,band_retained_h1,unc_retained_h1,m1_margin_ci_h1,band_retained_h5,unc_retained_h5,m1_margin_ci_h5,band_retained,unc_retained,hybrid_retained,mcs_h1_survivors,mcs_h1_eliminated,mcs_h1_true_in_set,mcs_h1_persist_in_set,mcs_h1_size
D1_M1_collapse,33.8,16,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-36.03627680396829, -4.019025207203906]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-21.943642125978553, 9.201179903856783]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M3_AR_residual', 'M2_stockflow_regimeC']",False,False,1
D1_M1_collapse,33.8,17,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-37.82811349593372, -17.50013656295182]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-20.993835999019193, 6.5256939013423]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M4_delayed_info', 'M3_AR_residual']",False,False,1
D1_M1_collapse,33.8,18,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-27.5613581026629, -5.782860107974604]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-21.40138122243443, -0.8810611399721641]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M2_stockflow_regimeC', 'M4_delayed_info']",False,False,1
D1_M1_collapse,33.8,19,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-15.308530017351135, -2.495167959860635]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-16.229569964700698, -3.984860844517498]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M3_AR_residual', 'M2_stockflow_regimeC']",False,False,1
D1_M1_collapse,33.8,20,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-24.771192486515126, -9.913731805827586]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-21.75266703638427, -9.186153044623637]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M4_delayed_info', 'M3_AR_residual']",False,False,1
D1_M1_collapse,33.8,21,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-26.932002812840178, -2.6052975640170084]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-19.41029027370452, -7.343632792714322]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'naive_persist', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee', 'M3_AR_residual']",False,False,1
D1_M1_collapse,33.8,22,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-30.532710933363834, 0.24574045487343893]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-17.21283503895817, 0.6077738859737004]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M2_stockflow_regimeC', 'M3_AR_residual']",False,False,1
D1_M1_collapse,33.8,23,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-25.3512636702493, -2.9839496425754257]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-26.857741910528258, -2.6884282061072375]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M1_autonomous_Schaefer', 'naive_persist', 'M4_delayed_info', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee']",False,False,1
D1_M1_collapse,33.8,24,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-27.355254166481604, -10.779657072250929]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-13.75241363177243, 5.319712087842579]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M4_delayed_info', 'M2_stockflow_regimeC']",False,False,1
D2_M1_recovery,11.8,0,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-22.58751026726493, -3.4371467323028275]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-78.50799913042191, 30.714665712340743]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'naive_persist', 'M4_delayed_info', 'M3_AR_residual']",False,False,1
D2_M1_recovery,11.8,1,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-12.120847075917254, 4.46868149307579]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-23.102603031339687, 146.63305034205786]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'M3_AR_residual', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee', 'naive_persist']",False,False,1
D2_M1_recovery,11.8,2,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-8.114835948645972, 3.8869460724881777]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-20.249649248957507, 7.161495204797605]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'M4_delayed_info', 'naive_persist', 'M3_AR_residual']",False,False,1
D2_M1_recovery,11.8,3,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-19.416600085113597, 2.5343434082260745]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-39.297132892141725, 84.81751108515296]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M1_autonomous_Schaefer', 'M4_delayed_info', 'M1b_autonomous_Allee', 'naive_persist', 'M3_AR_residual']",False,False,1
D2_M1_recovery,11.8,4,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-18.942549416549255, 1.9282516005076817]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-52.31238132046522, 120.23199741903461]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'M4_delayed_info', 'naive_persist', 'M2_stockflow_regimeC']",False,False,1
D2_M1_recovery,11.8,5,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-8.352249373492207, 0.5518786873554694]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-31.165149009406232, -2.770497335308862]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1b_autonomous_Allee'],"['M1_autonomous_Schaefer', 'M2_stockflow_regimeC', 'M3_AR_residual', 'M4_delayed_info', 'naive_persist']",False,False,1
D2_M1_recovery,11.8,6,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-11.566735476322187, 0.19225762514275202]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-27.54037999012106, 4.174412412330476]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee', 'M3_AR_residual', 'naive_persist']",False,False,1
D2_M1_recovery,11.8,7,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-15.973696304984482, -1.401698538227936]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-49.26447286384449, -4.801819053834583]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M1_autonomous_Schaefer', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee', 'naive_persist', 'M3_AR_residual']",False,False,1
D2_M1_recovery,11.8,8,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-12.15842880932404, -0.2237120174760167]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-31.589543067029734, -0.1716905267916128]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee', 'M4_delayed_info', 'M3_AR_residual']",False,False,1
D2_M1_recovery,11.8,9,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-21.17288391655929, -1.8699451751946872]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-54.28053536222765, -4.467446322371522]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'M4_delayed_info', 'naive_persist', 'M2_stockflow_regimeC']",False,False,1
