dgp,sigma,rep,band_retained_h1,unc_retained_h1,m1_margin_ci_h1,band_retained_h5,unc_retained_h5,m1_margin_ci_h5,band_retained,unc_retained,hybrid_retained,mcs_h1_survivors,mcs_h1_eliminated,mcs_h1_true_in_set,mcs_h1_persist_in_set,mcs_h1_size
D3_M2_stockflow,11.8,12,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-1.3212859291490502, 56.13100612758104]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[0.54781494351065, 84.09822687464005]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'M4_delayed_info', 'M1b_autonomous_Allee', 'naive_persist']",False,False,1
D3_M2_stockflow,11.8,13,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-2.0176883068324143, 16.865860044156424]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[0.3423967446874697, 104.68341151871832]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'M4_delayed_info', 'naive_persist']",False,False,1
D3_M2_stockflow,11.8,14,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-35.029690658493315, 14.074701309358876]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","[-40.44288208883159, 75.19196964045982]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['naive_persist', 'M1_autonomous_Schaefer', 'M2_stockflow_regimeC', 'M4_delayed_info', 'M1b_autonomous_Allee']",False,False,1
D3_M2_stockflow,11.8,15,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': True}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-6.789491893022845, 33.84866210046063]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","[-5.578051129203696, 26.825121255595914]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M4_delayed_info', 'M3_AR_residual', 'M1b_autonomous_Allee', 'M1_autonomous_Schaefer', 'naive_persist']",True,False,1
D3_M2_stockflow,11.8,16,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-0.46425466721189906, 45.68077825800804]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[0.6093254188304041, 91.51681629161966]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'M3_AR_residual', 'naive_persist', 'M1b_autonomous_Allee']",False,False,1
D3_M2_stockflow,11.8,17,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-5.223481146537061, 40.164027728720804]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-4.24279140968981, 27.580041164539868]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1_autonomous_Schaefer'],"['M3_AR_residual', 'M4_delayed_info', 'M1b_autonomous_Allee', 'naive_persist', 'M2_stockflow_regimeC']",False,False,1
D3_M2_stockflow,11.8,18,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-2.5451544475247965, 52.100510288809296]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","[-0.04380962019939857, 101.8484557406698]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M2_stockflow_regimeC', 'M3_AR_residual', 'M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'naive_persist']",False,False,1
D3_M2_stockflow,11.8,19,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","[-5.439477155527435, 22.67041799052026]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-3.4425851958197873, 25.142490451843425]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M3_AR_residual', 'M4_delayed_info', 'M1_autonomous_Schaefer', 'naive_persist', 'M1b_autonomous_Allee']",True,False,1
D3_M2_stockflow,11.8,20,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-2.6984774583631896, 47.04650373143861]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","[-4.5010783091014686, 18.39522296730336]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1b_autonomous_Allee'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'naive_persist', 'M3_AR_residual', 'M4_delayed_info']",False,False,1
D3_M2_stockflow,11.8,21,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': True}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-9.220105023461626, 41.17339392128003]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","[-10.092668366877998, 73.78720950563812]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M2_stockflow_regimeC'],"['M4_delayed_info', 'M3_AR_residual', 'M1b_autonomous_Allee', 'M1_autonomous_Schaefer', 'naive_persist']",True,False,1
D3_M2_stockflow,11.8,22,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-1.9151152003039797, 42.552048359226774]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-3.5478894076226606, 23.00452692213118]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'M3_AR_residual', 'naive_persist']",False,False,1
D3_M2_stockflow,11.8,23,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': True}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-3.3101867702094814, 44.68411173642127]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-6.891590621863547, 13.625583443360934]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1b_autonomous_Allee'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'naive_persist', 'M3_AR_residual', 'M4_delayed_info']",False,False,1
D3_M2_stockflow,11.8,24,"{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-3.5635311769206286, 44.49946237768464]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-0.3436050994985457, 28.275475591630745]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1b_autonomous_Allee'],"['M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'naive_persist', 'M3_AR_residual', 'M4_delayed_info']",False,False,1
D3_M2_stockflow,33.8,0,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-44.716949133617916, 8.787283843839807]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-85.35929037074412, 14.245048335528827]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M4_delayed_info'],"['naive_persist', 'M3_AR_residual', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee', 'M1_autonomous_Schaefer']",False,False,1
D3_M2_stockflow,33.8,1,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': True, 'M2_stockflow_regimeC': False, 'M3_AR_residual': True, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-37.84986922889368, 18.91500753770799]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-23.589717318836854, 90.32237029902046]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['naive_persist'],"['M1b_autonomous_Allee', 'M3_AR_residual', 'M2_stockflow_regimeC', 'M1_autonomous_Schaefer', 'M4_delayed_info']",False,True,1
D3_M2_stockflow,33.8,2,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-39.0378468814301, 4.364449047255898]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-43.48429255537992, 2.8718300367036083]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1_autonomous_Schaefer'],"['naive_persist', 'M1b_autonomous_Allee', 'M2_stockflow_regimeC', 'M4_delayed_info', 'M3_AR_residual']",False,False,1
D3_M2_stockflow,33.8,3,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-62.587695963495975, -15.660804391004856]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-71.26405550654769, -23.263522730657037]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['M1_autonomous_Schaefer', 'naive_persist', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee', 'M4_delayed_info']",False,False,1
D3_M2_stockflow,33.8,4,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-45.249870969661835, 6.008889893534632]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-64.10517590940732, 30.04920673143702]","{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M3_AR_residual'],"['naive_persist', 'M4_delayed_info', 'M1_autonomous_Schaefer', 'M1b_autonomous_Allee', 'M2_stockflow_regimeC']",False,False,1
D3_M2_stockflow,33.8,5,"{'M1_autonomous_Schaefer': True, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-35.99510876825271, 20.02943536565492]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","[-30.37392039331247, 34.86364087323137]","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': True, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}","{'M1_autonomous_Schaefer': False, 'M1b_autonomous_Allee': False, 'M2_stockflow_regimeC': False, 'M3_AR_residual': False, 'M4_delayed_info': False}",['M1_autonomous_Schaefer'],"['naive_persist', 'M4_delayed_info', 'M3_AR_residual', 'M2_stockflow_regimeC', 'M1b_autonomous_Allee']",False,False,1
