family,point_id,method,tau,T,N_ptp,N_min,N_max,Z_min,Z_max,E_min,E_max,residual,nyquist_rel,newton_ok,cont_step,n_fail,mu1_mod,mu1_re,mu1_im,mu2_mod,mu3_mod,mu_triv,align_triv,floquet_ok,wall_s
second_fold_upper,24,natural,140.90185019014135,150.78878473645136,1.3164101236043138,88.79438537284254,90.11079549644685,0.057822155127483184,0.08560928876980094,1.809424673153973,2.4889740762238994,2.213784711102562e-12,1.5147089445596222e-13,True,0.5,0,1.0196562188176495,1.0196562188176495,0.0,0.7245711233992026,0.7245711233992026,0.9999999394437485,0.9999999999999653,True,1.277
second_fold_upper,25,natural,140.40185019014135,150.33364121768,1.3477925205490209,88.77352139422248,90.1213139147715,0.05756523908651495,0.08615922010529045,1.803469987501095,2.50183285307349,3.2290836671222678e-12,1.26815448779507e-13,True,0.5,0,1.0208635257915148,1.0208635257915148,0.0,0.7225701855192307,0.7225701855192307,0.9999999392155602,0.9999999999999443,True,1.249
second_fold_upper,26,natural,139.90185019014135,149.8780661023642,1.37823154551333,88.7531300119424,90.13136155745573,0.05731641796586151,0.08670601216106386,1.797717078038881,2.51455355445013,2.5415225479719084e-12,2.0669819963540928e-14,True,0.5,0,1.0220866949929113,1.0220866949929113,0.0,0.7205346412873408,0.7205346412873408,0.999999925190578,0.9999999999999386,True,1.246
second_fold_upper,27,natural,139.40185019014135,149.42205284697218,1.4078009542850936,88.73317265800651,90.1409736122916,0.0570750292690926,0.0872504584285699,1.7921493044637649,2.5271531409886285,2.492561712585939e-12,4.04721300067796e-14,True,0.5,0,1.0233255335230178,1.0233255335230178,0.0,0.7184648529210959,0.7184648529210959,0.9999999381134644,0.9999999999999654,True,1.259
second_fold_upper,28,natural,138.90185019014135,148.965594853628,1.4365673660541631,88.71361419351636,90.15018155957053,0.05684047740461371,0.08779328767129277,1.7867517237758,2.539646865549218,2.020161815607935e-12,1.9830946983192062e-14,True,0.5,0,1.0245797267108216,1.0245797267108216,0.0,0.7163609343963941,0.7163609343963941,0.9999999271563902,0.999999999999953,True,1.274
second_fold_upper,29,natural,138.40185019014135,148.50868547614658,1.4645913557457675,88.69442235981194,90.1590137155577,0.056612223459248046,0.08833517412620727,1.7815108315784973,2.552048535470613,3.2587266218797595e-12,5.835394477105314e-14,True,0.5,0,1.0258490308477382,1.0258490308477382,0.0,0.7142232690608186,0.7142232690608186,0.9999999340761625,0.9999999999999629,True,1.216
second_fold_upper,30,natural,137.90185019014135,148.0513180262776,1.4919283399567433,88.67556733295149,90.16749567290823,0.05638977689919474,0.08887674577295332,1.7764143522564708,2.564370726208397,5.406119996109737e-12,7.63778545222408e-14,True,0.5,0,1.0271331658824487,1.0271331658824487,0.0,0.7120521865639807,0.7120521865639807,0.9999999551227553,0.9999999999999666,True,1.245
second_fold_upper,31,natural,137.40185019014135,147.59348578013507,1.5186293012516785,88.65702135917424,90.17565066042592,0.05617268877827852,0.08941859109390957,1.771451067372858,2.5766249569777475,2.387534614456399e-12,3.751611115314988e-14,True,0.5,0,1.0284317419046713,1.0284317419046713,0.0,0.7098478107635448,0.7098478107635448,0.9999999347608811,0.9999999999999496,True,1.217
second_fold_upper,32,natural,136.90185019014135,147.13518198475916,1.5447413845436841,88.63875845449203,90.18349983903572,0.055960546137436264,0.08996126464390518,1.7666106742701644,2.588821836387436,2.9833913117727207e-12,1.2908041262963204e-13,True,0.5,0,1.029744525442726,1.029744525442726,0.0,0.7076106828628655,0.7076106828628655,0.999999923763223,0.9999999999999422,True,1.198
second_fold_upper,33,natural,136.40185019014135,146.67639986477067,1.5704623471477674,88.62075415558671,90.19121650273448,0.05575296735510358,0.09050529167159704,1.7618836687789148,2.600971184120911,2.658318010162475e-12,9.06934902273549e-14,True,0.5,0,1.0310712062217304,1.0310712062217304,0.0,0.7053411820234058,0.7053411820234058,0.999999918382347,0.9999999999999404,True,1.235
