604	1	87	Q_tlw	1950	500.0	Reported
604	1	87	Q_tlw	1951	7400.0	Reported
604	1	87	Q_tlw	1952	15700.0	Reported
604	1	87	Q_tlw	1953	37200.0	Reported
604	1	87	Q_tlw	1954	43100.0	Reported
604	1	87	Q_tlw	1955	58800.0	Reported
604	1	87	Q_tlw	1956	118900.0	Reported
604	1	87	Q_tlw	1957	325900.0	Reported
604	1	87	Q_tlw	1958	739100.0	Reported
604	1	87	Q_tlw	1959	1946800.0	Reported
604	1	87	Q_tlw	1960	3313100.0	Reported
604	1	87	Q_tlw	1961	5010900.0	Reported
604	1	87	Q_tlw	1962	6691500.0	Reported
604	1	87	Q_tlw	1963	6634800.0	Reported
604	1	87	Q_tlw	1964	8863400.0	Reported
604	1	87	Q_tlw	1965	7242400.0	Reported
604	1	87	Q_tlw	1966	8529800.0	Reported
604	1	87	Q_tlw	1967	9824600.0	Reported
604	1	87	Q_tlw	1968	10262700.0	Reported
604	1	87	Q_tlw	1969	8960500.0	Reported
604	1	87	Q_tlw	1970	12277000.0	Reported
604	1	87	Q_tlw	1971	10276800.0	Reported
604	1	87	Q_tlw	1972	4447400.0	Reported
604	1	87	Q_tlw	1973	1513000.0	Reported
604	1	87	Q_tlw	1974	3583476.0	Reported
604	1	87	Q_tlw	1975	3078810.0	Reported
604	1	87	Q_tlw	1976	3863050.0	Reported
604	1	87	Q_tlw	1977	792106.0	Reported
604	1	87	Q_tlw	1978	1187041.0	Reported
604	1	87	Q_tlw	1979	1362763.0	Reported
604	1	87	Q_tlw	1980	720124.0	Reported
604	1	87	Q_tlw	1981	1225168.0	Reported
604	1	87	Q_tlw	1982	1720437.0	Reported
604	1	87	Q_tlw	1983	118441.0	Reported
604	1	87	Q_tlw	1984	22988.0	Reported
604	1	87	Q_tlw	1985	844255.0	Reported
604	1	87	Q_tlw	1986	3481869.0	Reported
604	1	87	Q_tlw	1987	1764635.0	Reported
604	1	87	Q_tlw	1988	2701369.0	Reported
604	1	87	Q_tlw	1989	3720173.0	Reported
604	1	87	Q_tlw	1990	2926408.0	Reported
604	1	87	Q_tlw	1991	3080992.0	Reported
604	1	87	Q_tlw	1992	4869966.0	Reported
604	1	87	Q_tlw	1993	7009534.0	Reported
604	1	87	Q_tlw	1994	9800223.0	Reported
604	1	87	Q_tlw	1995	6558108.0	Reported
604	1	87	Q_tlw	1996	7463147.0	Reported
604	1	87	Q_tlw	1997	5927599.0	Reported
604	1	87	Q_tlw	1998	1206322.0	Reported
604	1	87	Q_tlw	1999	6740225.0	Reported
604	1	87	Q_tlw	2000	9575717.0	Reported
604	1	87	Q_tlw	2001	6358217.0	Reported
604	1	87	Q_tlw	2002	8104729.0	Reported
604	1	87	Q_tlw	2003	5347187.0	Reported
604	1	87	Q_tlw	2004	8808494.0	Reported
604	1	87	Q_tlw	2005	8655461.0	Reported
604	1	87	Q_tlw	2006	5935302.0	Reported
604	1	87	Q_tlw	2007	6159802.0	Reported
604	1	87	Q_tlw	2008	6257981.0	Reported
604	1	87	Q_tlw	2009	5935165.0	Reported
604	1	87	Q_tlw	2010	3450609.0	Reported
604	1	87	Q_tlw	2011	7125244.0	Reported
604	1	87	Q_tlw	2012	3776880.0	Reported
604	1	87	Q_tlw	2013	4870630.0	Reported
604	1	87	Q_tlw	2014	2322129.0	Reported
604	1	87	Q_tlw	2015	3769920.0	Reported
604	1	87	Q_tlw	2016	2855040.0	Reported
604	1	87	Q_tlw	2017	3297049.0	Reported
604	1	87	Q_tlw	2018	6194843.0	Reported
604	1	87	Q_tlw	2019	3504609.809	Reported
604	1	87	Q_tlw	2020	4394231.962	Reported
604	1	87	Q_tlw	2021	5269216.352	Reported
604	1	87	Q_tlw	2022	4118122.44	Reported
604	1	87	Q_tlw	2023	2047731.884	Reported
604	1	87	Q_tlw	2024	4731954.939	Reported
