n_train_transitions,train_max_SSB,residual_mean,residual_sd,residual_min,residual_q05,residual_q10,residual_max,residual_lag1_acf,residual_1992
24,940.75,-20.44,134.96,-460.03,-318.76,-114.85,179.76,0.652,-460.03
