spec,train,LRP,r,K,pinned,MSE_kt2,g_max,g_lrp,Fp_lrp,constructive_own_q10,e_min,e_q05,e_q10
xteNCAM,1954-2007,276.0,0.5023,4812.88,False,18028.3,604.4,130.68,1.4447,-48.03,-470.8,-269.5,-178.7
