stockid,SSB_now,F_now,B_lim,ADH,lastyear
TREVALLYTRE7,11500.0,0.0938,4460.0,10.098062572891598,2014
TURBLKGSA29,1010.0,1.4,2180.0,0.0,2014
TURIV,1.37,0.763,0.386,1.6601948222245604,2016
VSNAPGM,228000000000000.0,0.239,130200000000000.0,2.3442422559831457,2014
VSNAPSATLC,5860000000000.0,0.577,4860000000000.0,0.3242827828015924,2011
WANGLGSA1-7,391.0,0.45,78.2,3.5765286942980006,2015
WANGLVII-VIIIabd,59800.0,0.281,11960.0,5.727537054925623,2018
WANGLVIIIc-IXa,11800.0,0.126,2360.0,12.773316765350003,2018
WAREHOUESE,673.0,0.0429,2720.0,0.0,2008
WAREHOUWSE,525.0,0.312,828.0,0.0,2008
WHAKE4T,4120.0,0.0351,12800.0,0.0,2013
WHAKEGBGOM,28600.0,0.076,7680.0,17.29983119297666,2014
WHITMEDGSA29,12000.0,1.08,4440.0,0.9206039567998766,2014
WHITNS-VIId,181000.0,0.218,78400.0,3.837950017933319,2018
WHITVIIa,1430.0,0.567,8620.0,0.0,2017
WHITVIIek,58300.0,0.43,17380.0,2.8146092407423273,2017
WHITVIa,17000.0,0.0521,26800.0,0.0,2017
WINFLOUN4T,49500.0,0.0197,43600.0,6.442412143129742,2012
WINFLOUN5Z,2880.0,0.778,3480.0,0.0,2014
WINFLOUNSNEMATL,7080.0,0.16,4020.0,3.537450031716867,2010
WITFLOUN5Y,2080.0,0.687,3380.0,0.0,2014
WPOLLAI,70200.0,0.012,59000.0,14.484238927170491,2015
WPOLLEBS,2950000.0,0.207,850000.0,6.0112275355048475,2014
WPOLLGA,251000.0,0.243,92200.0,4.121369582589447,2015
WPOLLNAVAR,1910000.0,0.21,468000.0,6.697096310109661,2013
WPOLLNSO,5410000.0,0.161,1682000.0,7.256307647873502,2014
WROCKPCOAST,60600.0,0.0572,18460.0,20.78127034966019,2015
WSHRIMPGM,278000.0,1.58,135400.0,0.4553087045648496,2014
YEGROUPGM,4000.0,0.068,2660.0,5.999532916562983,2009
YELL3LNO,162000.0,0.126,48400.0,9.588067631030144,2014
YELLCCODGOM,857.0,0.64,526.0,0.7627136029063593,2014
YELLGB,9530.0,0.29,4440.0,2.6337597973171634,2007
YELLSNEMATL,243.0,3.53,4200.0,0.0,2014
YEYEROCKPCOAST,241000000.0,0.129,206000000.0,1.2164400364424328,2015
YFINCWPAC,1210000.0,0.529,1044000.0,0.2789430437584173,2015
YFINEPAC,3360000.0,0.916,1780000.0,0.6935890935274224,2016
YNOSESKACSCH,1020.0,0.00329,528.0,200.14031081217485,2014
YNOSESKASCH,341.0,0.00695,1530.0,0.0,2014
YSOLEBSAI,697000.0,0.0881,212000.0,13.509638321095474,2015
YTROCKNPCOAST,16900.0,0.182,5680.0,5.991002138439384,2005
