tag,origin,horizon,model,obs,pred,I_used,b,sqerr,abserr,log_sqerr
xteNCAM,1999,1,M_cap_index,34.0,44.807245398395814,216.0,0.36246955650180634,116.7965531011475,10.807245398395814,0.07618114989984925
xteNCAM,1999,5,M_cap_index,21.0,151.42009316411227,216.0,0.36246955650180634,17009.400700935726,130.42009316411227,3.9027409472515684
xteNCAM,2000,1,M_cap_index,31.0,39.16409051107483,125.0,0.3627990030832521,66.65237387302211,8.164090511074832,0.054649845490482234
xteNCAM,2000,5,M_cap_index,26.0,114.77192409223359,125.0,0.3627990030832521,7880.454507037282,88.77192409223359,2.2047805687162714
xteNCAM,2001,1,M_cap_index,25.0,37.95430716951983,129.0,0.3632492661070363,167.81407424227285,12.95430716951983,0.17431223569569002
xteNCAM,2001,5,M_cap_index,41.0,118.04004916346386,129.0,0.3632492661070363,5935.169175108929,77.04004916346386,1.1182045205358855
xteNCAM,2002,1,M_cap_index,23.0,31.76909563503557,84.0,0.3636746808803993,76.89703825639987,8.769095635035569,0.1043288487989516
xteNCAM,2002,5,M_cap_index,83.0,81.59613260066602,84.0,0.3636746808803993,1.9708436749127403,1.4038673993339756,0.0002910006632484726
xteNCAM,2003,1,M_cap_index,21.0,30.186272244291075,108.0,0.36386965267990157,84.38759774623259,9.186272244291075,0.1316708789476349
xteNCAM,2003,5,M_cap_index,117.0,80.11709617810675,108.0,0.36386965267990157,1360.3485943350279,36.88290382189325,0.14340207782787762
xteNCAM,2004,1,M_cap_index,26.0,27.22041580024813,125.0,0.36414768692652855,1.4894147254952836,1.22041580024813,0.002104124295218862
xteNCAM,2004,5,M_cap_index,99.0,71.4650524168336,125.0,0.36414768692652855,758.1733384077212,27.5349475831664,0.10621817371570517
xteNCAM,2005,1,M_cap_index,41.0,31.810691260099546,98.0,0.3642080596566852,84.44339511721087,9.189308739900454,0.06439902524940594
xteNCAM,2005,5,M_cap_index,91.0,77.20976987270737,98.0,0.3642080596566852,190.17044696368933,13.79023012729263,0.027005500779463436
xteNCAM,2006,1,M_cap_index,83.0,51.303836605075965,98.0,0.3639247419958456,1004.6467739577223,31.696163394924035,0.2314332237385054
xteNCAM,2006,5,M_cap_index,90.0,131.24950237629588,98.0,0.3639247419958456,1701.5214462920394,41.24950237629588,0.1423480759007776
xteNCAM,2007,1,M_cap_index,117.0,118.34690189422464,300.0,0.3621677392341227,1.814144712665933,1.3469018942246436,0.00013101602854321474
xteNCAM,2007,5,M_cap_index,112.0,433.95853828856707,300.0,0.3621677392341227,103657.3003769107,321.95853828856707,1.834535139336415
xteNCAM,2008,1,M_cap_index,99.0,164.01187138183207,263.0,0.36232564990310173,4226.543420567875,65.01187138183207,0.2548421839347869
xteNCAM,2008,5,M_cap_index,167.0,523.851972844264,263.0,0.36232564990310173,127343.3305228433,356.85197284426397,1.3069413077195582
xteNCAM,2009,1,M_cap_index,91.0,137.8282653398902,262.0,0.3702731123089927,2192.8864347431627,46.82826533989021,0.17234865035865052
xteNCAM,2009,5,M_cap_index,238.0,445.61078246137254,262.0,0.3702731123089927,43102.23699422335,207.61078246137254,0.3933487468898167
xteNCAM,2010,1,M_cap_index,90.0,102.46933593571931,23.0,0.37513529806201984,155.48433867782109,12.469335935719315,0.01683608024523946
xteNCAM,2010,5,M_cap_index,273.0,164.4131241986808,23.0,0.37513529806201984,11791.10959629112,108.5868758013192,0.2571397456525147
xteNCAM,2011,1,M_cap_index,112.0,120.58862597702533,210.0,0.3765429422575475,73.7644961732343,8.58862597702533,0.005459155268623123
xteNCAM,2011,5,M_cap_index,339.0,354.21932533271683,210.0,0.3765429422575475,231.6278635830764,15.219325332716835,0.0019286306014279124
xteNCAM,2012,1,M_cap_index,167.0,148.91965168489688,206.0,0.3774186043643597,326.89899519545236,18.080348315103123,0.01313015819155218
xteNCAM,2012,5,M_cap_index,451.0,408.52617618510044,206.0,0.3774186043643597,1804.025709459129,42.47382381489956,0.00978345485557671
xteNCAM,2013,1,M_cap_index,238.0,257.8139621918666,763.0,0.3753236903338472,392.5930977407194,19.813962191866608,0.006394812951186189
xteNCAM,2013,5,M_cap_index,369.0,843.5307297032821,763.0,0.3753236903338472,225179.41343272934,474.5307297032821,0.6835977248464761
xteNCAM,2014,1,M_cap_index,273.0,373.42164079503476,1060.084,0.37639329967064533,10084.50593996699,100.42164079503476,0.09811703621396804
xteNCAM,2014,5,M_cap_index,400.0,966.7144250698343,1060.084,0.37639329967064533,321165.23958223284,566.7144250698343,0.7786978549250182
xteNCAM,2015,1,M_cap_index,339.0,367.95926388482746,474.504,0.3764648692247414,838.6389647510723,28.959263884827465,0.006719429882968004
xteNCAM,2015,5,M_cap_index,414.0,836.816105102291,474.504,0.3764648692247414,178773.45873387158,422.816105102291,0.4952476868785579
xteNCAM,2016,1,M_cap_index,451.0,442.7484616723041,474.504,0.3823324533822953,68.08788477343487,8.251538327695926,0.0003409760688692558
xteNCAM,2016,5,M_cap_index,423.0,888.4865358151351,474.504,0.3823324533822953,216677.71502517504,465.4865358151351,0.5507826365618037
xteNCAM,2017,1,M_cap_index,369.0,522.9429472394253,134.485,0.3812712609166907,23698.431004760474,153.94294723942528,0.1215747623044197
xteNCAM,2017,5,M_cap_index,462.0,792.9028898073885,134.485,0.3812712609166907,109496.72248288072,330.90288980738853,0.29174675135765643
xteNCAM,2018,1,M_cap_index,400.0,448.5960327925757,289.043,0.43196048653773067,2361.5744031770955,48.59603279257573,0.013146510029913294
xteNCAM,2018,5,M_cap_index,425.0,780.1396461343018,289.043,0.43196048653773067,126124.16825639707,355.13964613430176,0.36891504192160446
xteNCAM,2019,1,M_cap_index,414.0,478.8272717174475,283.737,0.4441132369528472,4202.575158327769,64.8272717174475,0.021162672081046965
xteNCAM,2019,5,M_cap_index,342.0,788.8512377219365,283.737,0.4441132369528472,199676.02865362662,446.8512377219365,0.6985065128233495
xteNCAM,2020,1,M_cap_index,423.0,489.0290595447212,283.737,0.4603028533465338,4359.836704360335,66.02905954472118,0.02103942566265641
xteNCAM,2021,1,M_cap_index,462.0,493.0868195532318,283.737,0.4768570803910455,966.3903499351953,31.086819553231805,0.004240662852910324
xteNCAM,2022,1,M_cap_index,425.0,531.7074602815529,283.737,0.48474628688204635,11386.482079739195,106.70746028155293,0.050177918571747276
xteNCAM,2023,1,M_cap_index,342.0,486.48613805947485,331.3,0.3488446149125952,20876.24409134163,144.48613805947485,0.12418411849812841
