n_train_transitions,train_max_SSB,residual_mean,residual_sd,residual_min,residual_q05,residual_q10,residual_max,residual_lag1_acf,residual_1992
24,940.75,-10.88,114.91,-328.97,-287.36,-80.87,206.55,0.554,-328.97
