catch,origin,horizon,model,obs,pred,below_lrp_obs,below_lrp_pred,sqerr,abserr,log_sqerr
regime,2004,1,M2_stockflow_regimeC,34.857993669947085,60.15353209090881,1,1,639.8642640063508,25.295538420961726,0.2976986500779308
regime,2004,5,M2_stockflow_regimeC,99.77404332129964,510.1484644370273,1,1,168407.1655060686,410.37442111572767,2.6627507693246613
regime,2004,1,M3_AR_residual,34.857993669947085,61.40905493905174,1,1,704.9588545157494,26.551061269104657,0.32066716537066103
regime,2004,5,M3_AR_residual,99.77404332129964,518.0664068006124,1,1,174968.50134510951,418.29236347931277,2.713252586855648
regime,2004,1,M4_delayed_info,34.857993669947085,69.43316412196906,1,1,1195.4424117863732,34.57517045202197,0.4748341929908822
regime,2004,5,M4_delayed_info,99.77404332129964,576.8608830400073,1,1,227611.8526327838,477.0868397187076,3.0789477733910773
regime,2005,1,M1_autonomous_Schaefer,47.17543890015331,0.001,1,1,2225.427685544298,47.17443890015331,115.81265171390196
regime,2005,5,M1_autonomous_Schaefer,79.45727214282182,0.001,1,1,6313.299182834162,79.45627214282182,127.30551805460648
regime,2005,1,M1b_autonomous_Allee,47.17543890015331,0.001,1,1,2225.427685544298,47.17443890015331,115.81265171390196
regime,2005,5,M1b_autonomous_Allee,79.45727214282182,0.001,1,1,6313.299182834162,79.45627214282182,127.30551805460648
regime,2005,1,M2_stockflow_regimeC,47.17543890015331,58.627598825311765,1,1,131.1519669514053,11.452159925158455,0.04723326801175477
regime,2005,5,M2_stockflow_regimeC,79.45727214282182,497.64682990240954,1,1,174882.50621915955,418.18955775958773,3.3660185173521855
regime,2005,1,M3_AR_residual,47.17543890015331,66.36135332906765,1,1,368.0993124736236,19.185914428914344,0.11644573674628692
regime,2005,5,M3_AR_residual,79.45727214282182,545.8316077645488,1,1,217505.02092660728,466.374335621727,3.713680098578583
regime,2005,1,M4_delayed_info,47.17543890015331,115.15603611111524,1,1,4621.361597159045,67.98059721096193,0.796403906769057
regime,2005,5,M4_delayed_info,79.45727214282182,839.694530059114,1,1,577960.6883240829,760.2372579162922,5.559309263284422
regime,2006,1,M1_autonomous_Schaefer,73.00090549428812,0.001,1,1,5328.986202174996,72.99990549428811,125.40029072259172
regime,2006,5,M1_autonomous_Schaefer,60.65438009989615,0.001,1,1,3678.832517542479,60.653380099896154,121.28500451138635
regime,2006,1,M1b_autonomous_Allee,73.00090549428812,0.001,1,1,5328.986202174996,72.99990549428811,125.40029072259172
regime,2006,5,M1b_autonomous_Allee,60.65438009989615,0.001,1,1,3678.832517542479,60.653380099896154,121.28500451138635
regime,2006,1,M2_stockflow_regimeC,73.00090549428812,80.74510933867623,1,1,59.97269318343559,7.74420384438811,0.010165791472405613
regime,2006,5,M2_stockflow_regimeC,60.65438009989615,648.9756014987618,1,1,346121.85954825307,588.3212213988656,5.617863540801475
regime,2006,1,M3_AR_residual,73.00090549428812,84.2466057691268,1,1,126.46577467150682,11.245700274838683,0.020528137030132787
regime,2006,5,M3_AR_residual,60.65438009989615,667.4558392056956,1,1,368208.01077292726,606.8014591057995,5.7517535657631695
regime,2006,1,M4_delayed_info,73.00090549428812,106.27415702963218,1,1,1107.1092677342758,33.27325153534406,0.14103802568057555
regime,2006,5,M4_delayed_info,60.65438009989615,794.4521621088031,1,1,538459.1848811914,733.797782008907,6.6175551889172555
regime,2007,1,M1_autonomous_Schaefer,80.56745017556007,9.173219574684097,1,1,5097.136163091055,71.39423060087597,4.72108765477237
regime,2007,5,M1_autonomous_Schaefer,95.37723653627418,0.001,1,1,9096.62649582332,95.37623653627418,131.45987370837724
regime,2007,1,M1b_autonomous_Allee,80.56745017556007,0.001,1,1,6490.9528938910025,80.56645017556006,127.61881998919883
regime,2007,5,M1b_autonomous_Allee,95.37723653627418,0.001,1,1,9096.62649582332,95.37623653627418,131.45987370837724
regime,2007,1,M2_stockflow_regimeC,80.56745017556007,126.54304266820236,1,1,2113.7551050495063,45.97559249264229,0.2038412196155324
regime,2007,5,M2_stockflow_regimeC,95.37723653627418,888.3980383308324,1,0,628881.992078884,793.0208017945582,4.979949049472455
regime,2007,1,M3_AR_residual,80.56745017556007,128.9092843671979,1,1,2336.9329330118044,48.34183419163783,0.2209133585940883
regime,2007,5,M3_AR_residual,95.37723653627418,897.0181501124255,1,0,642628.1543192065,801.6409135761513,5.023139510735188
regime,2007,1,M4_delayed_info,80.56745017556007,143.5045301049818,1,1,3961.0760300424195,62.93707992942173,0.33324282275439676
regime,2007,5,M4_delayed_info,95.37723653627418,957.4071499180491,1,0,743095.5715649903,862.0299133817749,5.319429323226732
regime,2008,1,M1_autonomous_Schaefer,99.77404332129964,22.61635524070411,1,1,5953.308829942474,77.15768808059553,2.2029527478835527
regime,2008,5,M1_autonomous_Schaefer,185.68768211265518,0.001,1,1,34479.54391400626,185.68668211265518,147.18109079577377
regime,2008,1,M1b_autonomous_Allee,99.77404332129964,0.001,1,1,9954.660173593935,99.77304332129964,132.4953705615856
regime,2008,5,M1b_autonomous_Allee,185.68768211265518,0.001,1,1,34479.54391400626,185.68668211265518,147.18109079577377
regime,2008,1,M2_stockflow_regimeC,99.77404332129964,139.49560129926127,1,1,1577.8021681965668,39.72155797796162,0.11230876986857324
regime,2008,5,M2_stockflow_regimeC,185.68768211265518,936.2528012606924,1,0,563347.9980817073,750.5651191480372,2.6173395879051267
regime,2008,1,M3_AR_residual,99.77404332129964,153.58760301783502,1,1,2895.899207212577,53.81355969653538,0.1860740769445847
