stockid,n,freq_cyc_per_yr,power_norm
ANCHMEDGSA17-18,48,0.04132542,0.0059997061
ANCHMEDGSA17-18,48,0.04165188,0.0057318954
ANCHMEDGSA17-18,48,0.04197834,0.0054602448
ANCHMEDGSA17-18,48,0.04230480,0.0051855996
ANCHMEDGSA17-18,48,0.04263126,0.0049089165
ANCHMEDGSA17-18,48,0.04295772,0.0046312556
ANCHMEDGSA17-18,48,0.04328418,0.0043537695
ANCHMEDGSA17-18,48,0.04361063,0.0040776892
ANCHMEDGSA17-18,48,0.04393709,0.0038043066
ANCHMEDGSA17-18,48,0.04426355,0.0035349556
ANCHMEDGSA17-18,48,0.04459001,0.0032709893
ANCHMEDGSA17-18,48,0.04491647,0.0030137565
ANCHMEDGSA17-18,48,0.04524293,0.0027645774
ANCHMEDGSA17-18,48,0.04556939,0.0025247184
ANCHMEDGSA17-18,48,0.04589585,0.0022953682
ANCHMEDGSA17-18,48,0.04622230,0.0020776151
ANCHMEDGSA17-18,48,0.04654876,0.0018724272
ANCHMEDGSA17-18,48,0.04687522,0.0016806356
ANCHMEDGSA17-18,48,0.04720168,0.0015029212
ANCHMEDGSA17-18,48,0.04752814,0.0013398063
ANCHMEDGSA17-18,48,0.04785460,0.0011916501
ANCHMEDGSA17-18,48,0.04818106,0.0010586494
ANCHMEDGSA17-18,48,0.04850752,0.0009408426
ANCHMEDGSA17-18,48,0.04883397,0.0008381188
ANCHMEDGSA17-18,48,0.04916043,0.0007502296
ANCHMEDGSA17-18,48,0.04948689,0.0006768031
ANCHMEDGSA17-18,48,0.04981335,0.0006173612
ANCHMEDGSA17-18,48,0.05013981,0.0005713373
ANCHMEDGSA17-18,48,0.05046627,0.0005380941
ANCHMEDGSA17-18,48,0.05079273,0.0005169425
ANCHMEDGSA17-18,48,0.05111919,0.0005071587
ANCHMEDGSA17-18,48,0.05144564,0.0005080003
ANCHMEDGSA17-18,48,0.05177210,0.0005187210
ANCHMEDGSA17-18,48,0.05209856,0.0005385829
ANCHMEDGSA17-18,48,0.05242502,0.0005668671
ANCHMEDGSA17-18,48,0.05275148,0.0006028820
ANCHMEDGSA17-18,48,0.05307794,0.0006459685
ANCHMEDGSA17-18,48,0.05340440,0.0006955045
ANCHMEDGSA17-18,48,0.05373086,0.0007509059
ANCHMEDGSA17-18,48,0.05405731,0.0008116263
ANCHMEDGSA17-18,48,0.05438377,0.0008771553
ANCHMEDGSA17-18,48,0.05471023,0.0009470152
ANCHMEDGSA17-18,48,0.05503669,0.0010207558
ANCHMEDGSA17-18,48,0.05536315,0.0010979499
ANCHMEDGSA17-18,48,0.05568961,0.0011781867
ANCHMEDGSA17-18,48,0.05601607,0.0012610663
ANCHMEDGSA17-18,48,0.05634253,0.0013461934
ANCHMEDGSA17-18,48,0.05666898,0.0014331717
ANCHMEDGSA17-18,48,0.05699544,0.0015215991
ANCHMEDGSA17-18,48,0.05732190,0.0016110630
ANCHMEDGSA17-18,48,0.05764836,0.0017011376
ANCHMEDGSA17-18,48,0.05797482,0.0017913817
ANCHMEDGSA17-18,48,0.05830128,0.0018813371
ANCHMEDGSA17-18,48,0.05862774,0.0019705299
ANCHMEDGSA17-18,48,0.05895420,0.0020584708
ANCHMEDGSA17-18,48,0.05928066,0.0021446584
ANCHMEDGSA17-18,48,0.05960711,0.0022285827
ANCHMEDGSA17-18,48,0.05993357,0.0023097290
ANCHMEDGSA17-18,48,0.06026003,0.0023875841
ANCHMEDGSA17-18,48,0.06058649,0.0024616416
ANCHMEDGSA17-18,48,0.06091295,0.0025314088
ANCHMEDGSA17-18,48,0.06123941,0.0025964133
ANCHMEDGSA17-18,48,0.06156587,0.0026562100
ANCHMEDGSA17-18,48,0.06189233,0.0027103886
ANCHMEDGSA17-18,48,0.06221878,0.0027585798
ANCHMEDGSA17-18,48,0.06254524,0.0028004629
ANCHMEDGSA17-18,48,0.06287170,0.0028357712
ANCHMEDGSA17-18,48,0.06319816,0.0028642979
ANCHMEDGSA17-18,48,0.06352462,0.0028859010
ANCHMEDGSA17-18,48,0.06385108,0.0029005068
ANCHMEDGSA17-18,48,0.06417754,0.0029081131
ANCHMEDGSA17-18,48,0.06450400,0.0029087902
ANCHMEDGSA17-18,48,0.06483045,0.0029026814
ANCHMEDGSA17-18,48,0.06515691,0.0028900014
ANCHMEDGSA17-18,48,0.06548337,0.0028710338
ANCHMEDGSA17-18,48,0.06580983,0.0028461261
ANCHMEDGSA17-18,48,0.06613629,0.0028156849
ANCHMEDGSA17-18,48,0.06646275,0.0027801677
ANCHMEDGSA17-18,48,0.06678921,0.0027400755
ANCHMEDGSA17-18,48,0.06711567,0.0026959428
ANCHMEDGSA17-18,48,0.06744212,0.0026483278
ANCHMEDGSA17-18,48,0.06776858,0.0025978019
ANCHMEDGSA17-18,48,0.06809504,0.0025449391
ANCHMEDGSA17-18,48,0.06842150,0.0024903056
ANCHMEDGSA17-18,48,0.06874796,0.0024344495
ANCHMEDGSA17-18,48,0.06907442,0.0023778921
ANCHMEDGSA17-18,48,0.06940088,0.0023211192
ANCHMEDGSA17-18,48,0.06972734,0.0022645749
ANCHMEDGSA17-18,48,0.07005379,0.0022086555
ANCHMEDGSA17-18,48,0.07038025,0.0021537061
ANCHMEDGSA17-18,48,0.07070671,0.0021000175
ANCHMEDGSA17-18,48,0.07103317,0.0020478258
ANCHMEDGSA17-18,48,0.07135963,0.0019973130
ANCHMEDGSA17-18,48,0.07168609,0.0019486085
ANCHMEDGSA17-18,48,0.07201255,0.0019017925
ANCHMEDGSA17-18,48,0.07233901,0.0018569003
ANCHMEDGSA17-18,48,0.07266546,0.0018139270
ANCHMEDGSA17-18,48,0.07299192,0.0017728331
ANCHMEDGSA17-18,48,0.07331838,0.0017335509
ANCHMEDGSA17-18,48,0.07364484,0.0016959901
ANCHMEDGSA17-18,48,0.07397130,0.0016600449
ANCHMEDGSA17-18,48,0.07429776,0.0016255990
ANCHMEDGSA17-18,48,0.07462422,0.0015925321
ANCHMEDGSA17-18,48,0.07495068,0.0015607247
ANCHMEDGSA17-18,48,0.07527714,0.0015300626
ANCHMEDGSA17-18,48,0.07560359,0.0015004407
ANCHMEDGSA17-18,48,0.07593005,0.0014717659
ANCHMEDGSA17-18,48,0.07625651,0.0014439591
ANCHMEDGSA17-18,48,0.07658297,0.0014169565
ANCHMEDGSA17-18,48,0.07690943,0.0013907094
ANCHMEDGSA17-18,48,0.07723589,0.0013651842
ANCHMEDGSA17-18,48,0.07756235,0.0013403606
ANCHMEDGSA17-18,48,0.07788881,0.0013162296
ANCHMEDGSA17-18,48,0.07821526,0.0012927912
ANCHMEDGSA17-18,48,0.07854172,0.0012700512
ANCHMEDGSA17-18,48,0.07886818,0.0012480177
ANCHMEDGSA17-18,48,0.07919464,0.0012266984
ANCHMEDGSA17-18,48,0.07952110,0.0012060964
ANCHMEDGSA17-18,48,0.07984756,0.0011862079
ANCHMEDGSA17-18,48,0.08017402,0.0011670187
ANCHMEDGSA17-18,48,0.08050048,0.0011485021
ANCHMEDGSA17-18,48,0.08082693,0.0011306172
ANCHMEDGSA17-18,48,0.08115339,0.0011133074
ANCHMEDGSA17-18,48,0.08147985,0.0010964996
ANCHMEDGSA17-18,48,0.08180631,0.0010801050
ANCHMEDGSA17-18,48,0.08213277,0.0010640188
ANCHMEDGSA17-18,48,0.08245923,0.0010481226
ANCHMEDGSA17-18,48,0.08278569,0.0010322858
ANCHMEDGSA17-18,48,0.08311215,0.0010163681
ANCHMEDGSA17-18,48,0.08343860,0.0010002229
ANCHMEDGSA17-18,48,0.08376506,0.0009837003
ANCHMEDGSA17-18,48,0.08409152,0.0009666510
ANCHMEDGSA17-18,48,0.08441798,0.0009489299
ANCHMEDGSA17-18,48,0.08474444,0.0009303999
ANCHMEDGSA17-18,48,0.08507090,0.0009109360
ANCHMEDGSA17-18,48,0.08539736,0.0008904285
ANCHMEDGSA17-18,48,0.08572382,0.0008687863
ANCHMEDGSA17-18,48,0.08605027,0.0008459400
ANCHMEDGSA17-18,48,0.08637673,0.0008218440
ANCHMEDGSA17-18,48,0.08670319,0.0007964786
ANCHMEDGSA17-18,48,0.08702965,0.0007698507
ANCHMEDGSA17-18,48,0.08735611,0.0007419946
ANCHMEDGSA17-18,48,0.08768257,0.0007129718
ANCHMEDGSA17-18,48,0.08800903,0.0006828699
ANCHMEDGSA17-18,48,0.08833549,0.0006518013
ANCHMEDGSA17-18,48,0.08866194,0.0006199012
ANCHMEDGSA17-18,48,0.08898840,0.0005873246
ANCHMEDGSA17-18,48,0.08931486,0.0005542435
ANCHMEDGSA17-18,48,0.08964132,0.0005208438
ANCHMEDGSA17-18,48,0.08996778,0.0004873211
ANCHMEDGSA17-18,48,0.09029424,0.0004538777
ANCHMEDGSA17-18,48,0.09062070,0.0004207186
ANCHMEDGSA17-18,48,0.09094716,0.0003880483
ANCHMEDGSA17-18,48,0.09127362,0.0003560669
ANCHMEDGSA17-18,48,0.09160007,0.0003249680
ANCHMEDGSA17-18,48,0.09192653,0.0002949353
ANCHMEDGSA17-18,48,0.09225299,0.0002661409
ANCHMEDGSA17-18,48,0.09257945,0.0002387434
ANCHMEDGSA17-18,48,0.09290591,0.0002128863
ANCHMEDGSA17-18,48,0.09323237,0.0001886977
ANCHMEDGSA17-18,48,0.09355883,0.0001662894
ANCHMEDGSA17-18,48,0.09388529,0.0001457570
ANCHMEDGSA17-18,48,0.09421174,0.0001271802
ANCHMEDGSA17-18,48,0.09453820,0.0001106236
ANCHMEDGSA17-18,48,0.09486466,0.0000961371
ANCHMEDGSA17-18,48,0.09519112,0.0000837573
ANCHMEDGSA17-18,48,0.09551758,0.0000735088
ANCHMEDGSA17-18,48,0.09584404,0.0000654050
ANCHMEDGSA17-18,48,0.09617050,0.0000594495
ANCHMEDGSA17-18,48,0.09649696,0.0000556374
ANCHMEDGSA17-18,48,0.09682341,0.0000539565
ANCHMEDGSA17-18,48,0.09714987,0.0000543881
ANCHMEDGSA17-18,48,0.09747633,0.0000569077
ANCHMEDGSA17-18,48,0.09780279,0.0000614860
ANCHMEDGSA17-18,48,0.09812925,0.0000680892
ANCHMEDGSA17-18,48,0.09845571,0.0000766793
ANCHMEDGSA17-18,48,0.09878217,0.0000872142
ANCHMEDGSA17-18,48,0.09910863,0.0000996474
ANCHMEDGSA17-18,48,0.09943508,0.0001139278
ANCHMEDGSA17-18,48,0.09976154,0.0001299996
ANCHMEDGSA17-18,48,0.10008800,0.0001478014
ANCHMEDGSA17-18,48,0.10041446,0.0001672655
ANCHMEDGSA17-18,48,0.10074092,0.0001883176
ANCHMEDGSA17-18,48,0.10106738,0.0002108761
ANCHMEDGSA17-18,48,0.10139384,0.0002348510
ANCHMEDGSA17-18,48,0.10172030,0.0002601440
ANCHMEDGSA17-18,48,0.10204675,0.0002866476
ANCHMEDGSA17-18,48,0.10237321,0.0003142451
ANCHMEDGSA17-18,48,0.10269967,0.0003428100
ANCHMEDGSA17-18,48,0.10302613,0.0003722068
ANCHMEDGSA17-18,48,0.10335259,0.0004022906
ANCHMEDGSA17-18,48,0.10367905,0.0004329079
ANCHMEDGSA17-18,48,0.10400551,0.0004638972
ANCHMEDGSA17-18,48,0.10433197,0.0004950903
ANCHMEDGSA17-18,48,0.10465842,0.0005263130
ANCHMEDGSA17-18,48,0.10498488,0.0005573871
ANCHMEDGSA17-18,48,0.10531134,0.0005881313
ANCHMEDGSA17-18,48,0.10563780,0.0006183636
ANCHMEDGSA17-18,48,0.10596426,0.0006479030
ANCHMEDGSA17-18,48,0.10629072,0.0006765713
ANCHMEDGSA17-18,48,0.10661718,0.0007041954
ANCHMEDGSA17-18,48,0.10694364,0.0007306092
ANCHMEDGSA17-18,48,0.10727009,0.0007556556
ANCHMEDGSA17-18,48,0.10759655,0.0007791885
ANCHMEDGSA17-18,48,0.10792301,0.0008010744
ANCHMEDGSA17-18,48,0.10824947,0.0008211939
ANCHMEDGSA17-18,48,0.10857593,0.0008394432
ANCHMEDGSA17-18,48,0.10890239,0.0008557348
ANCHMEDGSA17-18,48,0.10922885,0.0008699982
ANCHMEDGSA17-18,48,0.10955531,0.0008821808
ANCHMEDGSA17-18,48,0.10988177,0.0008922471
ANCHMEDGSA17-18,48,0.11020822,0.0009001790
ANCHMEDGSA17-18,48,0.11053468,0.0009059751
ANCHMEDGSA17-18,48,0.11086114,0.0009096496
ANCHMEDGSA17-18,48,0.11118760,0.0009112315
ANCHMEDGSA17-18,48,0.11151406,0.0009107630
ANCHMEDGSA17-18,48,0.11184052,0.0009082981
ANCHMEDGSA17-18,48,0.11216698,0.0009039011
ANCHMEDGSA17-18,48,0.11249344,0.0008976450
ANCHMEDGSA17-18,48,0.11281989,0.0008896095
ANCHMEDGSA17-18,48,0.11314635,0.0008798800
ANCHMEDGSA17-18,48,0.11347281,0.0008685457
ANCHMEDGSA17-18,48,0.11379927,0.0008556982
ANCHMEDGSA17-18,48,0.11412573,0.0008414305
ANCHMEDGSA17-18,48,0.11445219,0.0008258360
ANCHMEDGSA17-18,48,0.11477865,0.0008090073
ANCHMEDGSA17-18,48,0.11510511,0.0007910361
ANCHMEDGSA17-18,48,0.11543156,0.0007720121
ANCHMEDGSA17-18,48,0.11575802,0.0007520233
ANCHMEDGSA17-18,48,0.11608448,0.0007311556
ANCHMEDGSA17-18,48,0.11641094,0.0007094929
ANCHMEDGSA17-18,48,0.11673740,0.0006871171
ANCHMEDGSA17-18,48,0.11706386,0.0006641088
ANCHMEDGSA17-18,48,0.11739032,0.0006405471
ANCHMEDGSA17-18,48,0.11771678,0.0006165101
ANCHMEDGSA17-18,48,0.11804323,0.0005920754
ANCHMEDGSA17-18,48,0.11836969,0.0005673202
ANCHMEDGSA17-18,48,0.11869615,0.0005423217
ANCHMEDGSA17-18,48,0.11902261,0.0005171573
ANCHMEDGSA17-18,48,0.11934907,0.0004919047
ANCHMEDGSA17-18,48,0.11967553,0.0004666418
ANCHMEDGSA17-18,48,0.12000199,0.0004414467
ANCHMEDGSA17-18,48,0.12032845,0.0004163977
ANCHMEDGSA17-18,48,0.12065490,0.0003915729
ANCHMEDGSA17-18,48,0.12098136,0.0003670497
ANCHMEDGSA17-18,48,0.12130782,0.0003429046
ANCHMEDGSA17-18,48,0.12163428,0.0003192128
ANCHMEDGSA17-18,48,0.12196074,0.0002960474
ANCHMEDGSA17-18,48,0.12228720,0.0002734790
ANCHMEDGSA17-18,48,0.12261366,0.0002515752
ANCHMEDGSA17-18,48,0.12294012,0.0002304002
ANCHMEDGSA17-18,48,0.12326657,0.0002100140
ANCHMEDGSA17-18,48,0.12359303,0.0001904722
ANCHMEDGSA17-18,48,0.12391949,0.0001718255
ANCHMEDGSA17-18,48,0.12424595,0.0001541195
ANCHMEDGSA17-18,48,0.12457241,0.0001373942
ANCHMEDGSA17-18,48,0.12489887,0.0001216842
ANCHMEDGSA17-18,48,0.12522533,0.0001070182
ANCHMEDGSA17-18,48,0.12555179,0.0000934194
ANCHMEDGSA17-18,48,0.12587825,0.0000809051
ANCHMEDGSA17-18,48,0.12620470,0.0000694874
ANCHMEDGSA17-18,48,0.12653116,0.0000591726
ANCHMEDGSA17-18,48,0.12685762,0.0000499625
ANCHMEDGSA17-18,48,0.12718408,0.0000418536
ANCHMEDGSA17-18,48,0.12751054,0.0000348382
ANCHMEDGSA17-18,48,0.12783700,0.0000289044
ANCHMEDGSA17-18,48,0.12816346,0.0000240366
ANCHMEDGSA17-18,48,0.12848992,0.0000202158
ANCHMEDGSA17-18,48,0.12881637,0.0000174198
ANCHMEDGSA17-18,48,0.12914283,0.0000156241
ANCHMEDGSA17-18,48,0.12946929,0.0000148015
ANCHMEDGSA17-18,48,0.12979575,0.0000149228
ANCHMEDGSA17-18,48,0.13012221,0.0000159571
ANCHMEDGSA17-18,48,0.13044867,0.0000178718
ANCHMEDGSA17-18,48,0.13077513,0.0000206330
ANCHMEDGSA17-18,48,0.13110159,0.0000242051
ANCHMEDGSA17-18,48,0.13142804,0.0000285518
ANCHMEDGSA17-18,48,0.13175450,0.0000336353
ANCHMEDGSA17-18,48,0.13208096,0.0000394165
ANCHMEDGSA17-18,48,0.13240742,0.0000458554
ANCHMEDGSA17-18,48,0.13273388,0.0000529105
ANCHMEDGSA17-18,48,0.13306034,0.0000605390
ANCHMEDGSA17-18,48,0.13338680,0.0000686969
ANCHMEDGSA17-18,48,0.13371326,0.0000773386
ANCHMEDGSA17-18,48,0.13403971,0.0000864169
ANCHMEDGSA17-18,48,0.13436617,0.0000958833
ANCHMEDGSA17-18,48,0.13469263,0.0001056876
ANCHMEDGSA17-18,48,0.13501909,0.0001157782
ANCHMEDGSA17-18,48,0.13534555,0.0001261022
ANCHMEDGSA17-18,48,0.13567201,0.0001366053
ANCHMEDGSA17-18,48,0.13599847,0.0001472323
ANCHMEDGSA17-18,48,0.13632493,0.0001579272
ANCHMEDGSA17-18,48,0.13665138,0.0001686334
ANCHMEDGSA17-18,48,0.13697784,0.0001792943
ANCHMEDGSA17-18,48,0.13730430,0.0001898535
ANCHMEDGSA17-18,48,0.13763076,0.0002002551
ANCHMEDGSA17-18,48,0.13795722,0.0002104448
ANCHMEDGSA17-18,48,0.13828368,0.0002203694
ANCHMEDGSA17-18,48,0.13861014,0.0002299782
ANCHMEDGSA17-18,48,0.13893660,0.0002392229
ANCHMEDGSA17-18,48,0.13926305,0.0002480581
ANCHMEDGSA17-18,48,0.13958951,0.0002564420
ANCHMEDGSA17-18,48,0.13991597,0.0002643365
ANCHMEDGSA17-18,48,0.14024243,0.0002717074
ANCHMEDGSA17-18,48,0.14056889,0.0002785249
ANCHMEDGSA17-18,48,0.14089535,0.0002847638
ANCHMEDGSA17-18,48,0.14122181,0.0002904032
ANCHMEDGSA17-18,48,0.14154827,0.0002954268
ANCHMEDGSA17-18,48,0.14187472,0.0002998226
ANCHMEDGSA17-18,48,0.14220118,0.0003035830
ANCHMEDGSA17-18,48,0.14252764,0.0003067045
ANCHMEDGSA17-18,48,0.14285410,0.0003091872
ANCHMEDGSA17-18,48,0.14318056,0.0003110346
ANCHMEDGSA17-18,48,0.14350702,0.0003122535
ANCHMEDGSA17-18,48,0.14383348,0.0003128530
ANCHMEDGSA17-18,48,0.14415994,0.0003128450
ANCHMEDGSA17-18,48,0.14448640,0.0003122427
ANCHMEDGSA17-18,48,0.14481285,0.0003110614
ANCHMEDGSA17-18,48,0.14513931,0.0003093173
ANCHMEDGSA17-18,48,0.14546577,0.0003070274
ANCHMEDGSA17-18,48,0.14579223,0.0003042097
ANCHMEDGSA17-18,48,0.14611869,0.0003008825
ANCHMEDGSA17-18,48,0.14644515,0.0002970644
ANCHMEDGSA17-18,48,0.14677161,0.0002927742
ANCHMEDGSA17-18,48,0.14709807,0.0002880311
ANCHMEDGSA17-18,48,0.14742452,0.0002828544
ANCHMEDGSA17-18,48,0.14775098,0.0002772639
ANCHMEDGSA17-18,48,0.14807744,0.0002712794
ANCHMEDGSA17-18,48,0.14840390,0.0002649217
ANCHMEDGSA17-18,48,0.14873036,0.0002582121
ANCHMEDGSA17-18,48,0.14905682,0.0002511727
ANCHMEDGSA17-18,48,0.14938328,0.0002438266
ANCHMEDGSA17-18,48,0.14970974,0.0002361981
ANCHMEDGSA17-18,48,0.15003619,0.0002283126
ANCHMEDGSA17-18,48,0.15036265,0.0002201970
ANCHMEDGSA17-18,48,0.15068911,0.0002118793
ANCHMEDGSA17-18,48,0.15101557,0.0002033891
ANCHMEDGSA17-18,48,0.15134203,0.0001947570
ANCHMEDGSA17-18,48,0.15166849,0.0001860149
ANCHMEDGSA17-18,48,0.15199495,0.0001771958
ANCHMEDGSA17-18,48,0.15232141,0.0001683334
ANCHMEDGSA17-18,48,0.15264786,0.0001594619
ANCHMEDGSA17-18,48,0.15297432,0.0001506160
ANCHMEDGSA17-18,48,0.15330078,0.0001418301
ANCHMEDGSA17-18,48,0.15362724,0.0001331386
ANCHMEDGSA17-18,48,0.15395370,0.0001245750
ANCHMEDGSA17-18,48,0.15428016,0.0001161717
ANCHMEDGSA17-18,48,0.15460662,0.0001079599
ANCHMEDGSA17-18,48,0.15493308,0.0000999692
ANCHMEDGSA17-18,48,0.15525953,0.0000922269
ANCHMEDGSA17-18,48,0.15558599,0.0000847585
ANCHMEDGSA17-18,48,0.15591245,0.0000775866
ANCHMEDGSA17-18,48,0.15623891,0.0000707315
ANCHMEDGSA17-18,48,0.15656537,0.0000642105
ANCHMEDGSA17-18,48,0.15689183,0.0000580380
ANCHMEDGSA17-18,48,0.15721829,0.0000522258
ANCHMEDGSA17-18,48,0.15754475,0.0000467823
ANCHMEDGSA17-18,48,0.15787120,0.0000417134
ANCHMEDGSA17-18,48,0.15819766,0.0000370219
ANCHMEDGSA17-18,48,0.15852412,0.0000327083
ANCHMEDGSA17-18,48,0.15885058,0.0000287704
ANCHMEDGSA17-18,48,0.15917704,0.0000252039
ANCHMEDGSA17-18,48,0.15950350,0.0000220022
ANCHMEDGSA17-18,48,0.15982996,0.0000191572
ANCHMEDGSA17-18,48,0.16015642,0.0000166592
ANCHMEDGSA17-18,48,0.16048288,0.0000144973
ANCHMEDGSA17-18,48,0.16080933,0.0000126593
ANCHMEDGSA17-18,48,0.16113579,0.0000111326
ANCHMEDGSA17-18,48,0.16146225,0.0000099041
ANCHMEDGSA17-18,48,0.16178871,0.0000089601
ANCHMEDGSA17-18,48,0.16211517,0.0000082872
ANCHMEDGSA17-18,48,0.16244163,0.0000078719
ANCHMEDGSA17-18,48,0.16276809,0.0000077009
ANCHMEDGSA17-18,48,0.16309455,0.0000077614
ANCHMEDGSA17-18,48,0.16342100,0.0000080408
ANCHMEDGSA17-18,48,0.16374746,0.0000085272
ANCHMEDGSA17-18,48,0.16407392,0.0000092090
ANCHMEDGSA17-18,48,0.16440038,0.0000100752
ANCHMEDGSA17-18,48,0.16472684,0.0000111154
ANCHMEDGSA17-18,48,0.16505330,0.0000123193
ANCHMEDGSA17-18,48,0.16537976,0.0000136773
ANCHMEDGSA17-18,48,0.16570622,0.0000151800
ANCHMEDGSA17-18,48,0.16603267,0.0000168184
ANCHMEDGSA17-18,48,0.16635913,0.0000185835
ANCHMEDGSA17-18,48,0.16668559,0.0000204668
ANCHMEDGSA17-18,48,0.16701205,0.0000224599
ANCHMEDGSA17-18,48,0.16733851,0.0000245544
ANCHMEDGSA17-18,48,0.16766497,0.0000267422
ANCHMEDGSA17-18,48,0.16799143,0.0000290155
ANCHMEDGSA17-18,48,0.16831789,0.0000313666
ANCHMEDGSA17-18,48,0.16864434,0.0000337882
ANCHMEDGSA17-18,48,0.16897080,0.0000362734
ANCHMEDGSA17-18,48,0.16929726,0.0000388157
ANCHMEDGSA17-18,48,0.16962372,0.0000414094
ANCHMEDGSA17-18,48,0.16995018,0.0000440491
ANCHMEDGSA17-18,48,0.17027664,0.0000467307
ANCHMEDGSA17-18,48,0.17060310,0.0000494506
ANCHMEDGSA17-18,48,0.17092956,0.0000522064
ANCHMEDGSA17-18,48,0.17125601,0.0000549967
ANCHMEDGSA17-18,48,0.17158247,0.0000578212
ANCHMEDGSA17-18,48,0.17190893,0.0000606807
ANCHMEDGSA17-18,48,0.17223539,0.0000635772
ANCHMEDGSA17-18,48,0.17256185,0.0000665138
ANCHMEDGSA17-18,48,0.17288831,0.0000694946
ANCHMEDGSA17-18,48,0.17321477,0.0000725244
ANCHMEDGSA17-18,48,0.17354123,0.0000756091
ANCHMEDGSA17-18,48,0.17386768,0.0000787549
ANCHMEDGSA17-18,48,0.17419414,0.0000819687
ANCHMEDGSA17-18,48,0.17452060,0.0000852572
ANCHMEDGSA17-18,48,0.17484706,0.0000886273
ANCHMEDGSA17-18,48,0.17517352,0.0000920854
ANCHMEDGSA17-18,48,0.17549998,0.0000956375
ANCHMEDGSA17-18,48,0.17582644,0.0000992884
ANCHMEDGSA17-18,48,0.17615290,0.0001030421
ANCHMEDGSA17-18,48,0.17647936,0.0001069010
ANCHMEDGSA17-18,48,0.17680581,0.0001108659
ANCHMEDGSA17-18,48,0.17713227,0.0001149360
ANCHMEDGSA17-18,48,0.17745873,0.0001191083
ANCHMEDGSA17-18,48,0.17778519,0.0001233778
ANCHMEDGSA17-18,48,0.17811165,0.0001277371
ANCHMEDGSA17-18,48,0.17843811,0.0001321770
ANCHMEDGSA17-18,48,0.17876457,0.0001366857
ANCHMEDGSA17-18,48,0.17909103,0.0001412492
ANCHMEDGSA17-18,48,0.17941748,0.0001458517
ANCHMEDGSA17-18,48,0.17974394,0.0001504751
ANCHMEDGSA17-18,48,0.18007040,0.0001550998
ANCHMEDGSA17-18,48,0.18039686,0.0001597047
ANCHMEDGSA17-18,48,0.18072332,0.0001642671
ANCHMEDGSA17-18,48,0.18104978,0.0001687635
ANCHMEDGSA17-18,48,0.18137624,0.0001731698
ANCHMEDGSA17-18,48,0.18170270,0.0001774613
ANCHMEDGSA17-18,48,0.18202915,0.0001816135
ANCHMEDGSA17-18,48,0.18235561,0.0001856018
ANCHMEDGSA17-18,48,0.18268207,0.0001894024
ANCHMEDGSA17-18,48,0.18300853,0.0001929924
ANCHMEDGSA17-18,48,0.18333499,0.0001963499
ANCHMEDGSA17-18,48,0.18366145,0.0001994543
ANCHMEDGSA17-18,48,0.18398791,0.0002022867
ANCHMEDGSA17-18,48,0.18431437,0.0002048300
ANCHMEDGSA17-18,48,0.18464082,0.0002070686
ANCHMEDGSA17-18,48,0.18496728,0.0002089894
ANCHMEDGSA17-18,48,0.18529374,0.0002105808
ANCHMEDGSA17-18,48,0.18562020,0.0002118336
ANCHMEDGSA17-18,48,0.18594666,0.0002127405
ANCHMEDGSA17-18,48,0.18627312,0.0002132963
ANCHMEDGSA17-18,48,0.18659958,0.0002134975
ANCHMEDGSA17-18,48,0.18692604,0.0002133428
ANCHMEDGSA17-18,48,0.18725249,0.0002128324
ANCHMEDGSA17-18,48,0.18757895,0.0002119683
ANCHMEDGSA17-18,48,0.18790541,0.0002107539
ANCHMEDGSA17-18,48,0.18823187,0.0002091943
ANCHMEDGSA17-18,48,0.18855833,0.0002072956
ANCHMEDGSA17-18,48,0.18888479,0.0002050655
ANCHMEDGSA17-18,48,0.18921125,0.0002025125
ANCHMEDGSA17-18,48,0.18953771,0.0001996463
ANCHMEDGSA17-18,48,0.18986416,0.0001964777
ANCHMEDGSA17-18,48,0.19019062,0.0001930183
ANCHMEDGSA17-18,48,0.19051708,0.0001892806
ANCHMEDGSA17-18,48,0.19084354,0.0001852780
ANCHMEDGSA17-18,48,0.19117000,0.0001810246
ANCHMEDGSA17-18,48,0.19149646,0.0001765354
ANCHMEDGSA17-18,48,0.19182292,0.0001718263
ANCHMEDGSA17-18,48,0.19214938,0.0001669138
ANCHMEDGSA17-18,48,0.19247583,0.0001618153
ANCHMEDGSA17-18,48,0.19280229,0.0001565488
ANCHMEDGSA17-18,48,0.19312875,0.0001511333
ANCHMEDGSA17-18,48,0.19345521,0.0001455882
ANCHMEDGSA17-18,48,0.19378167,0.0001399340
ANCHMEDGSA17-18,48,0.19410813,0.0001341914
ANCHMEDGSA17-18,48,0.19443459,0.0001283821
ANCHMEDGSA17-18,48,0.19476105,0.0001225282
ANCHMEDGSA17-18,48,0.19508751,0.0001166522
ANCHMEDGSA17-18,48,0.19541396,0.0001107772
ANCHMEDGSA17-18,48,0.19574042,0.0001049264
ANCHMEDGSA17-18,48,0.19606688,0.0000991233
ANCHMEDGSA17-18,48,0.19639334,0.0000933916
ANCHMEDGSA17-18,48,0.19671980,0.0000877547
ANCHMEDGSA17-18,48,0.19704626,0.0000822361
ANCHMEDGSA17-18,48,0.19737272,0.0000768590
ANCHMEDGSA17-18,48,0.19769918,0.0000716460
ANCHMEDGSA17-18,48,0.19802563,0.0000666192
