origin,horizon,model,target,obs,pred,sqerr,abserr
1959,1,M2_precip_oracle,H,671.7045205479452,677.9956073943331,39.57777370879465,6.291086846387884
1959,5,M2_Rar,R,413.2,582.6713148207896,28720.526547087175,169.4713148207896
1959,5,M2_enso,R,413.2,534.8951025878832,14809.697993875427,121.69510258788324
1959,5,M2_precip,R,413.2,611.1828520305319,39197.20969814349,197.9828520305319
1959,5,M2_combo,R,413.2,586.2201503960812,29935.972443082555,173.0201503960812
1959,5,M2_precip_oracle,R,413.2,430.0024339996255,282.3217883117717,16.80243399962552
1959,5,R_persist,R,413.2,690.4,76839.84,277.2
1959,5,R_mean,R,413.2,501.8923076923077,7866.32544378699,88.69230769230774
1959,5,naive_persist,H,648.0771584699453,672.0067857142857,572.6270600530781,23.929627244340395
1959,5,M1,H,648.0771584699453,667.0136149124097,358.5893825973522,18.93645644246442
1959,5,M2_Rar,H,648.0771584699453,683.450510311685,1251.2740205195087,35.37335184173969
1959,5,M2_enso,H,648.0771584699453,678.8470155655897,946.7841056863779,30.769857095644397
1959,5,M2_precip,H,648.0771584699453,686.1977501118663,1453.179507130098,38.12059164192101
1959,5,M2_combo,H,648.0771584699453,683.7924596869507,1275.5827410214267,35.71530121700539
1959,5,M2_precip_oracle,H,648.0771584699453,667.975766753274,395.95461161335805,19.898608283328713
1960,1,M2_Rar,R,717.1,642.2882700010246,5596.794945439606,74.81172999897547
1960,1,M2_enso,R,717.1,561.5459770976753,24197.054041096966,155.55402290232473
1960,1,M2_precip,R,717.1,647.3597310156471,4863.705118009902,69.74026898435295
1960,1,M2_combo,R,717.1,641.1003712220597,5775.943574384732,75.9996287779403
1960,1,M2_precip_oracle,R,717.1,561.5507944576266,24195.55534486354,155.54920554237344
1960,1,R_persist,R,717.1,824.8,11599.289999999985,107.69999999999993
1960,1,R_mean,R,717.1,513.8518518518518,41309.80972565159,203.24814814814818
1960,1,naive_persist,H,674.8342465753425,671.7045205479452,9.795185006567975,3.1297260273972825
1960,1,M1,H,674.8342465753425,670.4969956330558,18.811745736366753,4.337250942286687
1960,1,M2_Rar,H,674.8342465753425,672.3687457432685,6.0786943529575135,2.4655008320739853
1960,1,M2_enso,H,674.8342465753425,670.8579957102999,15.810570941752262,3.97625086504263
1960,1,M2_precip,H,674.8342465753425,672.4636366563147,5.619791388192721,2.3706099190277428
1960,1,M2_combo,H,674.8342465753425,672.3465192488881,6.1887872507881205,2.487727326454433
1960,1,M2_precip_oracle,H,674.8342465753425,670.8580858467877,15.809854139301118,3.9761607285547598
1960,5,M2_Rar,R,623.5,642.2882700010246,352.99908963139933,18.788270001024557
1960,5,M2_enso,R,623.5,561.5459770976753,3838.3009537817748,61.95402290232471
1960,5,M2_precip,R,623.5,647.3597310156471,569.2867641390308,23.85973101564707
1960,5,M2_combo,R,623.5,641.1003712220597,309.77306715430797,17.60037122205972
1960,5,M2_precip_oracle,R,623.5,676.1025806603607,2767.031492129751,52.60258066036067
1960,5,R_persist,R,623.5,824.8,40521.68999999998,201.29999999999995
1960,5,R_mean,R,623.5,513.8518518518518,12022.716392318245,109.64814814814815
1960,5,naive_persist,H,659.6286849315069,671.7045205479452,145.8258058352404,12.075835616438326
1960,5,M1,H,659.6286849315069,667.0514355906549,55.09722734788282,7.4227506591480505
1960,5,M2_Rar,H,659.6286849315069,674.3004558571914,215.2608620957622,14.671770925684541
1960,5,M2_enso,H,659.6286849315069,668.3961189220058,76.86789877775624,8.767433990498944
1960,5,M2_precip,H,659.6286849315069,674.6713100094244,226.2805692347918,15.042625077917478
1960,5,M2_combo,H,659.6286849315069,674.2135899238165,212.71945363469717,14.584904992309589
1960,5,M2_precip_oracle,H,659.6286849315069,658.4923066345302,1.2913556338395717,1.136378296976659
1961,1,M2_Rar,R,239.4,607.6866875481883,135635.08422521688,368.2866875481883
1961,1,M2_enso,R,239.4,484.6318762594467,60138.673133728575,245.2318762594467
1961,1,M2_precip,R,239.4,556.43593782225,100511.7858708336,317.03593782225005
1961,1,M2_combo,R,239.4,540.7148390626879,90790.63223937355,301.31483906268795
1961,1,M2_precip_oracle,R,239.4,258.6642471398693,371.11121786596243,19.264247139869298
1961,1,R_persist,R,239.4,717.1,228197.29000000004,477.70000000000005
1961,1,R_mean,R,239.4,521.1107142857143,79360.92654336734,281.7107142857143
1961,1,naive_persist,H,663.4681043956044,674.8342465753425,129.1891880500207,11.366142179738063
1961,1,M1,H,663.4681043956044,673.4488765808273,99.61581341331946,9.980772185222918
1961,1,M2_Rar,H,663.4681043956044,674.7635654855289,127.58744123399872,11.295461089924515
1961,1,M2_enso,H,663.4681043956044,672.4429060870117,80.54706540008671,8.974801691407265
1961,1,M2_precip,H,663.4681043956044,673.7970406273218,106.68692367888488,10.328936231717421
1961,1,M2_combo,H,663.4681043956044,673.5005604230186,100.65017394199806,10.032456027414128
1961,1,M2_precip_oracle,H,663.4681043956044,668.1814400233521,22.215532739795904,4.7133356277477105
1961,5,M2_Rar,R,615.2,607.6866875481883,56.44986399854981,7.513312451811771
1961,5,M2_enso,R,615.2,484.6318762594467,17048.03493712845,130.56812374055335
1961,5,M2_precip,R,615.2,556.43593782225,3453.2150036304706,58.76406217775002
1961,5,M2_combo,R,615.2,540.7148390626879,5548.039199857287,74.48516093731212
1961,5,M2_precip_oracle,R,615.2,436.0093309724401,32109.295866544522,179.19066902755992
1961,5,R_persist,R,615.2,717.1,10383.609999999995,101.89999999999998
1961,5,R_mean,R,615.2,521.1107142857143,8852.793686224502,94.08928571428578
1961,5,naive_persist,H,659.4361538461538,674.8342465753425,237.1012596966923,15.398092729188647
1961,5,M1,H,659.4361538461538,669.4354467232008,99.98585804096224,9.999292877046969
1961,5,M2_Rar,H,659.4361538461538,674.5527500830242,228.51148178856283,15.11659623687035
1961,5,M2_enso,H,659.4361538461538,665.3104268212967,34.507082986493565,5.874272975142844
1961,5,M2_precip,H,659.4361538461538,670.7034410522577,126.95176098483266,11.267287206103902
1961,5,M2_combo,H,659.4361538461538,669.522670668364,101.73782160472763,10.086516822210115
1961,5,M2_precip_oracle,H,659.4361538461538,659.9176058380893,0.23179602053866144,0.4814519919355007
1962,1,M2_Rar,R,170.7,425.7937772575683,65072.83519553388,255.09377725756832
1962,1,M2_enso,R,170.7,484.1249664277193,98235.20958021698,313.4249664277193
1962,1,M2_precip,R,170.7,400.33795133265903,52733.58869226068,229.63795133265904
1962,1,M2_combo,R,170.7,413.73683707105175,59066.90417350096,243.03683707105176
1962,1,M2_precip_oracle,R,170.7,144.1149594200674,706.764382636662,26.58504057993258
1962,1,R_persist,R,170.7,239.4,4719.690000000002,68.70000000000002
1962,1,R_mean,R,170.7,511.3965517241379,116074.14035671818,340.6965517241379
1962,1,naive_persist,H,651.8947323943662,663.4681043956044,133.94293947904492,11.573372001238226
1962,1,M1,H,651.8947323943662,663.1369024075502,126.38638660533404,11.242170013184023
1962,1,M2_Rar,H,651.8947323943662,660.0100214802475,65.8579169474237,8.115289085881273
1962,1,M2_enso,H,651.8947323943662,661.1012580837521,84.7601152693225,9.206525689385899
1962,1,M2_precip,H,651.8947323943662,659.5338040497975,58.3554157568136,7.63907165543128
1962,1,M2_combo,H,651.8947323943662,659.7844650558891,62.24788147030098,7.889732661522885
1962,1,M2_precip_oracle,H,651.8947323943662,654.7404865911236,8.09831694836242,2.8457541967574116
1962,5,M2_Rar,R,466.5,425.7937772575683,1656.996569956463,40.70622274243169
1962,5,M2_enso,R,466.5,484.1249664277193,310.63944157823244,17.6249664277193
1962,5,M2_precip,R,466.5,400.33795133265903,4377.416683859595,66.16204866734097
1962,5,M2_combo,R,466.5,413.73683707105175,2783.9513622667387,52.76316292894825
1962,5,M2_precip_oracle,R,466.5,531.1818876242608,4183.746586637496,64.68188762426075
1962,5,R_persist,R,466.5,239.4,51574.409999999996,227.1
1962,5,R_mean,R,466.5,511.3965517241379,2015.7003567181905,44.89655172413791
1962,5,naive_persist,H,644.8193510324484,663.4681043956044,347.7760019998245,18.64875336315606
1962,5,M1,H,644.8193510324484,662.2189128876564,302.74475275321095,17.39956185520805
1962,5,M2_Rar,H,644.8193510324484,650.5907551560632,33.309105558078414,5.771404123614843
1962,5,M2_enso,H,644.8193510324484,654.654346223789,96.72713041369433,9.834995191340681
1962,5,M2_precip,H,644.8193510324484,648.8173973980324,15.984374741359908,3.9980463655840595
1962,5,M2_combo,H,644.8193510324484,649.7508190062428,24.31937637655968,4.931467973794383
1962,5,M2_precip_oracle,H,644.8193510324484,653.534792391572,75.95891808432201,8.715441359123588
1963,1,M2_Rar,R,413.2,387.51108079147235,659.9205701022602,25.688919208527636
1963,1,M2_enso,R,413.2,771.787858489919,128585.2522563862,358.58785848991903
1963,1,M2_precip,R,413.2,331.2286733837556,6719.298387227012,81.97132661624437
1963,1,M2_combo,R,413.2,584.3472031168537,29291.365134721593,171.14720311685375
1963,1,M2_precip_oracle,R,413.2,437.5642871596375,593.6184887972773,24.364287159637513
1963,1,R_persist,R,413.2,170.7,58806.25,242.5
1963,1,R_mean,R,413.2,500.04,7541.185600000005,86.84000000000003
1963,1,naive_persist,H,648.0771584699453,651.8947323943662,14.573870668418488,3.8175739244209126
1963,1,M1,H,648.0771584699453,652.8228793144948,22.521866334391714,4.74572084454951
1963,1,M2_Rar,H,648.0771584699453,648.856565662855,0.607475572359425,0.7794071929097299
1963,1,M2_enso,H,648.0771584699453,656.0537879569458,63.62661797288644,7.976629487000537
1963,1,M2_precip,H,648.0771584699453,647.8024374384381,0.07547164515236336,0.27472103150716976
1963,1,M2_combo,H,648.0771584699453,652.543161913525,19.945186758065436,4.466003443579666
1963,1,M2_precip_oracle,H,648.0771584699453,649.7940255190589,2.9476324643320497,1.7168670491136027
1963,5,M2_Rar,R,884.7,387.51108079147235,247196.82138374387,497.1889192085277
1963,5,M2_enso,R,884.7,771.787858489919,12749.151700392564,112.91214151008103
1963,5,M2_precip,R,884.7,331.2286733837556,306330.50938634545,553.4713266162444
1963,5,M2_combo,R,884.7,584.3472031168537,90211.80259552854,300.3527968831463
1963,5,M2_precip_oracle,R,884.7,867.0455693989137,311.678919848574,17.654430601086347
1963,5,R_persist,R,884.7,170.7,509796.0,714.0
1963,5,R_mean,R,884.7,500.04,147963.31560000003,384.66
1963,5,naive_persist,H,670.1143715846994,651.8947323943662,331.95525222592426,18.21963919033317
1963,5,M1,H,670.1143715846994,655.3892935467853,216.82792322265854,14.725078037914045
1963,5,M2_Rar,H,670.1143715846994,640.8729132335448,855.0628865023102,29.24145835115462
1963,5,M2_enso,H,670.1143715846994,666.9828965214743,9.806136071600175,3.1314750632250252
1963,5,M2_precip,H,670.1143715846994,637.0487614707937,1093.3345722048214,33.06561011390568
1963,5,M2_combo,H,670.1143715846994,654.247096017001,251.77043394127722,15.867275567698357
1963,5,M2_precip_oracle,H,670.1143715846994,656.4865219844521,185.71828472695938,13.62784960024726
1964,1,M2_Rar,R,623.5,476.5008789823132,21608.74157997252,146.99912101768678
1964,1,M2_enso,R,623.5,338.67996625276146,81122.4516237781,284.82003374723854
1964,1,M2_precip,R,623.5,477.7900994171711,21231.375127857875,145.70990058282888
1964,1,M2_combo,R,623.5,359.6793020000125,69601.36069320061,263.8206979999875
1964,1,M2_precip_oracle,R,623.5,681.3385731551393,3345.300544622404,57.83857315513933
1964,1,R_persist,R,623.5,413.2,44226.090000000004,210.3
1964,1,R_mean,R,623.5,497.2387096774194,15941.91343392298,126.26129032258058
1964,1,naive_persist,H,659.6286849315069,648.0771584699453,133.4377635921577,11.551526461561593
1964,1,M1,H,659.6286849315069,649.2912412060612,106.86274277675716,10.337443725445723
1964,1,M2_Rar,H,659.6286849315069,647.5326853731186,146.31320531652892,12.095999558388257
1964,1,M2_enso,H,659.6286849315069,644.9539199147428,215.34872829724424,14.674765016764127
1964,1,M2_precip,H,659.6286849315069,647.5568079613369,145.7302135829214,12.071876970170024
1964,1,M2_combo,H,659.6286849315069,645.3468382360727,203.9711450318843,14.281846695434183
1964,1,M2_precip_oracle,H,659.6286849315069,651.3654010317559,68.28186080788319,8.263283899750945
1964,5,M2_Rar,R,610.5,476.5008789823132,17955.764433512664,133.99912101768678
1964,5,M2_enso,R,610.5,338.67996625276146,73886.1307463499,271.82003374723854
1964,5,M2_precip,R,610.5,477.7900994171711,17611.917712704326,132.70990058282888
1964,5,M2_combo,R,610.5,359.6793020000125,62911.022545200925,250.8206979999875
1964,5,M2_precip_oracle,R,610.5,731.1785464695863,14563.311578012102,120.67854646958631
1964,5,R_persist,R,610.5,413.2,38927.29,197.3
1964,5,R_mean,R,610.5,497.2387096774194,12828.119885535885,113.26129032258058
1964,5,naive_persist,H,664.3702465753425,648.0771584699453,265.46472001023767,16.29308810539726
1964,5,M1,H,664.3702465753425,652.7108634039603,135.94121593711216,11.659383171382274
1964,5,M2_Rar,H,664.3702465753425,646.1058594133747,333.5878384022569,18.264387161967875
1964,5,M2_enso,H,664.3702465753425,636.7692770462357,761.8135189466824,27.600969529106806
1964,5,M2_precip,H,664.3702465753425,646.1931967596528,330.4051400020675,18.17704981568977
1964,5,M2_combo,H,664.3702465753425,638.1918625158603,685.3077919657546,26.178384059482255
1964,5,M2_precip_oracle,H,664.3702465753425,659.1396940287698,27.358679942458856,5.230552546572767
1965,1,M2_Rar,R,615.2,556.7374215900002,3417.873074345384,58.46257840999988
1965,1,M2_enso,R,615.2,871.2200882992644,65546.28561276311,256.02008829926433
1965,1,M2_precip,R,615.2,599.4274736426247,248.77258769409985,15.772526357375341
1965,1,M2_combo,R,615.2,822.2290708444659,42861.036174722874,207.02907084446588
1965,1,M2_precip_oracle,R,615.2,433.9332601301387,32857.63098304798,181.26673986986134
1965,1,R_persist,R,615.2,623.5,68.88999999999925,8.299999999999955
1965,1,R_mean,R,615.2,501.18437500000005,12999.562744140625,114.015625
1965,1,naive_persist,H,659.4361538461538,659.6286849315069,0.037068218827219224,0.1925310853530391
1965,1,M1,H,659.4361538461538,659.6578829296867,0.04916378648432379,0.22172908353286402
1965,1,M2_Rar,H,659.4361538461538,659.5225773704802,0.0074690255569944694,0.086423524326392
1965,1,M2_enso,H,659.4361538461538,665.5583942213781,37.481827212025806,6.122240375224237
1965,1,M2_precip,H,659.4361538461538,660.3419208918297,0.8204139410322958,0.905767045675816
1965,1,M2_combo,H,659.4361538461538,664.6181172522513,26.85274474213311,5.181963406097452
1965,1,M2_precip_oracle,H,659.4361538461538,657.1656162226499,5.155341099747053,2.2705376235039694
1965,5,M2_Rar,R,661.6,556.7374215900002,10996.160350793369,104.86257840999986
1965,5,M2_enso,R,661.6,871.2200882992644,43940.581418591384,209.62008829926435
1965,5,M2_precip,R,661.6,599.4274736426247,3865.4230336585288,62.17252635737532
1965,5,M2_combo,R,661.6,822.2290708444659,25801.698400356447,160.6290708444659
1965,5,M2_precip_oracle,R,661.6,420.7894649214486,57989.713804818246,240.81053507855142
1965,5,R_persist,R,661.6,623.5,1451.6100000000017,38.10000000000002
1965,5,R_mean,R,661.6,501.18437500000005,25733.17274414062,160.41562499999998
1965,5,naive_persist,H,665.8043013698631,659.6286849315069,38.138238393695325,6.175616438356201
1965,5,M1,H,665.8043013698631,659.7359827034409,36.82449143724829,6.068318666422215
1965,5,M2_Rar,H,665.8043013698631,659.2447990052241,43.027071271704656,6.559502364639002
1965,5,M2_enso,H,665.8043013698631,681.0817455928336,233.40030198597563,15.27744422297053
1965,5,M2_precip,H,665.8043013698631,662.2090971531956,12.925493359543957,3.5952042166675255
1965,5,M2_combo,H,665.8043013698631,677.6799230293595,141.03038979950145,11.87562165949646
1965,5,M2_precip_oracle,H,665.8043013698631,662.0542066961887,14.063210061521294,3.7500946736744254
1966,1,M2_Rar,R,466.5,555.7855077835047,7971.901900158283,89.28550778350473
1966,1,M2_enso,R,466.5,526.65120710772,3618.167716515823,60.15120710771998
1966,1,M2_precip,R,466.5,482.50988496820173,256.31641669505177,16.00988496820173
1966,1,M2_combo,R,466.5,524.6096519067708,3376.7316447260655,58.10965190677075
1966,1,M2_precip_oracle,R,466.5,534.6414976190506,4643.263697767078,68.1414976190506
1966,1,R_persist,R,466.5,615.2,22111.690000000013,148.70000000000005
1966,1,R_mean,R,466.5,504.639393939394,1454.6133700642824,38.13939393939398
1966,1,naive_persist,H,644.8193510324484,659.4361538461538,213.65092449474832,14.616802813705476
1966,1,M1,H,644.8193510324484,659.4880184627414,215.16980418053862,14.668667430292999
1966,1,M2_Rar,H,644.8193510324484,659.2263989120268,207.56302860446405,14.407047879578386
1966,1,M2_enso,H,644.8193510324484,658.6698763912266,191.83705271415838,13.850525358778214
1966,1,M2_precip,H,644.8193510324484,657.8266902052283,169.1908723557343,13.007339172779893
1966,1,M2_combo,H,644.8193510324484,658.6308786661934,190.75829557770376,13.811527633745072
1966,1,M2_precip_oracle,H,644.8193510324484,658.8225066762907,196.08836798567302,14.00315564384232
1966,5,M2_Rar,R,925.3,555.7855077835047,136540.9599580143,369.5144922164952
1966,5,M2_enso,R,925.3,526.65120710772,158920.86007447194,398.64879289227997
1966,5,M2_precip,R,925.3,482.50988496820173,196063.0859698731,442.7901150317982
1966,5,M2_combo,R,925.3,524.6096519067708,160552.75505507318,400.6903480932292
1966,5,M2_precip_oracle,R,925.3,641.0022915282996,80825.18704225995,284.2977084717004
1966,5,R_persist,R,925.3,615.2,96162.00999999994,310.0999999999999
1966,5,R_mean,R,925.3,504.639393939394,176955.34549127633,420.66060606060597
1966,5,naive_persist,H,651.6140273972603,659.4361538461538,61.18566218247967,7.822126448893528
1966,5,M1,H,651.6140273972603,659.6267737195092,64.20410362471262,8.012746322248859
1966,5,M2_Rar,H,651.6140273972603,658.682383227892,49.96165414842559,7.068355830631731
1966,5,M2_enso,H,651.6140273972603,656.6824764017375,25.689175310985938,5.068449004477202
1966,5,M2_precip,H,651.6140273972603,653.6524214694189,4.155050393411129,2.038394072158553
1966,5,M2_combo,H,651.6140273972603,656.5423350533048,24.28821635262651,4.928307656044467
1966,5,M2_precip_oracle,H,651.6140273972603,663.8633046572378,150.04479339180128,12.249277259977475
1967,1,M2_Rar,R,884.7,499.710188596796,148217.1548842746,384.98981140320404
1967,1,M2_enso,R,884.7,475.7634029300631,167229.14042313996,408.93659706993697
1967,1,M2_precip,R,884.7,527.8107574362093,127369.93145775626,356.88924256379073
1967,1,M2_combo,R,884.7,489.6810667121922,156039.95765583758,395.01893328780784
1967,1,M2_precip_oracle,R,884.7,864.9597068710196,389.6791728180707,19.740293128980397
1967,1,R_persist,R,884.7,466.5,174891.24000000005,418.20000000000005
1967,1,R_mean,R,884.7,503.51764705882357,145299.98619377162,381.1823529411765
1967,1,naive_persist,H,670.1143715846994,644.8193510324484,639.8380647388007,25.295020552251003
1967,1,M1,H,670.1143715846994,646.6039021243115,552.7421742478306,23.510469460387867
1967,1,M2_Rar,H,670.1143715846994,641.975014620821,791.8234103405725,28.139356963878413
1967,1,M2_enso,H,670.1143715846994,641.5380586386215,816.6056615921797,28.576312946077906
1967,1,M2_precip,H,670.1143715846994,642.4877645083621,763.2294185503259,27.626607076337223
1967,1,M2_combo,H,670.1143715846994,641.7920136592442,802.1559584575954,28.322357925455208
1967,1,M2_precip_oracle,H,670.1143715846994,648.6397070862952,461.1612153190215,21.474664498404195
1967,5,M2_Rar,R,756.4,499.710188596796,65889.65927821242,256.689811403204
1967,5,M2_enso,R,756.4,475.7634029300631,78756.89961499411,280.6365970699369
1967,5,M2_precip,R,756.4,527.8107574362093,52253.041815887525,228.58924256379066
1967,5,M2_combo,R,756.4,489.6810667121922,71138.98937418606,266.7189332878078
1967,5,M2_precip_oracle,R,756.4,564.7918449013099,36713.68510032367,191.60815509869008
1967,5,R_persist,R,756.4,466.5,84042.00999999998,289.9
1967,5,R_mean,R,756.4,503.51764705882357,63949.48442906571,252.8823529411764
1967,5,naive_persist,H,668.0121038251366,644.8193510324484,537.9037821027474,23.192752792688225
1967,5,M1,H,668.0121038251366,651.4406651667516,274.61257920861607,16.571438658384977
1967,5,M2_Rar,H,668.0121038251366,635.6288292321422,1048.6764733652792,32.38327459299444
1967,5,M2_enso,H,668.0121038251366,634.2169521195183,1142.1122788057562,33.79515170561831
1967,5,M2_precip,H,668.0121038251366,637.2856089999248,944.1174842437694,30.72649482521183
1967,5,M2_combo,H,668.0121038251366,635.0375228311223,1087.3229917308113,32.97458099401433
1967,5,M2_precip_oracle,H,668.0121038251366,642.4264684804311,654.6247359922409,25.58563534470545
1968,1,M2_Rar,R,610.5,659.1428160216174,2366.123550512915,48.642816021617364
1968,1,M2_enso,R,610.5,628.093945066516,309.5469030035817,17.59394506651597
1968,1,M2_precip,R,610.5,700.1721356951964,8041.091920137716,89.6721356951964
1968,1,M2_combo,R,610.5,735.1092994126565,15527.477500113067,124.60929941265647
1968,1,M2_precip_oracle,R,610.5,731.9509541530448,14750.334264684987,121.45095415304479
1968,1,R_persist,R,610.5,884.7,75185.64000000003,274.20000000000005
1968,1,R_mean,R,610.5,514.4085714285715,9233.562644897953,96.09142857142854
1968,1,naive_persist,H,664.3702465753425,670.1143715846994,32.9949721231185,5.7441250093568215
1968,1,M1,H,664.3702465753425,668.3693026597679,15.992449566379168,3.9990560844253196
1968,1,M2_Rar,H,664.3702465753425,668.9715922926952,21.17238241059925,4.601345717352615
1968,1,M2_enso,H,664.3702465753425,668.3566157297064,15.891139034863496,3.9863691543638424
1968,1,M2_precip,H,664.3702465753425,669.7842488956073,29.311421123832478,5.414002320264785
1968,1,M2_combo,H,664.3702465753425,670.4762398183888,37.283153484126025,6.105993243046214
1968,1,M2_precip_oracle,H,664.3702465753425,670.4136833307375,36.52312781645881,6.043436755394964
1968,5,M2_Rar,R,1486.5,659.1428160216174,684519.9098806393,827.3571839783826
1968,5,M2_enso,R,1486.5,628.093945066516,736860.9551464675,858.406054933484
1968,5,M2_precip,R,1486.5,700.1721356951964,618311.5101821537,786.3278643048036
1968,5,M2_combo,R,1486.5,735.1092994126565,564587.9849291389,751.3907005873435
1968,5,M2_precip_oracle,R,1486.5,967.0917367918233,269784.9438889345,519.4082632081767
1968,5,R_persist,R,1486.5,884.7,362163.23999999993,601.8
1968,5,R_mean,R,1486.5,514.4085714285715,944961.7455020407,972.0914285714285
1968,5,naive_persist,H,681.9524657534247,670.1143715846994,140.14047354760842,11.83809416872532
1968,5,M1,H,681.9524657534247,664.2422294730742,313.6524691058431,17.7102362803505
1968,5,M2_Rar,H,681.9524657534247,666.5558164794445,237.05680886595465,15.396649273980188
1968,5,M2_enso,H,681.9524657534247,664.6408115409164,299.69337157345643,17.3116542125083
1968,5,M2_precip,H,681.9524657534247,669.0863867508399,165.5359889007534,12.866079002584797
1968,5,M2_combo,H,681.9524657534247,671.2412103885131,114.7309914923477,10.711255364911608
1968,5,M2_precip_oracle,H,681.9524657534247,669.4642226608152,155.9562155401098,12.488243092609537
1969,1,M2_Rar,R,661.6,560.3319645721433,10255.214999417643,101.26803542785672
1969,1,M2_enso,R,661.6,669.4295116165006,61.301252152917115,7.829511616500554
1969,1,M2_precip,R,661.6,629.9482414880367,1001.8338168996409,31.651758511963294
1969,1,M2_combo,R,661.6,684.8339064744936,539.8144100655134,23.23390647449355
1969,1,M2_precip_oracle,R,661.6,422.48717079364053,57174.94509106965,239.1128292063595
1969,1,R_persist,R,661.6,610.5,2611.2100000000023,51.10000000000002
1969,1,R_mean,R,661.6,517.0777777777779,20886.672716049354,144.52222222222213
1969,1,naive_persist,H,665.8043013698631,664.3702465753425,2.056513153687332,1.4340547945205344
1969,1,M1,H,665.8043013698631,663.6451977541259,4.661728423489427,2.1591036157371946
1969,1,M2_Rar,H,665.8043013698631,660.4064440275387,29.13686388808559,5.397857342324414
1969,1,M2_enso,H,665.8043013698631,662.5511373234643,10.583076312781499,3.2531640463987515
1969,1,M2_precip,H,665.8043013698631,661.7749950759699,16.235309210007582,4.029306293893228
1969,1,M2_combo,H,665.8043013698631,662.853964502212,8.704487632621406,2.9503368676511172
1969,1,M2_precip_oracle,H,665.8043013698631,657.6966232010923,65.73444528836269,8.107678168770803
1969,5,M2_Rar,R,658.5,560.3319645721433,9636.963179764927,98.1680354278567
1969,5,M2_enso,R,658.5,669.4295116165006,119.45422417522104,10.929511616500577
1969,5,M2_precip,R,658.5,629.9482414880367,815.2029141254671,28.55175851196327
1969,5,M2_combo,R,658.5,684.8339064744936,693.4746302073746,26.333906474493574
1969,5,M2_precip_oracle,R,658.5,777.8636801826218,14247.688146739221,119.3636801826218
1969,5,R_persist,R,658.5,610.5,2304.0,48.0
1969,5,R_mean,R,658.5,517.0777777777779,20000.24493827157,141.4222222222221
1969,5,naive_persist,H,678.2443561643836,664.3702465753425,192.49091688872056,13.87410958904104
1969,5,M1,H,678.2443561643836,661.9507278467756,265.4823237523558,16.293628317607954
1969,5,M2_Rar,H,678.2443561643836,652.2318376104923,676.6511215165368,26.012518553891255
1969,5,M2_enso,H,678.2443561643836,658.7995624192222,378.1000037918681,19.444793745161405
1969,5,M2_precip,H,678.2443561643836,656.4227709667302,476.1815805384437,21.82158519765335
1969,5,M2_combo,H,678.2443561643836,659.7269143992917,342.89564952357046,18.517441765091917
1969,5,M2_precip_oracle,H,678.2443561643836,662.1888615299138,257.7789079574893,16.055494634469824
1970,1,M2_Rar,R,925.3,581.3278695626972,118316.82651757683,343.9721304373028
1970,1,M2_enso,R,925.3,432.6435000206052,242710.4269719474,492.65649997939477
1970,1,M2_precip,R,925.3,484.96297232454793,193896.6979420518,440.337027675452
1970,1,M2_combo,R,925.3,462.53913822065925,214147.61519475808,462.7608617793407
1970,1,M2_precip_oracle,R,925.3,640.8782071924235,80895.75622387597,284.4217928075765
1970,1,R_persist,R,925.3,661.6,69537.68999999996,263.69999999999993
1970,1,R_mean,R,925.3,520.9837837837838,163471.60269539806,404.31621621621616
1970,1,naive_persist,H,651.6140273972603,665.8043013698631,201.36387541752754,14.190273972602768
1970,1,M1,H,651.6140273972603,664.8499564928045,175.18981902227296,13.23592909554418
1970,1,M2_Rar,H,651.6140273972603,661.9471141709181,106.7726822719414,10.333086773657783
1970,1,M2_enso,H,651.6140273972603,658.9753549575455,54.18914344981431,7.36132756028519
1970,1,M2_precip,H,651.6140273972603,660.0210659111372,70.67829657380854,8.407038513876842
1970,1,M2_combo,H,651.6140273972603,659.5728800271562,63.34333518440067,7.958852629895887
1970,1,M2_precip_oracle,H,651.6140273972603,663.1373486592883,132.78693290790508,11.523321262027935
1970,5,M2_Rar,R,973.0,581.3278695626972,153407.05776129555,391.6721304373028
1970,5,M2_enso,R,973.0,432.6435000206052,291985.14706998173,540.3564999793948
1970,5,M2_precip,R,973.0,484.96297232454793,238180.14038228997,488.03702767545207
1970,5,M2_combo,R,973.0,462.53913822065925,260570.2914085072,510.46086177934075
1970,5,M2_precip_oracle,R,973.0,602.3995872223903,137344.66595093466,370.6004127776097
1970,5,R_persist,R,973.0,661.6,96969.95999999999,311.4
1970,5,R_mean,R,973.0,520.9837837837838,204318.65972242513,452.0162162162162
1970,5,naive_persist,H,679.3312054794521,665.8043013698631,182.97713479001726,13.526904109589054
1970,5,M1,H,679.3312054794521,662.6151433014555,279.4267347386486,16.716062177996605
1970,5,M2_Rar,H,679.3312054794521,653.6407916731041,659.9973615413976,25.690413806348033
1970,5,M2_enso,H,679.3312054794521,644.2694492559722,1229.3267494747358,35.06175622347996
1970,5,M2_precip,H,679.3312054794521,647.5670634675662,1008.9607177512581,31.76414201188595
1970,5,M2_combo,H,679.3312054794521,646.1537244034823,1100.7452505463348,33.17748107596981
1970,5,M2_precip_oracle,H,679.3312054794521,661.9212401128491,303.1068940663175,17.409965366603046
1971,1,M2_Rar,R,756.4,687.8205566292947,4703.140053035766,68.57944337070523
1971,1,M2_enso,R,756.4,449.42304853730764,94234.84872932817,306.97695146269234
