origin,model,Q_obs,Q_hat,sqerr
2002,M2_oracle,390.5068493150685,343.65848268528225,2194.7694558788703
2003,naive_persist,382.2185792349727,387.6549950031713,29.554616404718065
2003,naive_mean,382.2185792349727,294.486042412635,7696.998017282839
2003,M1,382.2185792349727,357.31166900055223,620.3541774254796
2003,M2,382.2185792349727,355.0360061318597,738.8922805060815
2003,M2m,382.2185792349727,365.24214397920423,288.199353993299
2003,M3,382.2185792349727,338.8602327529443,1879.9462096556265
2003,M4,382.2185792349727,317.00264965762835,4253.1174706371385
2003,M2_oracle,382.2185792349727,500.68189541734137,14033.557280923847
2004,naive_persist,397.8602739726027,397.3800716772753,0.23059424443774623
2004,naive_mean,397.8602739726027,295.9352540924183,10388.709677575993
2004,M1,397.8602739726027,365.5380378128052,1044.7269503697219
2004,M2,397.8602739726027,490.0642664728539,8501.576232986372
2004,M2m,397.8602739726027,369.6216945412093,797.4173683031154
2004,M3,397.8602739726027,509.80370144970266,12531.330955320731
2004,M4,397.8602739726027,509.80370144970266,12531.330955320731
2004,M2_oracle,397.8602739726027,362.7257124125281,1234.4374160186749
2005,naive_persist,271.06301369863013,396.00149516153624,15609.624150256934
2005,naive_mean,271.06301369863013,297.3250629961567,689.695233305716
2005,M1,271.06301369863013,365.9277495427814,8999.318106780596
2005,M2,271.06301369863013,363.38186041588096,8522.769459203255
2005,M2m,271.06301369863013,369.9768389449455,9783.944824858612
2005,M3,271.06301369863013,351.3087961122028,6439.385595166449
2005,M4,271.06301369863013,336.0132666474169,4218.535358111386
2005,M2_oracle,271.06301369863013,307.9143836441226,1358.0234668595463
2006,naive_persist,362.7369863013699,284.76838737103617,6079.102419159235
2006,naive_mean,362.7369863013699,297.1530537410181,4301.252210080773
2006,M1,362.7369863013699,288.45516413691075,5517.789104072332
2006,M2,362.7369863013699,225.39208749792442,18863.621227328673
2006,M2m,362.7369863013699,287.45203438756016,5667.823984664642
2006,M3,362.7369863013699,233.56219510919618,16686.126679541678
2006,M4,362.7369863013699,243.74964099798672,14157.98834234654
2006,M2_oracle,362.7369863013699,408.4919439733353,2093.516151563348
2007,naive_persist,323.8032786885246,385.51360058774617,3808.163828905547
2007,naive_mean,323.8032786885246,298.3471151848926,648.0162603236465
2007,M1,323.8032786885246,356.61152006239627,1076.3807020462255
2007,M2,323.8032786885246,478.9387997732033,24067.029902214796
2007,M2m,323.8032786885246,361.9117990770651,1452.2593262038079
2007,M3,323.8032786885246,486.3379977305276,26417.534894062857
2007,M4,323.8032786885246,496.34815586123204,29771.7346385447
2007,M2_oracle,323.8032786885246,303.48653312352553,412.7701503529087
2008,naive_persist,244.5013698630137,339.0382500641076,8937.22171815598
2008,naive_mean,244.5013698630137,298.88966364994894,2958.086501053978
2008,M1,244.5013698630137,325.3930377859592,6543.461939356092
2008,M2,244.5013698630137,271.4752528866625,727.5903653734872
2008,M2m,244.5013698630137,328.18316159046117,7002.642266715894
2008,M3,244.5013698630137,258.7999454419855,204.44926358756936
2008,M4,244.5013698630137,242.4255959809575,4.308837209426713
2008,M2_oracle,244.5013698630137,275.4434382900804,957.4115985452771
2009,naive_persist,343.0,265.61628453625144,5988.239418974398
2009,naive_mean,343.0,298.45185603003165,1984.5371311690276
2009,M1,343.0,276.4541610030233,4428.348687811548
2009,M2,343.0,221.29615853841642,14811.82502650627
2009,M2m,343.0,273.5388921326621,4824.845506157949
2009,M3,343.0,224.86502284906692,13955.872826451481
2009,M4,343.0,229.50086884026814,12882.052774014015
2009,M2_oracle,343.0,273.69921805079775,4802.598378770876
2010,naive_persist,226.46575342465752,348.2819210376647,14839.178691920257
2010,naive_mean,226.46575342465752,299.09899973142956,5275.588469060213
2010,M1,226.46575342465752,330.98168472915177,10923.57989644576
2010,M2,226.46575342465752,335.1393198629885,11809.944042426334
2010,M2m,226.46575342465752,334.72636647925674,11720.360338957658
2010,M3,226.46575342465752,307.19027900690116,6516.4490304783085
2010,M4,226.46575342465752,272.46635076405755,2116.0549555816174
2010,M2_oracle,226.46575342465752,270.7040362571829,1957.0256679705103
2011,naive_persist,217.6448087431694,241.40397472968243,564.4979683746782
2011,naive_mean,217.6448087431694,298.3593199237148,6514.832315114389
2011,M1,217.6448087431694,261.5084451483617,1924.0185986869133
2011,M2,217.6448087431694,192.0505151698162,655.0678635189881
2011,M2m,217.6448087431694,256.13094456152294,1481.1826502287558
2011,M3,217.6448087431694,202.6775152299124,224.01987511198521
2011,M4,217.6448087431694,215.855405629085,3.201963504694925
2011,M2_oracle,217.6448087431694,214.18813140867496,11.948618194807514
2012,naive_persist,176.44109589041096,231.16724178306504,2994.9510442640585
2012,naive_mean,176.44109589041096,297.5087872890231,14657.385900589577
2012,M1,176.44109589041096,254.3199213066705,6065.111448216231
2012,M2,176.44109589041096,207.4496549954124,961.5307377683677
2012,M2m,176.44109589041096,248.62172547465207,5210.043287177422
2012,M3,176.44109589041096,201.24508051022258,615.2376530198511
2012,M4,176.44109589041096,193.5699446869644,293.3974610951898
2012,M2_oracle,176.44109589041096,200.2137851595594,565.1407550874849
2013,naive_persist,127.24109589041096,197.05194972982417,4873.555313787914
2013,naive_mean,127.24109589041096,296.2530768195329,28565.049697585877
2013,M1,127.24109589041096,230.80211443191183,10724.884561353087
2013,M2,127.24109589041096,175.5009019680283,2329.0088826492315
2013,M2m,127.24109589041096,223.3557488880665,9238.026520859736
2013,M3,127.24109589041096,176.65027215262944,2441.2666989109744
2013,M4,127.24109589041096,178.07362265378606,2583.9457771492457
2013,M2_oracle,127.24109589041096,172.17943021354313,2019.4538917375987
2014,naive_persist,244.2904109589041,158.68543042334932,7328.2126924927115
2014,naive_mean,244.2904109589041,294.5547108146425,2526.499839987582
2014,M1,244.2904109589041,202.46693979257543,1749.2027404007247
2014,M2,244.2904109589041,143.60357664257072,10137.838604644769
2014,M2m,244.2904109589041,194.39693754128803,2489.358689674361
2014,M3,244.2904109589041,148.48163655075632,9179.321253591352
2014,M4,244.2904109589041,154.46259207399999,8069.037045619134
2014,M2_oracle,244.2904109589041,248.59691406600314,18.545969011453746
2015,naive_persist,345.28688524590166,237.46854849952888,11624.793738754239
2015,naive_mean,345.28688524590166,293.85853810348226,2644.8748898011972
2015,M1,345.28688524590166,256.11958712068963,7950.80705495044
2015,M2,345.28688524590166,305.1320165299826,1612.4134815926957
2015,M2m,345.28688524590166,251.77550070209645,8744.37903929941
2015,M3,345.28688524590166,309.1019181120714,1309.3518464763747
2015,M4,345.28688524590166,314.0135348742251,978.0224434696413
2015,M2_oracle,345.28688524590166,293.7539709701223,2655.641253754826
2016,naive_persist,339.1510989010989,330.06589229871315,82.54097900803394
2016,naive_mean,339.1510989010989,294.2947712865571,2012.0901270631089
2016,M1,339.1510989010989,317.3215018064325,476.53130931546946
2016,M2,339.1510989010989,361.808648945595,513.3645740188442
2016,M2m,339.1510989010989,319.94572589244035,368.8463524017111
2016,M3,339.1510989010989,348.18932804880615,81.6895861264645
2016,M4,339.1510989010989,331.73334121967173,55.02312902037208
2016,M2_oracle,339.1510989010989,293.6040738898064,2074.5314873793077
2017,naive_persist,283.1923076923077,321.07529074573995,1435.1204050266365
2017,naive_mean,283.1923076923077,294.61358699440507,130.44562089651822
2017,M1,283.1923076923077,311.5768941119509,805.6847462141931
2017,M2,283.1923076923077,287.63806300580836,19.76474030751956
2017,M2m,283.1923076923077,313.51354921171014,919.3776872779358
2017,M3,283.1923076923077,277.699577852472,30.170081093421558
2017,M4,283.1923076923077,264.57318873363283,346.6715907972851
2017,M2_oracle,283.1923076923077,340.3038994634844,3261.733914637542
2018,naive_persist,344.2038567493113,291.93210415719113,2732.33611905182
2018,naive_mean,344.2038567493113,294.58204013749673,2462.3246838565547
2018,M1,344.2038567493113,292.5404485509325,2669.10774667231
2018,M2,344.2038567493113,318.1645970669488,678.0430448055099
2018,M2m,344.2038567493113,292.1318396455599,2711.4949652533746
2018,M3,344.2038567493113,335.88608371520286,69.1853482469413
2018,M4,344.2038567493113,358.41888391283874,202.06699725982332
2018,M2_oracle,344.2038567493113,269.0375150193431,5649.978929066354
2019,naive_persist,280.3626373626374,355.94819665228124,5713.176773128268
2019,naive_mean,280.3626373626374,295.29560009697116,222.99337602500154
2019,M1,280.3626373626374,334.48916481749484,2929.680974321439
2019,M2,280.3626373626374,316.49501318682405,1305.5485827002701
2019,M2m,280.3626373626374,338.9871834809428,3436.8374075773204
2019,M3,280.3626373626374,281.09009544911714,0.5291952675848104
2019,M4,280.3626373626374,244.04114567703755,1319.2507582670971
2019,M2_oracle,280.3626373626374,290.8801676089679,110.61844248247739
2020,naive_persist,269.6183844011142,293.03664479907275,548.414920066593
2020,naive_mean,269.6183844011142,295.26963509354664,657.986662086015
2020,M1,269.6183844011142,293.5301667603512,571.7733355955182
2020,M2,269.6183844011142,245.62776719452904,575.5497139529004
2020,M2m,269.6183844011142,293.15419339729624,553.9343051047629
2020,M3,269.6183844011142,244.8427652565597,613.8313039960167
2020,M4,269.6183844011142,243.85370907776542,663.8184945175784
2020,M2_oracle,269.6183844011142,254.8748770121565,217.3710101282506
2021,naive_persist,170.24931506849316,284.9585941956366,13158.2187178689
2021,naive_mean,170.24931506849316,295.15246417425215,15600.796656535462
2021,M1,170.24931506849316,288.28123844774836,13931.534936606371
2021,M2,170.24931506849316,249.6911253325993,6311.001218038242
2021,M2m,170.24931506849316,287.25600669202004,13690.565884683114
2021,M3,170.24931506849316,238.70093243759084,4685.623920445355
2021,M4,170.24931506849316,224.6860330183781,2963.3562611553266
2021,M2_oracle,170.24931506849316,235.22078190944057,4221.291503464329
2022,naive_persist,116.0027397260274,192.49926577560518,5851.718497653732
2022,naive_mean,116.0027397260274,293.9990574506719,31682.68912353259
2022,M1,116.0027397260274,228.00092441107745,12543.59337274658
2022,M2,116.0027397260274,167.21915320208836,2623.1210093508394
2022,M2m,116.0027397260274,219.42353520496636,10695.86093749652
2022,M3,116.0027397260274,183.27547091057022,4525.62036102776
2022,M4,116.0027397260274,202.51923567599488,7485.104071460739
2022,M2_oracle,116.0027397260274,174.74882755236376,3451.1028348996256
