origin,horizon,model,obs,pred,below_660_obs,below_660_pred,sqerr,abserr
1978,1,M2,682.3877534246575,663.970136088857,0,0,339.2086283279796,18.417617335800514
1978,1,M2m,682.3877534246575,671.0202415979077,0,0,129.22032513129702,11.36751182674982
1978,1,M3,682.3877534246575,664.3687640788038,0,0,324.683977045989,18.018989345853697
1978,1,M4,682.3877534246575,664.8831947482206,0,0,306.4095744568219,17.504558676436886
1978,1,M2_oracle,682.3877534246575,677.3451956075867,0,0,25.427389338501982,5.042557817070815
1978,5,naive_persist,657.3258677685951,673.2055807365439,1,0,252.1652839444401,15.879712967948763
1978,5,naive_mean,657.3258677685951,664.1156590159492,1,0,46.101265182645804,6.78979124735406
1978,5,M1,657.3258677685951,667.0281859366833,1,0,94.13497783481321,9.70231816808814
1978,5,M2,657.3258677685951,643.9631101524762,1,1,178.56329110714287,13.36275761611887
1978,5,M2m,657.3258677685951,666.2860746471662,1,0,80.28530730679209,8.960206878571057
1978,5,M3,657.3258677685951,644.0584196118169,1,1,176.02518059279691,13.267448156778187
1978,5,M4,657.3258677685951,644.3005446480049,1,1,169.65904239578165,13.025323120590201
1978,5,M2_oracle,657.3258677685951,655.9742176955438,1,1,1.8269579199797465,1.3516500730513599
1979,1,naive_persist,663.3322857142857,682.3877534246575,0,0,363.11084966102123,19.055467710371772
1979,1,naive_mean,663.3322857142857,664.5128784596167,0,0,1.3937992303280813,1.180592745330955
1979,1,M1,663.3322857142857,679.0512952429904,0,0,247.08726056350747,15.719009528704646
1979,1,M2,663.3322857142857,685.0712626267554,0,0,472.58311720088795,21.73897691246964
1979,1,M2m,663.3322857142857,678.4208372622869,0,0,227.66438781668916,15.088551548001192
1979,1,M3,663.3322857142857,683.2166634600826,0,0,395.3884783375423,19.884377745796883
1979,1,M4,663.3322857142857,680.9817097820145,0,0,311.5021699225237,17.649424067728773
1979,1,M2_oracle,663.3322857142857,668.1291949818352,0,0,23.01033852110223,4.796909267549495
1979,5,naive_persist,638.7970218579235,682.3877534246575,1,0,1900.1518785230605,43.59073156673401
1979,5,naive_mean,638.7970218579235,664.5128784596167,1,0,661.3052807588472,25.71585660169319
1979,5,M1,638.7970218579235,671.109704847275,1,0,1044.1094819703267,32.312682989351515
1979,5,M2,638.7970218579235,690.9720521342367,1,0,2722.233784334203,52.17503027631324
1979,5,M2m,638.7970218579235,669.6979540876453,1,0,954.8676126658579,30.900932229721775
1979,5,M3,638.7970218579235,690.5188506772214,1,0,2675.147576412756,51.72182881929791
1979,5,M4,638.7970218579235,689.4106496002928,1,0,2561.739313243137,50.61362774236932
1979,5,M2_oracle,638.7970218579235,645.0104730776766,1,1,38.60697606025124,6.213451219753097
1980,1,naive_persist,674.4084806629834,663.3322857142857,0,0,122.6820945415556,11.076194948697662
1980,1,naive_mean,674.4084806629834,664.4877594650352,0,0,98.42070908741843,9.920721197948183
1980,1,M1,674.4084806629834,663.4439237240199,0,0,120.22150886777226,10.964556938963483
1980,1,M2,674.4084806629834,652.5034459801143,0,1,479.83054445769756,21.905034682869086
1980,1,M2m,674.4084806629834,663.3552495031013,0,0,122.17391907378865,11.053231159882102
1980,1,M3,674.4084806629834,654.0394689707637,0,1,414.8966373177835,20.369011692219715
1980,1,M4,674.4084806629834,655.9384073243525,0,1,341.1436091344028,18.47007333863087
1980,1,M2_oracle,674.4084806629834,676.8576033583306,0,0,5.99820197686487,2.449122695347228
1980,5,naive_persist,659.312561983471,663.3322857142857,1,0,16.158178872074767,4.01972373081469
1980,5,naive_mean,659.312561983471,664.4877594650352,1,0,26.782668973188116,5.175197481564169
1980,5,M1,659.312561983471,663.6898572433191,1,0,19.160713791888618,4.377295259848097
1980,5,M2,659.312561983471,629.2635085222933,1,1,902.9456139127202,30.049053461177778
1980,5,M2m,659.312561983471,663.4045324391282,1,0,16.744222209970847,4.091970455657133
1980,5,M3,659.312561983471,629.6232460183536,1,1,881.4554824765768,29.68931596511743
1980,5,M4,659.312561983471,630.5146091083515,1,1,829.3220897976071,28.797952875119563
1980,5,M2_oracle,659.312561983471,646.9124442457536,1,1,153.7629199092546,12.400117737717437
1981,1,naive_persist,665.4723287671233,674.4084806629834,0,0,79.85481070588443,8.936151895860121
1981,1,naive_mean,665.4723287671233,664.6944411566592,0,0,0.6051091345134899,0.7778876104640631
1981,1,M1,665.4723287671233,672.2508465977647,0,0,45.948303980324425,6.778517830641476
1981,1,M2,665.4723287671233,684.9942647830646,0,0,381.10598581050914,19.521936015941378
1981,1,M2m,665.4723287671233,672.0758063137854,0,0,43.60591570927096,6.603477546662134
1981,1,M3,665.4723287671233,685.82061727603,0,0,414.05284524170696,20.348288508906762
1981,1,M4,665.4723287671233,686.9098442040247,0,0,459.56706810738734,21.437515436901435
1981,1,M2_oracle,665.4723287671233,662.2777999562401,0,0,10.205014323562734,3.1945288108831846
1981,5,naive_persist,666.7662465753424,674.4084806629834,0,0,58.403741850301856,7.642234087640986
1981,5,naive_mean,666.7662465753424,664.6944411566592,0,0,4.2923776928850605,2.071805418683198
1981,5,M1,666.7662465753424,667.5143743904529,0,0,0.5596952277419789,0.7481278151104789
1981,5,M2,666.7662465753424,707.7355729431274,0,0,1678.4857030300846,40.969326367785015
1981,5,M2m,666.7662465753424,667.0645510670861,0,0,0.08898556979446287,0.2983044917436928
1981,5,M3,666.7662465753424,707.9305284967937,0,0,1694.498106108725,41.164281921451334
1981,5,M4,666.7662465753424,708.4315269611261,0,0,1735.9955896259733,41.66528038578372
1981,5,M2_oracle,666.7662465753424,655.7147297257416,0,1,122.13602467701105,11.05151684960083
1982,1,naive_persist,657.3258677685951,665.4723287671233,1,0,66.36482680054011,8.146460998528141
1982,1,naive_mean,657.3258677685951,664.7103164140156,1,0,54.53008179685169,7.384448645420434
1982,1,M1,657.3258677685951,665.1886828328018,1,0,61.82386073391491,7.862815064206643
1982,1,M2,657.3258677685951,655.811444922927,1,1,2.293476555481618,1.5144228456681503
1982,1,M2m,657.3258677685951,665.0939238962105,1,0,60.34269600178331,7.768056127615409
1982,1,M3,657.3258677685951,654.6846863524185,1,1,6.97583927315697,2.6411814161766642
1982,1,M4,657.3258677685951,653.2559198485391,1,1,16.56447607196858,4.069947920056052
1982,1,M2_oracle,657.3258677685951,656.7074280911518,1,1,0.3824676346362324,0.618439677443348
1982,5,naive_persist,684.2446428571428,665.4723287671233,0,0,352.399776294347,18.772314090019563
1982,5,naive_mean,684.2446428571428,664.7103164140156,0,0,381.5899095866613,19.53432644312727
1982,5,M1,684.2446428571428,664.5772248570834,0,0,386.8073307890627,19.667418000059456
1982,5,M2,684.2446428571428,634.8910674352603,0,1,2435.7754069234456,49.35357542188251
1982,5,M2m,684.2446428571428,664.2744985858213,0,0,398.80666221739443,19.970144271321487
1982,5,M3,684.2446428571428,634.6222665492808,0,1,2462.3802304390692,49.622376307862055
1982,5,M4,684.2446428571428,633.9461896699278,0,1,2529.9343930264636,50.298453187215046
1982,5,M2_oracle,684.2446428571428,684.0970581940635,0,0,0.021781232776238908,0.1475846630793285
1983,1,naive_persist,638.7970218579235,657.3258677685951,1,1,343.31813078141295,18.528845910671635
1983,1,naive_mean,638.7970218579235,664.5626274411072,1,0,663.8664310681892,25.765605583183742
1983,1,M1,638.7970218579235,658.7800353786726,1,1,399.3208293704401,19.98301352074907
1983,1,M2,638.7970218579235,650.4936010268896,1,1,136.8099642558913,11.696579168966082
1983,1,M2m,638.7970218579235,658.6728201961182,1,1,395.04735958058427,19.875798338194727
1983,1,M3,638.7970218579235,650.2662435369905,1,1,131.54304592358056,11.469221679067005
1983,1,M4,638.7970218579235,649.974106312359,1,1,124.9272169015847,11.177084454435544
1983,1,M2_oracle,638.7970218579235,643.0163328602412,1,1,17.802585334279037,4.219311002317681
1983,5,naive_persist,664.6300273224043,657.3258677685951,0,1,53.35074678750221,7.3041595538092
1983,5,naive_mean,664.6300273224043,664.5626274411072,0,0,0.004542743998862116,0.06739988129709218
1983,5,M1,664.6300273224043,661.9096105703047,0,0,7.40066730510411,2.720416752099595
1983,5,M2,664.6300273224043,635.6980360833364,0,1,837.0601170575007,28.931991239067884
1983,5,M2m,664.6300273224043,661.5897031093165,0,0,9.24357132068821,3.0403242130878425
1983,5,M3,664.6300273224043,635.6437329944727,0,1,840.2052588654831,28.98629432793166
1983,5,M4,664.6300273224043,635.5061221146213,0,1,848.2018545519279,29.12390520778297
1983,5,M2_oracle,664.6300273224043,666.741672709476,0,0,4.459046240741146,2.1116453870716896
1984,1,naive_persist,659.312561983471,638.7970218579235,1,1,420.8873866429514,20.515540125547545
1984,1,naive_mean,659.312561983471,664.0574194884957,1,0,22.513672742989193,4.744857505024697
1984,1,M1,659.312561983471,643.8087913675886,1,1,240.36690330989993,15.503770615882445
1984,1,M2,659.312561983471,627.9492720235237,1,1,983.6559571117334,31.363289959947338
1984,1,M2m,659.312561983471,643.9620142088728,1,1,235.63931698022256,15.350547774598226
1984,1,M3,659.312561983471,629.3351101537914,1,1,898.6476182007597,29.97745182967958
1984,1,M4,659.312561983471,631.1303801284474,1,1,794.2353741096215,28.1821818550236
1984,1,M2_oracle,659.312561983471,644.5971336755912,1,1,216.54383028435154,14.715428307879847
1984,5,naive_persist,644.1396164383561,638.7970218579235,1,1,28.543316850868433,5.34259458043266
1984,5,naive_mean,644.1396164383561,664.0574194884957,1,0,396.71887834414963,19.917803050139582
1984,5,M1,644.1396164383561,655.0305308531466,1,1,118.61201679029091,10.890914414790473
1984,5,M2,644.1396164383561,610.0,1,1,1165.5134105580769,34.13961643835614
1984,5,M2m,644.1396164383561,655.2363921465384,1,1,123.13843111770336,11.096775708182236
1984,5,M3,644.1396164383561,610.0,1,1,1165.5134105580769,34.13961643835614
1984,5,M4,644.1396164383561,610.0,1,1,1165.5134105580769,34.13961643835614
1984,5,M2_oracle,644.1396164383561,647.5453208906498,1,1,11.598822816372873,3.405704452293662
1985,1,naive_persist,666.7662465753424,659.312561983471,0,1,55.5574139951006,7.453684591871365
1985,1,naive_mean,666.7662465753424,663.9661722287836,0,0,7.840416346256381,2.8000743465587448
1985,1,M1,666.7662465753424,660.3038948227476,0,0,41.761990174265435,6.462351752594827
1985,1,M2,666.7662465753424,662.4219799066008,0,0,18.872652889139456,4.344266668741625
1985,1,M2m,666.7662465753424,660.2223333810198,0,0,42.822799894829586,6.543913194322613
1985,1,M3,666.7662465753424,657.5667502685089,0,1,84.63073229944234,9.199496306833453
1985,1,M4,666.7662465753424,651.795031041655,0,1,224.13729455612372,14.971215533687428
1985,1,M2_oracle,666.7662465753424,667.798858069054,0,0,1.0662864969452113,1.0326114937115562
1985,5,naive_persist,645.8410220994475,659.312561983471,1,1,181.48238684683628,13.471539884023514
1985,5,naive_mean,645.8410220994475,663.9661722287836,1,0,328.5210672109737,18.125150129336134
1985,5,M1,645.8410220994475,662.3092531045438,1,0,271.2026324372151,16.4682310050963
1985,5,M2,645.8410220994475,668.645057631508,1,0,520.0240365474796,22.80403553206054
1985,5,M2m,645.8410220994475,662.0431172893935,1,0,262.507888544072,16.20209518994602
1985,5,M3,645.8410220994475,667.6484057798815,1,0,475.5619829856586,21.807383680433986
1985,5,M4,645.8410220994475,665.2433373722325,1,0,376.44983794454674,19.402315272785017
1985,5,M2_oracle,645.8410220994475,663.3428415162903,1,0,306.3136828997739,17.50181941684275
1986,1,naive_persist,684.2446428571428,666.7662465753424,0,0,305.494336583655,17.47839628180043
1986,1,naive_mean,684.2446428571428,664.0190038202281,0,0,409.0764744515672,20.225639036914686
1986,1,M1,684.2446428571428,665.9751930795165,0,0,333.7727951772089,18.269449777626278
1986,1,M2,684.2446428571428,673.2404496351041,0,0,121.09226846796201,11.00419322203868
1986,1,M2m,684.2446428571428,665.8742759109781,0,0,337.4703817367414,18.370366946164722
1986,1,M3,684.2446428571428,673.5919369646734,0,0,113.48014283145196,10.652705892469385
1986,1,M4,684.2446428571428,674.0717231409229,0,0,103.48829555265546,10.172919716219894
1986,1,M2_oracle,684.2446428571428,692.5870120608378,0,0,69.59512393075781,8.342369203694943
1986,5,naive_persist,654.815867768595,666.7662465753424,1,0,142.81155362475695,11.95037880674738
1986,5,naive_mean,654.815867768595,664.0190038202281,1,0,84.69771318486931,9.203136051633123
1986,5,M1,654.815867768595,664.3875257991232,1,0,91.6166374533744,9.57165803052817
1986,5,M2,654.815867768595,686.2070365071868,1,0,985.4054747747414,31.391168738591773
1986,5,M2m,654.815867768595,664.0878297646234,1,0,85.96927925579459,9.27196199602838
1986,5,M3,654.815867768595,686.280156639822,1,0,990.0014741720217,31.46428887122704
1986,5,M4,654.815867768595,686.4710593426082,1,0,1002.0511535874764,31.6551915740132
1986,5,M2_oracle,654.815867768595,677.5700990874536,1,0,517.7550429121262,22.754231318858615
1987,1,naive_persist,664.6300273224043,684.2446428571428,0,0,384.7331425756051,19.614615534738505
1987,1,naive_mean,664.6300273224043,664.3935526912821,0,0,0.05592025116437012,0.23647463112217793
1987,1,M1,664.6300273224043,679.3897703112189,0,0,217.85001309585988,14.759742988814537
1987,1,M2,664.6300273224043,703.6933974660094,0,0,1525.946886976297,39.063370143605084
1987,1,M2m,664.6300273224043,679.1318332997952,0,0,210.30237660588924,14.501805977390859
1987,1,M3,664.6300273224043,706.0231819443733,0,0,1713.3932495582303,41.39315462196896
1987,1,M4,664.6300273224043,709.4114795861882,0,0,2005.378466853554,44.781452263783876
1987,1,M2_oracle,664.6300273224043,666.9042618970706,0,0,5.17214290060739,2.2742345746662522
1987,5,naive_persist,691.9603825136612,684.2446428571428,0,0,59.53263844717059,7.715739656518394
1987,5,naive_mean,691.9603825136612,664.3935526912821,0,0,759.9301064560085,27.566829822379077
1987,5,M1,691.9603825136612,669.5172020615803,0,0,503.6963488046673,22.443180452080924
1987,5,M2,691.9603825136612,710.0,0,0,325.42779905342,18.039617486338784
1987,5,M2m,691.9603825136612,668.9729371656355,0,0,528.4226436284704,22.987445348025744
1987,5,M3,691.9603825136612,710.0,0,0,325.42779905342,18.039617486338784
1987,5,M4,691.9603825136612,710.0,0,0,325.42779905342,18.039617486338784
1987,5,M2_oracle,691.9603825136612,706.1174027164116,0,0,200.42122102108144,14.157020202750346
1988,1,naive_persist,644.1396164383561,664.6300273224043,1,0,419.85693819711986,20.490410884048174
1988,1,naive_mean,644.1396164383561,664.3978522300298,1,0,410.39611739104754,20.258235791673656
1988,1,M1,644.1396164383561,664.4571597961897,1,0,412.8025680974453,20.31754335783353
1988,1,M2,644.1396164383561,652.1111529698971,1,1,63.545394673692805,7.971536531541005
1988,1,M2m,644.1396164383561,664.3731146694954,1,0,409.3944506695158,20.233498231139265
1988,1,M3,644.1396164383561,652.7407276850029,1,1,73.97911467719275,8.601111246646724
1988,1,M4,644.1396164383561,653.7597495365721,1,1,92.546960827391,9.620133098216002
1988,1,M2_oracle,644.1396164383561,649.2530564461711,1,1,26.147268713522205,5.113440007814916
1988,5,naive_persist,683.4519178082193,664.6300273224043,0,0,354.2635614600112,18.821890485814947
1988,5,naive_mean,683.4519178082193,664.3978522300298,0,0,363.05741505794464,19.054065578189466
1988,5,M1,683.4519178082193,664.1308278260999,0,0,373.3045180971531,19.32108998211936
1988,5,M2,683.4519178082193,627.5232572244722,0,1,3128.0150746919803,55.928660583747046
1988,5,M2m,683.4519178082193,663.8685212573776,0,0,383.5094204675191,19.583396550841712
1988,5,M3,683.4519178082193,627.652214880714,0,1,3113.606846797835,55.79970292750522
1988,5,M4,683.4519178082193,628.0225276974053,0,1,3072.417288056803,55.42939011081398
1988,5,M2_oracle,683.4519178082193,687.1553401971561,0,0,13.715337390878465,3.703422388936815
1989,1,naive_persist,645.8410220994475,644.1396164383561,1,1,2.894781223593766,1.7014056610913713
1989,1,naive_mean,645.8410220994475,664.0360980194642,1,0,331.0607877351728,18.195075920016734
1989,1,M1,645.8410220994475,649.3155632682281,1,1,12.072436333550892,3.474541168780547
1989,1,M2,645.8410220994475,633.5384406054034,1,1,151.35351141759753,12.302581494044148
1989,1,M2m,645.8410220994475,648.9557271226588,1,1,9.701387381617618,3.114705023211286
1989,1,M3,645.8410220994475,634.9811926733908,1,1,117.93589516304836,10.859829426056763
1989,1,M4,645.8410220994475,637.4064543962802,1,1,71.1419323393132,8.434567703167318
1989,1,M2_oracle,645.8410220994475,653.2359227462675,1,1,54.68455557633914,7.39490064682002
1989,5,naive_persist,669.7203287671233,644.1396164383561,0,1,654.3728432471403,25.580712328767163
1989,5,naive_mean,669.7203287671233,664.0360980194642,0,0,32.31047919263265,5.684230747659058
1989,5,M1,669.7203287671233,659.0747050509502,0,1,113.32930430634667,10.645623716173077
1989,5,M2,669.7203287671233,612.7246262683301,0,1,3248.5101033309425,56.99570249879321
1989,5,M2m,669.7203287671233,658.4114361109275,0,1,127.89105310935885,11.30889265619578
1989,5,M3,669.7203287671233,613.0215424999484,0,1,3214.752364170782,56.69878626717491
1989,5,M4,669.7203287671233,613.8927189959471,0,1,3116.7220127627265,55.827609771176185
1989,5,M2_oracle,669.7203287671233,673.5101459322448,0,0,14.362714145049278,3.7898171651214625
1990,1,naive_persist,654.815867768595,645.8410220994475,1,1,80.54785478501562,8.974845669147498
1990,1,naive_mean,654.815867768595,663.7168861612183,1,0,79.22812842581853,8.901018392623314
1990,1,M1,654.815867768595,650.3734871873958,1,1,19.734745228216145,4.442380581199245
1990,1,M2,654.815867768595,653.7057574100143,1,1,1.2323450082282925,1.110110358580755
1990,1,M2m,654.815867768595,649.9518697305632,1,1,23.65847691397729,4.863998038031809
1990,1,M3,654.815867768595,655.7458482319258,1,1,0.864863662177009,0.9299804633308213
1990,1,M4,654.815867768595,659.5175428781395,1,1,22.105748835709846,4.701675109544453
1990,1,M2_oracle,654.815867768595,662.8632246779633,1,0,64.75995322675801,8.047356909368318
1990,5,naive_persist,664.470602739726,645.8410220994475,0,1,347.06127483263964,18.629580640278505
1990,5,naive_mean,664.470602739726,663.7168861612183,0,0,0.5680886807173422,0.7537165785076922
1990,5,M1,664.470602739726,659.0664108739243,0,1,29.205289722397794,5.404191865801749
1990,5,M2,664.470602739726,669.654928350227,0,0,26.877232035696476,5.184325610500991
1990,5,M2m,664.470602739726,658.2884009663627,0,1,38.219618766576545,6.182201773363317
1990,5,M3,664.470602739726,670.1072844142086,0,0,31.772180299447836,5.636681674482588
1990,5,M4,664.470602739726,671.51142125174,0,0,49.573125319118624,7.040818512013971
1990,5,M2_oracle,664.470602739726,663.0060300265466,0,0,2.144973232189816,1.4645727131794501
1991,1,naive_persist,691.9603825136612,654.815867768595,0,1,1379.7149756464405,37.1445147450662
1991,1,naive_mean,691.9603825136612,663.5634203268627,0,0,806.3874614384657,28.396962186798532
1991,1,M1,691.9603825136612,657.0325305332227,0,1,1219.954843967422,34.927851980438504
1991,1,M2,691.9603825136612,668.716663673219,0,0,540.2704655335264,23.24371884044217
1991,1,M2m,691.9603825136612,656.6519290541155,0,1,1246.686885704906,35.30845345954572
1991,1,M3,691.9603825136612,670.6974229715215,0,0,452.1134484906696,21.262959542139697
1991,1,M4,691.9603825136612,675.0417422114621,0,0,286.2403896751974,16.91864030219915
1991,1,M2_oracle,691.9603825136612,690.734832865207,0,0,1.5019719408263648,1.2255496484542618
1991,5,naive_persist,644.7381147540983,654.815867768595,1,1,101.56110582119719,10.077753014496693
1991,5,naive_mean,644.7381147540983,663.5634203268627,1,0,354.392129907953,18.825305572764364
1991,5,M1,644.7381147540983,661.2035877688053,1,0,271.1118015980431,16.46547301470696
1991,5,M2,644.7381147540983,697.6886114391833,1,0,2803.7550991971975,52.950496685085
1991,5,M2m,644.7381147540983,660.4786359581074,1,0,247.76400777385825,15.740521204009042
1991,5,M3,644.7381147540983,698.1638304453658,1,0,2854.30709712414,53.42571569126744
1991,5,M4,644.7381147540983,699.7983776875001,1,0,3031.632554295336,55.06026293340176
1991,5,M2_oracle,644.7381147540983,648.0188006212093,1,1,10.762899758661504,3.2806858671109467
1992,1,naive_persist,683.4519178082193,691.9603825136612,0,0,72.3939716437514,8.508464705441952
1992,1,naive_mean,683.4519178082193,664.0447247707067,0,0,376.6391415952764,19.40719303751257
1992,1,M1,683.4519178082193,683.6764284139031,0,0,0.05040501206450852,0.224510605683804
1992,1,M2,683.4519178082193,710.0,0,0,704.8006680615455,26.548082191780736
1992,1,M2m,683.4519178082193,685.3108616943867,0,0,3.4556723719194555,1.8589438861674807
1992,1,M3,683.4519178082193,710.0,0,0,704.8006680615455,26.548082191780736
1992,1,M4,683.4519178082193,710.0,0,0,704.8006680615455,26.548082191780736
1992,1,M2_oracle,683.4519178082193,677.1619688652569,0,0,39.563457705073596,6.289948942962383
1992,5,naive_persist,662.8175616438356,691.9603825136612,0,0,849.3040082507449,29.14282086982564
1992,5,naive_mean,662.8175616438356,664.0447247707067,0,0,1.5059293399521019,1.227163126871119
1992,5,M1,662.8175616438356,669.1957078116452,0,0,40.680748537944694,6.378146167809632
1992,5,M2,662.8175616438356,710.0,0,0,2226.182489233256,47.182438356164425
1992,5,M2m,662.8175616438356,671.4616615280106,0,0,74.72046280759484,8.644099884175034
1992,5,M3,662.8175616438356,710.0,0,0,2226.182489233256,47.182438356164425
1992,5,M4,662.8175616438356,710.0,0,0,2226.182489233256,47.182438356164425
1992,5,M2_oracle,662.8175616438356,658.4415258872509,0,1,19.149688942907446,4.376035756584656
1993,1,naive_persist,669.7203287671233,683.4519178082193,0,0,188.5565375935466,13.731589041095958
1993,1,naive_mean,669.7203287671233,664.3681779879986,0,0,28.645517962485275,5.352150779124713
1993,1,M1,669.7203287671233,677.7482309006734,0,0,64.4472126658587,8.027902133550128
1993,1,M2,669.7203287671233,671.2362254673764,0,0,2.2979428058380904,1.5158967002530517
1993,1,M2m,669.7203287671233,679.1145248551965,0,0,88.25092014116903,9.394196088073159
1993,1,M3,669.7203287671233,669.6009484740338,0,0,0.01425165437814315,0.11938029308953446
1993,1,M4,669.7203287671233,666.0878133611695,0,0,13.195168174491469,3.632515405953768
1993,1,M2_oracle,669.7203287671233,672.4935306361967,0,0,7.690648606632378,2.773201869073432
1993,5,naive_persist,667.6309863013698,683.4519178082193,0,0,250.30187374442107,15.820931506849433
1993,5,naive_mean,667.6309863013698,664.3681779879986,0,0,10.645918089804463,3.262808313371238
1993,5,M1,667.6309863013698,667.7921870246764,0,0,0.025985673194568563,0.1612007233065924
1993,5,M2,667.6309863013698,644.7967079254697,0,1,521.4042689480995,22.834278375900112
1993,5,M2m,667.6309863013698,669.7267166272368,0,0,4.3920855987584035,2.0957303258669526
1993,5,M3,667.6309863013698,644.3778371113009,0,1,540.7089472556038,23.25314919006894
1993,5,M4,667.6309863013698,642.9528940433091,0,1,609.0082374973555,24.6780922580607
1993,5,M2_oracle,667.6309863013698,666.1987169973636,0,0,2.05139535919852,1.4322693040062404
1994,1,naive_persist,664.470602739726,669.7203287671233,0,0,27.559623362732502,5.249726027397287
1994,1,naive_mean,664.470602739726,664.4559181647055,0,0,0.00021563674353299324,0.014684575020510238
1994,1,M1,664.470602739726,668.0135841259835,0,0,12.552717103366776,3.542981386257452
1994,1,M2,664.470602739726,661.8074388897011,0,0,7.092441692079681,2.6631638500249437
1994,1,M2m,664.470602739726,668.3812180268712,0,0,15.292911924053888,3.9106152871452196
1994,1,M3,664.470602739726,662.5497918677236,0,0,3.689514406002806,1.9208108720024484
1994,1,M4,664.470602739726,664.1454286327722,0,0,0.10573819983319854,0.32517410695379567
1994,1,M2_oracle,664.470602739726,662.397760658206,0,0,4.2966742949200825,2.0728420815199797
1994,5,naive_persist,670.4018082191781,669.7203287671233,0,0,0.46441424357285505,0.6814794520547593
1994,5,naive_mean,670.4018082191781,664.4559181647055,0,0,35.353608539875665,5.945890054472557
1994,5,M1,670.4018082191781,665.134375048618,0,0,27.74585220631604,5.267433170560025
1994,5,M2,670.4018082191781,644.870572325565,0,1,651.8440062553143,25.53123589361303
1994,5,M2m,670.4018082191781,665.5149655864114,0,0,23.88123091742535,4.886842632766616
1994,5,M3,670.4018082191781,645.0569203110688,0,1,642.3633430746243,25.344887908109285
1994,5,M4,670.4018082191781,645.6907577997858,0,1,610.6360128297446,24.711050419392222
1994,5,M2_oracle,670.4018082191781,656.4258133871881,0,1,195.3284315438102,13.975994831989965
1995,1,naive_persist,644.7381147540983,664.470602739726,1,0,389.3710821029415,19.7324879856277
1995,1,naive_mean,644.7381147540983,664.4561550126897,1,0,388.80111163943013,19.718040258591373
1995,1,M1,644.7381147540983,664.3686210944223,1,0,385.3567791775015,19.63050634032402
1995,1,M2,644.7381147540983,658.4463759309201,1,1,187.91642449195962,13.708261176821793
1995,1,M2m,644.7381147540983,664.3021114579763,1,0,382.74996702934664,19.563996703877933
1995,1,M3,644.7381147540983,657.8657978640363,1,1,172.33606383495007,13.127683109937948
1995,1,M4,644.7381147540983,656.6351861639552,1,1,141.5403081312329,11.897071409856835
1995,1,M2_oracle,644.7381147540983,651.7535975019629,1,1,49.216998185585176,7.015482747864553
1995,5,naive_persist,656.2541256830601,664.470602739726,1,0,67.51049522271704,8.216477056665894
1995,5,naive_mean,656.2541256830601,664.4561550126897,1,0,67.27328512410365,8.202029329629568
1995,5,M1,656.2541256830601,664.1972972963674,1,0,63.09397527845089,7.9431716133073
1995,5,M2,656.2541256830601,645.5252941486402,1,1,115.10782609396279,10.728831534419896
1995,5,M2m,656.2541256830601,663.940722403383,1,0,59.08376914087849,7.686596720322882
1995,5,M3,656.2541256830601,645.3793527031122,1,1,118.26068736540537,10.87477297994792
1995,5,M4,656.2541256830601,644.8870667808817,1,1,129.21002808559385,11.367058902178428
1995,5,M2_oracle,656.2541256830601,654.1439054555259,1,1,4.453029408694609,2.110220227534228
1996,1,naive_persist,662.8175616438356,644.7381147540983,0,1,326.8663998388301,18.079446889737255
1996,1,naive_mean,662.8175616438356,664.1431702466804,0,0,1.7572381679361302,1.3256086028447953
1996,1,M1,662.8175616438356,650.5977320356545,0,1,149.32423565297807,12.219829608181044
1996,1,M2,662.8175616438356,636.1385022380175,0,1,711.7722107791694,26.679059405818066
1996,1,M2m,662.8175616438356,648.8679372651568,0,1,194.59202030622927,13.949624378678777
1996,1,M3,662.8175616438356,638.058864909922,0,1,612.9930639619016,24.758696733913553
1996,1,M4,662.8175616438356,642.0467389686484,0,1,431.42707460407155,20.77082267518722
1996,1,M2_oracle,662.8175616438356,655.5003052865627,0,1,53.5422405980502,7.317256357272868
1996,5,naive_persist,674.8342739726028,644.7381147540983,0,1,905.7787997055706,30.096159218504454
1996,5,naive_mean,674.8342739726028,664.1431702466804,0,0,114.29969887843188,10.691103725922403
1996,5,M1,674.8342739726028,660.4409569880527,0,0,207.1675738177383,14.393316984550097
1996,5,M2,674.8342739726028,617.6537942632906,0,1,3269.607259787062,57.18047970931218
1996,5,M2m,674.8342739726028,657.7449143337885,0,1,292.0462128647333,17.089359638814244
1996,5,M3,674.8342739726028,618.1367369305467,0,1,3214.61070663532,56.69753704205607
1996,5,M4,674.8342739726028,619.746055325581,0,1,3034.7118337020793,55.08821864702179
1996,5,M2_oracle,674.8342739726028,659.2440474797556,0,1,243.05516209827275,15.590226492847137
1997,1,naive_persist,667.6309863013698,662.8175616438356,0,0,23.169056933758768,4.813424657534256
1997,1,naive_mean,667.6309863013698,664.1224576122611,0,0,12.309773562299117,3.5085286891087435
1997,1,M1,667.6309863013698,663.1416870231533,0,0,20.15380800939563,4.489299278216549
1997,1,M2,667.6309863013698,669.5982146329776,0,0,3.8699873086802943,1.967228331607771
1997,1,M2m,667.6309863013698,662.9550326354348,0,0,21.86454268597121,4.675953665935026
1997,1,M3,667.6309863013698,667.5021923020848,0,0,0.016587894251823096,0.12879399928499424
1997,1,M4,667.6309863013698,663.4157631019569,0,0,17.76810662086864,4.21522319941289
