origin,horizon,model,obs,pred,below_660_obs,below_660_pred,sqerr,abserr
1955,5,naive_persist,671.7045205479452,630.8421546961325,0,1,1669.7329430073873,40.86236585181268
1955,5,naive_mean,671.7045205479452,664.3179099639112,0,0,54.56201592016273,7.386610584033974
1955,5,M1,671.7045205479452,610.0,0,1,3807.4478560517923,61.70452054794521
1955,5,M2,671.7045205479452,616.7219087363777,0,1,3023.0876016215216,54.982611811567494
1955,5,M2m,671.7045205479452,635.8550477318809,0,1,1285.1847011897366,35.84947281606435
1955,5,M3,671.7045205479452,616.8589016200758,0,1,3008.0419155810655,54.845618927869396
1955,5,M4,671.7045205479452,617.5253301759614,0,1,2935.3846693636674,54.17919037198385
1955,5,M2_oracle,671.7045205479452,662.3961688468454,0,0,86.64541139136772,9.30835170109981
1956,1,naive_persist,637.1188767123288,623.1509836065574,1,1,195.10203781425608,13.967893105771395
1956,1,naive_mean,637.1188767123288,662.528043600548,1,0,645.6257619533781,25.40916688821926
1956,1,M1,637.1188767123288,610.0,1,1,735.4334741384869,27.118876712328756
1956,1,M2,637.1188767123288,617.0605992089517,1,1,402.3344964024838,20.0582775033771
1956,1,M2m,637.1188767123288,625.2883876107999,1,1,139.96047238139369,11.830489101528883
1956,1,M3,637.1188767123288,617.237217845339,1,1,395.28035930335056,19.88165886698971
1956,1,M4,637.1188767123288,617.8760056668672,1,1,370.2880860722638,19.242871045461584
1956,1,M2_oracle,637.1188767123288,634.8923349057463,1,1,4.957488416459297,2.226541806582418
1956,5,naive_persist,674.8342465753425,623.1509836065574,0,1,2671.1596711005964,51.68326296878513
1956,5,naive_mean,674.8342465753425,662.528043600548,0,0,151.44263165684035,12.306202974794473
1956,5,M1,674.8342465753425,610.0,0,1,4203.4795289923095,64.83424657534249
1956,5,M2,674.8342465753425,610.0,0,1,4203.4795289923095,64.83424657534249
1956,5,M2m,674.8342465753425,631.7895339599294,0,1,1852.8472841435052,43.04471261541312
1956,5,M3,674.8342465753425,610.0,0,1,4203.4795289923095,64.83424657534249
1956,5,M4,674.8342465753425,610.0,0,1,4203.4795289923095,64.83424657534249
1956,5,M2_oracle,674.8342465753425,661.3218261457409,0,0,182.58550586631327,13.512420429601548
1957,1,naive_persist,666.7902486187845,637.1188767123288,0,1,880.3903108112122,29.67137190645576
1957,1,naive_mean,666.7902486187845,661.4693283135389,0,0,28.31219289477531,5.320920305245636
1957,1,M1,666.7902486187845,636.4020567984504,0,1,923.4422021094204,30.3881918203341
1957,1,M2,666.7902486187845,648.3437895214308,0,1,340.2718532303424,18.44645909735368
1957,1,M2m,666.7902486187845,638.8321873820612,0,1,781.6531881163713,27.958061236723324
1957,1,M3,666.7902486187845,648.1483646476385,0,1,347.5198379936723,18.641883971146058
1957,1,M4,666.7902486187845,647.3944200303758,0,1,376.1981666309313,19.395828588408676
1957,1,M2_oracle,666.7902486187845,657.5257857742727,0,1,85.83027179734067,9.264462844511854
1957,5,naive_persist,663.4681043956044,637.1188767123288,0,1,694.281799505101,26.34922768327567
1957,5,naive_mean,663.4681043956044,661.4693283135389,0,0,3.995105826237297,1.9987760820655467
1957,5,M1,663.4681043956044,633.735010489264,0,1,884.0568732432566,29.7330939063404
1957,5,M2,663.4681043956044,680.5139740789319,0,0,290.5616732609839,17.04586968332751
1957,5,M2m,663.4681043956044,643.7424723336677,0,1,389.10056024290594,19.72563206193672
1957,5,M3,663.4681043956044,680.4230815602377,0,0,287.47125065323684,16.954977164633306
1957,5,M4,663.4681043956044,679.9630930066637,0,0,272.0846492789755,16.494988611059284
1957,5,M2_oracle,663.4681043956044,657.403834892605,0,1,36.77536460500887,6.064269502999423
1958,1,naive_persist,672.0067857142857,666.7902486187845,0,0,27.21225926873975,5.216537095501167
1958,1,naive_mean,672.0067857142857,661.6821651257487,0,0,106.59779029724126,10.324620588536959
1958,1,M1,672.0067857142857,665.912870172146,0,0,37.135806634731935,6.093915542139712
1958,1,M2,672.0067857142857,691.3260450286623,0,0,373.23378045612736,19.31925931437661
1958,1,M2m,672.0067857142857,666.0850505558213,0,0,35.06694728699273,5.921735158464344
1958,1,M3,672.0067857142857,690.6343034301428,0,0,346.98441625457207,18.627517715857152
1958,1,M4,672.0067857142857,687.1676211710351,0,0,229.85093174662967,15.160835456749396
1958,1,M2_oracle,672.0067857142857,671.0664319369837,0,0,0.884265226486127,0.9403537773019934
1958,5,naive_persist,651.8947323943662,666.7902486187845,1,0,221.87640359190928,14.895516224418316
1958,5,naive_mean,651.8947323943662,661.6821651257487,1,0,95.79383947133796,9.787432731382523
1958,5,M1,651.8947323943662,663.4488470142361,1,0,133.4975646490912,11.554114619869893
1958,5,M2,651.8947323943662,710.0,1,0,3376.2221235223165,58.1052676056338
1958,5,M2m,651.8947323943662,663.5687068539858,1,0,136.28167968384975,11.673974459619558
1958,5,M3,651.8947323943662,710.0,1,0,3376.2221235223165,58.1052676056338
1958,5,M4,651.8947323943662,710.0,1,0,3376.2221235223165,58.1052676056338
1958,5,M2_oracle,651.8947323943662,671.1120140250812,1,0,369.30391327421535,19.21728163071498
1959,1,naive_persist,671.7045205479452,672.0067857142857,0,0,0.09136423078283554,0.30226516634047584
1959,1,naive_mean,671.7045205479452,662.0792659176155,0,0,92.64552669868263,9.625254630329664
1959,1,M1,671.7045205479452,670.7073657458988,0,0,0.9943176992442998,0.9971548020464525
1959,1,M2,671.7045205479452,676.6239266146135,0,0,24.20055604877317,4.91940606666833
1959,1,M2m,671.7045205479452,671.4511401968778,0,0,0.06420160230706362,0.25338035106744883
1959,1,M3,671.7045205479452,676.5479470095568,0,0,23.458779889039047,4.843426461611557
1959,1,M4,671.7045205479452,676.1227795988622,0,0,19.521013041009624,4.418259050916959
1959,1,M2_oracle,671.7045205479452,679.1964599219752,0,0,56.129155584141614,7.491939374030039
1959,5,naive_persist,648.0771584699453,672.0067857142857,1,0,572.6270600530781,23.929627244340395
1959,5,naive_mean,648.0771584699453,662.0792659176155,1,0,196.05901297610282,14.002107447670255
1959,5,M1,648.0771584699453,667.0136149124097,1,0,358.5893825973522,18.93645644246442
1959,5,M2,648.0771584699453,693.8307479456064,1,0,2093.390949907326,45.7535894756611
1959,5,M2m,648.0771584699453,669.3804013245325,1,0,453.82815612152103,21.30324285458721
1959,5,M3,648.0771584699453,693.7729294744337,1,0,2088.103487694642,45.69577100448839
1959,5,M4,648.0771584699453,693.3819378351592,1,0,2052.5230333307113,45.3047793652139
1959,5,M2_oracle,648.0771584699453,674.0777334827142,1,0,676.0299009946212,26.000575012768877
1960,1,naive_persist,674.8342465753425,671.7045205479452,0,0,9.795185006567975,3.1297260273972825
1960,1,naive_mean,674.8342465753425,662.43575682985,0,0,153.72254796908263,12.398489745492498
1960,1,M1,674.8342465753425,670.4969956330558,0,0,18.811745736366753,4.337250942286687
1960,1,M2,674.8342465753425,675.783679753666,0,0,0.9014233601014409,0.9494331783234884
1960,1,M2m,674.8342465753425,670.347459419359,0,0,20.131258983098565,4.486787155983507
1960,1,M3,674.8342465753425,676.4682735508768,0,0,2.6700441567738094,1.6340269755343115
1960,1,M4,674.8342465753425,680.0833558730747,0,0,27.553148419538225,5.249109297732161
1960,1,M2_oracle,674.8342465753425,673.7600523053723,0,0,1.153893329636886,1.074194269970235
1960,5,naive_persist,659.6286849315069,671.7045205479452,1,0,145.8258058352404,12.075835616438326
1960,5,naive_mean,659.6286849315069,662.43575682985,1,0,7.879652642467595,2.8070718983431107
1960,5,M1,659.6286849315069,667.0514355906549,1,0,55.09722734788282,7.4227506591480505
1960,5,M2,659.6286849315069,687.6467544299544,1,0,785.0122184198351,28.018069498447517
1960,5,M2m,659.6286849315069,666.4008329954311,1,0,45.86198939971218,6.772148063924192
1960,5,M3,659.6286849315069,687.9892719668297,1,0,804.3228969881226,28.36058703532285
1960,5,M4,659.6286849315069,690.1939850016355,1,0,934.2375683770043,30.565300070128615
1960,5,M2_oracle,659.6286849315069,658.2077889894284,1,1,2.018945278215033,1.4208959420784595
1961,1,naive_persist,663.4681043956044,674.8342465753425,0,0,129.1891880500207,11.366142179738063
1961,1,naive_mean,663.4681043956044,662.878560035046,0,0,0.34756255306623696,0.5895443605584205
1961,1,M1,663.4681043956044,673.4488765808273,0,0,99.61581341331946,9.980772185222918
1961,1,M2,663.4681043956044,676.8269633259305,0,0,178.45911192035206,13.35885893032605
1961,1,M2m,663.4681043956044,673.35956431252,0,0,97.840979287947,9.89145991691555
1961,1,M3,663.4681043956044,676.6990374869565,0,0,175.05759046783564,13.230933091352085
1961,1,M4,663.4681043956044,676.043364851364,0,0,158.13717553019055,12.575260455759576
1961,1,M2_oracle,663.4681043956044,667.6322128295842,0,0,17.33979904994151,4.164108433979777
1961,5,naive_persist,659.4361538461538,674.8342465753425,1,0,237.1012596966923,15.398092729188647
1961,5,naive_mean,659.4361538461538,662.878560035046,1,0,11.850160369323074,3.442406188892164
1961,5,M1,659.4361538461538,669.4354467232008,1,0,99.98585804096224,9.999292877046969
1961,5,M2,659.4361538461538,682.7704962420366,1,0,544.4915350482935,23.3343423958828
1961,5,M2m,659.4361538461538,668.9611356009142,1,0,90.7252774285175,9.524981754760347
1961,5,M3,659.4361538461538,682.7039657475742,1,0,541.3910706798796,23.267811901420373
1961,5,M4,659.4361538461538,682.28563775817,1,0,522.0989150454837,22.849483912016126
1961,5,M2_oracle,659.4361538461538,661.4337233560373,1,0,3.9902839468158846,1.9975695098834194
1962,1,naive_persist,651.8947323943662,663.4681043956044,1,0,133.94293947904492,11.573372001238226
1962,1,naive_mean,651.8947323943662,662.8988891509274,1,0,121.09146592297154,11.004156756561201
1962,1,M1,651.8947323943662,663.1369024075502,1,0,126.38638660533404,11.242170013184023
1962,1,M2,651.8947323943662,656.5230410962948,1,1,21.421241440348293,4.628308701928631
1962,1,M2m,651.8947323943662,662.9566644565094,1,0,122.36634094747232,11.061932062143228
1962,1,M3,651.8947323943662,656.994385264879,1,1,26.006459399729863,5.099652870512841
1962,1,M4,651.8947323943662,659.1779981087221,1,1,53.04595946591266,7.2832657143559345
1962,1,M2_oracle,651.8947323943662,655.1040665794944,1,1,10.299825911832665,3.2093341851282275
1962,5,naive_persist,644.8193510324484,663.4681043956044,1,0,347.7760019998245,18.64875336315606
1962,5,naive_mean,644.8193510324484,662.8988891509274,1,0,326.8696985775365,18.079538118479036
1962,5,M1,644.8193510324484,662.2189128876564,1,0,302.74475275321095,17.39956185520805
1962,5,M2,644.8193510324484,637.6057963523923,1,1,52.035371122158736,7.213554680056063
1962,5,M2m,644.8193510324484,661.5635836330952,1,0,280.36932538456296,16.744232600646797
1962,5,M3,644.8193510324484,637.8125804523704,1,1,49.094833961845964,7.006770580077955
1962,5,M4,644.8193510324484,639.0124321129235,1,1,33.72030733793545,5.806918919524833
1962,5,M2_oracle,644.8193510324484,653.5405961949222,1,1,76.06011718397252,8.721245162473792
1963,1,naive_persist,648.0771584699453,651.8947323943662,1,1,14.573870668418488,3.8175739244209126
1963,1,naive_mean,648.0771584699453,662.5320839257087,1,0,208.94486993167595,14.454925455763373
1963,1,M1,648.0771584699453,652.8228793144948,1,1,22.521866334391714,4.74572084454951
1963,1,M2,648.0771584699453,644.7958530857791,1,1,10.766965024158203,3.2813053841662168
1963,1,M2m,648.0771584699453,652.8839584730787,1,1,23.105326270123154,4.8068000031333895
1963,1,M3,648.0771584699453,645.1809855293159,1,1,8.387817702034019,2.8961729406294126
1963,1,M4,648.0771584699453,647.2507270335021,1,1,0.6829889191415022,0.8264314364431584
1963,1,M2_oracle,648.0771584699453,649.6800327037308,1,1,2.5692058093335883,1.602874233785542
1963,5,naive_persist,670.1143715846994,651.8947323943662,0,1,331.95525222592426,18.21963919033317
1963,5,naive_mean,670.1143715846994,662.5320839257087,0,0,57.49108614368279,7.582287658990708
1963,5,M1,670.1143715846994,655.3892935467853,0,1,216.82792322265854,14.725078037914045
1963,5,M2,670.1143715846994,626.1415164262532,0,1,1933.6119907856819,43.97285515844612
1963,5,M2m,670.1143715846994,655.4834330524483,0,1,214.06436233450978,14.630938532251093
1963,5,M3,670.1143715846994,626.3036899870593,0,1,1919.3758220497957,43.81068159764004
1963,5,M4,670.1143715846994,627.361129006512,0,1,1827.8397509493345,42.75324257818738
1963,5,M2_oracle,670.1143715846994,657.3724568003989,0,1,162.35639237037398,12.741914784300434
1964,1,naive_persist,659.6286849315069,648.0771584699453,1,1,133.4377635921577,11.551526461561593
1964,1,naive_mean,659.6286849315069,662.0657960077808,1,0,5.939510398097104,2.4371110762739363
1964,1,M1,659.6286849315069,649.2912412060612,1,1,106.86274277675716,10.337443725445723
1964,1,M2,659.6286849315069,646.3482633795948,1,1,176.3695965964921,13.280421551912127
1964,1,M2m,659.6286849315069,649.5435232783484,1,1,101.71048557033828,10.08516165315848
1964,1,M3,659.6286849315069,646.5459388693729,1,1,171.1582445262825,13.082746062133992
1964,1,M4,659.6286849315069,647.7184869656777,1,1,141.85281558524164,11.910197965829184
1964,1,M2_oracle,659.6286849315069,650.3752848615205,1,1,85.62541285522349,9.253400069986355
1964,5,naive_persist,664.3702465753425,648.0771584699453,0,1,265.46472001023767,16.29308810539726
1964,5,naive_mean,664.3702465753425,662.0657960077808,0,0,5.31049241833558,2.30445056756173
1964,5,M1,664.3702465753425,652.7108634039603,0,1,135.94121593711216,11.659383171382274
1964,5,M2,664.3702465753425,641.8175851680111,0,1,508.6225365537383,22.55266140733147
1964,5,M2m,664.3702465753425,653.3862243911835,0,1,120.6487433420974,10.984022184159016
1964,5,M3,664.3702465753425,641.9015174885557,0,1,504.84378677542276,22.46872908678688
1964,5,M4,664.3702465753425,642.4945264326152,0,1,478.54713176292694,21.875720142727346
1964,5,M2_oracle,664.3702465753425,655.6831265796934,0,1,75.46605381880713,8.687119995649141
1965,1,naive_persist,659.4361538461538,659.6286849315069,1,1,0.037068218827219224,0.1925310853530391
1965,1,naive_mean,659.4361538461538,661.9896362866474,1,0,6.520272573908914,2.5534824404935534
1965,1,M1,659.4361538461538,659.6578829296867,1,1,0.04916378648432379,0.22172908353286402
1965,1,M2,659.4361538461538,660.8039411416321,1,0,1.8708420856717096,1.3677872954782515
1965,1,M2m,659.4361538461538,659.5240972048741,1,1,0.007734034343004049,0.08794335872028114
1965,1,M3,659.4361538461538,659.4146310779154,1,1,0.000463229552646864,0.021522768238469325
1965,1,M4,659.4361538461538,652.7506056586154,1,1,44.6965545678982,6.685548187538416
1965,1,M2_oracle,659.4361538461538,660.6478754996281,1,0,1.4682693654983179,1.2117216534742283
1965,5,naive_persist,665.8043013698631,659.6286849315069,0,1,38.138238393695325,6.175616438356201
1965,5,naive_mean,665.8043013698631,661.9896362866474,0,0,14.551669697104941,3.8146650832156865
1965,5,M1,665.8043013698631,659.7359827034409,0,1,36.82449143724829,6.068318666422215
1965,5,M2,665.8043013698631,663.8806375207315,0,0,3.700482604455694,1.9236638491315716
1965,5,M2m,665.8043013698631,659.250297605215,0,1,42.95496534702129,6.554003764648087
1965,5,M3,665.8043013698631,663.3087669818735,0,0,6.227691881638382,2.495534387989551
1965,5,M4,665.8043013698631,659.9015037571098,0,1,34.843019657125595,5.902797612753261
1965,5,M2_oracle,665.8043013698631,663.4309417129944,0,0,5.632836060852051,2.373359656868729
1966,1,naive_persist,644.8193510324484,659.4361538461538,1,1,213.65092449474832,14.616802813705476
1966,1,naive_mean,644.8193510324484,661.9122580308748,1,0,292.1674696568552,17.09290699842643
1966,1,M1,644.8193510324484,659.4880184627414,1,1,215.16980418053862,14.668667430292999
1966,1,M2,644.8193510324484,660.3613327258965,1,0,241.5531949594783,15.541981693448179
1966,1,M2m,644.8193510324484,659.3727397194341,1,1,211.80112227448413,14.553388686985727
1966,1,M3,644.8193510324484,660.5342275081804,1,0,246.9573426475154,15.714876475732012
1966,1,M4,644.8193510324484,661.3835366508295,1,0,274.3722452001829,16.56418561838109
1966,1,M2_oracle,644.8193510324484,656.0176528173515,1,1,125.4019628657651,11.198301784903151
1966,5,naive_persist,651.6140273972603,659.4361538461538,1,1,61.18566218247967,7.822126448893528
1966,5,naive_mean,651.6140273972603,661.9122580308748,1,0,106.0535541831157,10.29823063361448
1966,5,M1,651.6140273972603,659.6267737195092,1,1,64.20410362471262,8.012746322248859
1966,5,M2,651.6140273972603,662.7608558804052,1,0,124.25178523264982,11.146828483144873
1966,5,M2m,651.6140273972603,659.208270265236,1,1,57.67252473779992,7.594242867975709
