tau,T,residual,mu_dom_abs,mu_dom_real,mu_dom_imag,phase_mu_abs,cls
5.5765,321.56019658523934,6.300451826923847e-11,0.9524847426476349,0.9524847426476349,0.0,1.0156131544259153,
5.5775,321.80815530683225,1.8189894035458565e-12,0.9549381537349063,0.9549381537349063,0.0,1.010944676372429,
5.5785,321.4463260054096,9.094947017729282e-13,0.9568647212274792,0.9568647212274792,0.0,1.0116164536270442,
5.5795,321.0922153804819,2.2737367544323206e-12,0.9593999418332708,0.9593999418332708,0.0,1.0115546927987613,
5.5805,320.69996920704267,2.7284841053187847e-12,0.9618015070926017,0.9618015070926017,0.0,1.0118752889619553,
5.5815,320.2818828391119,1.3642420526593924e-12,0.964405376552955,0.964405376552955,0.0,1.0121248414531254,
