area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Peru",eez,1965,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,7242400.0000000000,6470643.1422952
"Peru",eez,1965,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,507864.0000000000
"Peru",eez,1965,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1333.9475820864,1606.527127330573
"Chile (mainland)",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1037879.1251432800,1721605.0355964773
"Chile (mainland)",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,74727.3442026851,123955.64084433582
"Chile (mainland)",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,3862.5698567210,2258954.8407028415
"Chile (mainland)",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,278.1052053150,162644.85124529264
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,48905.2990905207,81122.75036841982
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,649159.0000000000
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1727044.0000000000,1769712.5683985879
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8529800.0000000000,8740538.3220846
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,182.0059094790,106442.89825301289
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,3521.1837582417,5840.841715178118
"Peru",eez,1966,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,13.1044337583,7663.893514176077
"Chile (mainland)",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,665846.7952694820,164638.62360885856
"Chile (mainland)",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,202.8967809900,132429.91736504252
"Chile (mainland)",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2478.0147305180,1617390.3025501764
"Chile (mainland)",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,54518.7119870100,13480.406853706307
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2147617.0000000000,2189590.920056672
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,3020.8257301510,746.9354721050988
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,11.2423018490,7337.805447667278
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,137.3042462820,89617.93233127563
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,9824600.0000000000,10016616.0694336
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,808814.0000000000
"Peru",eez,1967,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,36893.8857537178,9122.456717113486
"Chile (mainland)",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,954595.9566950750,1259945.6334345336
"Chile (mainland)",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,3552.6233049240,2065801.0703493673
"Chile (mainland)",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,73045.1232822869,96410.30163361825
"Chile (mainland)",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,271.8446537131,158073.88749348163
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2279140.0000000000,2242955.75571306
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,226.7631896760,131859.64278825634
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,17.3517864072,10089.822605966905
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,4662.4546775928,6153.849040443717
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,10262700.0000000000,10099766.5936083
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,856671.0000000000
"Peru",eez,1968,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,60931.6568103236,80422.0617085868
"Chile (mainland)",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2595.8809836120,1462062.9902900818
"Chile (mainland)",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,55775.6492585867,87864.75804713962
"Chile (mainland)",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,697517.6590163880,1098816.7983297291
"Chile (mainland)",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,207.5745974133,116911.036568415
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,698939.0000000000
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,187.9055939880,105832.97784941555
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,15.0255070514,8462.729188598396
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8960500.0000000000,10008225.064498
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,4037.3794369486,6360.183558372044
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,50490.5544060117,79539.01757346517
"Peru",eez,1969,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1859477.0000000000,2076900.208499252
"Chile (mainland)",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,721477.1015802300,1956605.6951740982
"Chile (mainland)",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2685.0484197700,1754221.073059282
"Chile (mainland)",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,59920.3878677533,162500.75283373301
"Chile (mainland)",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,222.9996522467,145692.22900251643
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,12277000.0000000000,60339885.61881299
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,1120952.0000000000
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2982204.0000000000,14657151.441880476
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,58498.1433713696,158643.705014115
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,18.0810528849,11812.883432636465
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,217.7066286300,142234.14105886006
"Peru",eez,1970,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,4858.4098271151,13175.736716248643
"Chile (mainland)",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,3289.1843281225,2160719.785603517
"Chile (mainland)",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,883809.4531718780,1522324.316638221
"Chile (mainland)",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,291.6528794518,191591.61794971654
"Chile (mainland)",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,78367.6274085481,134984.916050763
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,10276800.0000000000,14359304.3365008
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,7046.6803936841,12137.608255245561
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,858457.0000000000
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,295.7577188775,194288.1551087618
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2283885.0000000000,3191168.436144435
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,26.2249183158,17227.584175314874
"Peru",eez,1971,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,79470.6047811220,136884.74781760477
"Chile (mainland)",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,333560.3621084280,1218033.0660301298
"Chile (mainland)",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,135.3358157808,104013.87051308136
"Chile (mainland)",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,36364.9651122192,132790.74789263128
"Chile (mainland)",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1241.3778915720,954075.0061378353
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,3596.5350110986,13133.150890480008
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,650782.0000000000,1006560.13638323
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,244660.0000000000
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,122.7736376280,94359.06654110382
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,13.3848609014,10287.086094700386
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,4447400.0000000000,6878763.626761001
"Peru",eez,1972,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,32989.4863623718,120464.80872825386
"Chile (mainland)",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,113.2492733039,123687.57207361233
"Chile (mainland)",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,172454.0850590580,517854.88993091095
"Chile (mainland)",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,641.8049409420,700960.7441535651
"Chile (mainland)",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,30430.2733826961,91377.74769305714
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,129440.0000000000,236897.47066976
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1513000.0000000000,2769050.317702
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,48673.0000000000
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,18630.7737321419,55945.54212549977
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,69.3362678580,75727.06100273928
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,3287.4810579644,9871.834238308116
"Peru",eez,1973,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,12.2346860356,13362.369282190784
"Chile (mainland)",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,692327.3901156520,5934447.655180021
"Chile (mainland)",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,100436.1871598700,860912.4872071665
"Chile (mainland)",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2576.5648843490,1306132.1107238096
"Chile (mainland)",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,373.7832081305,189481.06199620097
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,471034.0000000000,1127354.705793692
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3583476.0000000000,8576553.989093687
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,177105.0000000000
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,302.2785618510,153233.3761184342
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,43.8516612890,22229.621798436747
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,11783.0163707108,101000.90632039208
"Peru",eez,1974,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,81222.7664381485,696220.1159708351
"Chile (mainland)",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1577.8939171125,159989.44919987998
"Chile (mainland)",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,310.7627710196,31509.573633594253
"Chile (mainland)",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,83502.4879489805,375126.97575338493
"Chile (mainland)",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,423982.7935828880,1904702.327257571
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,140779.0000000000
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,53744.2977781122,241441.14007490175
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3078810.0000000000,9343930.19793912
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,39.3924639321,3994.1713056668364
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,10584.8224160678,47551.30678563967
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,374531.0000000000,1136670.181324712
"Peru",eez,1975,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,200.0147218875,20280.352715477642
"Chile (mainland)",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1416.2330677440,135854.55045722768
"Chile (mainland)",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,380544.2469322560,1809388.3628150919
"Chile (mainland)",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,84291.5675352252,400784.35717050696
"Chile (mainland)",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,313.6994087750,30092.14593873925
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3863050.0000000000,11774209.4411544
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,526400.0000000000,1604417.1962112
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,11494.3046638942,54652.41234143207
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,42.7771921057,4103.474446191667
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,197864.0000000000
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,193.1226910560,18525.62051689459
"Peru",eez,1976,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,51892.3973089437,246734.77674751112
"Chile (mainland)",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,112052.1679061840,825157.761578978
"Chile (mainland)",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,32454.8759678520,238999.3277807716
"Chile (mainland)",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,120.7840321480,15835.92198450499
"Chile (mainland)",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,417.0132298161,54674.35435324587
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,792106.0000000000,15198410.227253398
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,60.9388960476,7989.662097465672
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,17.6503886520,2314.131865930529
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,4742.6896113480,34925.40320005545
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,16374.3855679523,120581.79323933425
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,48875.0000000000,937781.4331124999
"Peru",eez,1977,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,18372.0000000000
"Chile (mainland)",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,173911.4983831690,772415.9175667843
"Chile (mainland)",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,394715.7313508010,1753102.6794883837
"Chile (mainland)",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,647.2288488308,423937.6143453456
"Chile (mainland)",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1468.9736491990,962183.9099146716
"Peru",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,27142.2569730956,120550.4611231391
"Peru",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,101.0125949042,66163.67391516925
"Peru",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,33699.0000000000
"Peru",eez,1978,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,89656.0000000000,256030.881091888
