area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Peru",eez,1991,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3080992.0000000000,55984986.002272
"Peru",eez,1991,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,77919.1177336803,1212575.9808713843
"Peru",eez,1991,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,374901.0000000000,6812360.186991001
"Chile (mainland)",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,279137.9209280860,10540955.50887408
"Chile (mainland)",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,974722.7528318180,36808002.069107875
"Chile (mainland)",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,1038.8393919145,2477544.687207162
"Chile (mainland)",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,3627.5271681840,8651347.583836736
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1145.5348952160,2732004.500158938
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,280036.0000000000
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,745023.0000000000,31266155.02799733
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,328.0545448151,782382.5328022538
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,4869966.0000000000,204376390.97997785
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,307807.1851047820,11623579.600770809
"Peru",eez,1992,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,88148.8171351843,3328722.792275997
"Chile (mainland)",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,55.7894934476,132437.7858634674
"Chile (mainland)",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,4109.6395546570,9755807.58456738
"Chile (mainland)",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1104267.1754453400,71696494.35934222
"Chile (mainland)",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,14990.7322843301,973299.7381113252
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1286515.0000000000,83894185.32601644
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,7009534.0000000000,457094666.1679136
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1351.6754681430,3208720.7670171536
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,4930.5066317231,320121.84077415103
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,18.3493682768,43559.27176240214
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,483568.0000000000
"Peru",eez,1993,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,363197.5095318550,23581239.00855435
"Chile (mainland)",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,2019189.3470571100,135059790.81767312
"Chile (mainland)",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,7514.6129428880,15216677.905636342
"Peru",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,9800223.0000000000,691584545.5588135
"Peru",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,691131.9241604830,46228519.00470661
"Peru",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2572.1158395120,5208393.108640586
"Peru",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2126841.0000000000,150087438.4655178
"Peru",eez,1994,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,799426.0000000000
"Chile (mainland)",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,357.3475819692,726584.8326857259
"Chile (mainland)",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,96019.9063069199,6181785.165891677
"Chile (mainland)",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1533064.6980378300,98699082.02565567
"Chile (mainland)",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,5705.4519621700,11600735.72202532
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6558108.0000000000,423028810.1591267
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1164257.0000000000,75100052.24516498
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2030.7540882300,4129075.426483548
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,545667.0959117660,35130181.73794498
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,127.1915122263,258614.9404474585
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,34176.5768211068,2200296.414978375
"Peru",eez,1995,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,437615.0000000000
"Chile (mainland)",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,867.8015841658,1844267.5470976327
"Chile (mainland)",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,3790.9062954980,8056502.295505668
"Chile (mainland)",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,233179.7695269460,18909549.237239152
"Chile (mainland)",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1018623.0037045000,82604515.31370443
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,376750.9739728960,30552354.979041263
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1416758.0000000000,112087485.71444775
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1402.1160271020,2979802.218885637
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,7463147.0000000000,590450438.781587
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,86244.5722907875,6993942.868567845
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,532879.0000000000
"Peru",eez,1996,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,320.9677092120,682126.3530361039
"Chile (mainland)",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,306.8752636433,649145.8270705538
"Chile (mainland)",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,4708.1385873645,9959318.58753421
"Chile (mainland)",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1265084.8889126400,62834030.863330446
"Chile (mainland)",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,82457.9080696902,4095505.9901394187
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,31670.6844143098,1573014.4114376176
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,393036.0000000000
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5927599.0000000000,264577842.131319
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,485897.6562951620,24133485.90252463
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1036401.0000000000,46259664.35360103
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1808.3162048355,3825205.4090529103
"Peru",eez,1997,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,117.8655856900,249325.90589906814
"Chile (mainland)",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1385.8292931340,2136814.344571194
"Chile (mainland)",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,372374.7007068670,17362468.84399457
"Chile (mainland)",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,395.2513086172,609439.1785108559
"Chile (mainland)",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,106204.7024691610,4951936.407618887
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,162570.0000000000,6868144.2129057
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,66298.0000000000
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1206322.0000000000,50963852.26795122
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,157.5477244139,242923.30891691323
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,148429.0765055330,6920704.3643893795
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,42333.3429422525,1973848.7778620513
"Peru",eez,1998,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,552.3934944660,851737.1862976027
"Chile (mainland)",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,5202.0463662400,8109797.809252609
"Chile (mainland)",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1397798.7536337600,78369372.97812037
"Chile (mainland)",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,219.3933884216,342026.17499390437
"Chile (mainland)",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,58951.3786115786,3305184.3593184957
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1383928.0000000000,66199279.89957464
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6740225.0000000000,322414201.72227925
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,24372.1247263414,1366454.3110963234
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2150.6693457600,3352813.935274031
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,577888.5306542360,32400058.793074276
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,90.7032736584,141403.04761231897
"Peru",eez,1999,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,539842.0000000000
"Chile (mainland)",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1152401.7229641000,77825446.829317
"Chile (mainland)",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,141748.5049137190,9572738.839649824
"Chile (mainland)",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,4288.7770359000,6829997.515427754
"Chile (mainland)",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,527.5310862808,840108.0257725898
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,226.0847512632,360046.29675968137
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,335.0000000000
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,493886.4526989000,33353762.92685014
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,786040.0000000000
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,60749.3592487368,4102602.3598499303
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,7310.0000000000,8426098.11
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2095629.0000000000,122167733.92041141
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,9555606.0000000000,557057919.7254318
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1838.0473011000,2927141.7923261807
"Peru",eez,2000,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,20111.0000000000,23181567.591000002
"Chile (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,823.5057331695,1014307.0705105123
"Chile (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2213.3797379400,2726206.54294227
"Chile (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,221277.3986223870,15176901.097808678
"Chile (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,594738.9202620600,40791756.53740536
"Ecuador (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,166.0605593130,8853.423678332683
"Ecuador (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,3.3547587740,178.85704400672088
"Ecuador (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,17.2186131100,918.0005032308087
"Ecuador (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,166.0605593130,135941.75712505885
"Ecuador (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,852.3213489450,45441.02490992503
"Ecuador (mainland)",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,852.3213489450,697733.7803156079
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6347671.0000000000,385237457.2610797
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,254888.1086837400,17482181.373173725
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,948.5913162600,1168374.2326895443
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,11197.0000000000,11347778.802
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,368.0000000000
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,10546.0000000000,10688012.436
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,352.9310285012,434703.0302187903
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,94833.1708381654,6504386.184775116
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,420002.0000000000
"Peru",eez,2001,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1119256.0000000000,67927171.31436193
"Chile (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1306936.1079600000,94948221.0954965
"Chile (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,4863.8920400000,6469910.28047168
"Ecuador (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,502.7972825000,25128.256355873236
"Ecuador (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,197.8083342000,9885.85003162949
"Ecuador (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,24888.4654837500,25090958.03892579
"Ecuador (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,24888.4654837500,1243848.689615725
"Ecuador (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,9791.5125429000,9871176.288949033
"Ecuador (mainland)",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,9791.5125429000,489349.57656565984
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,408.0000000000
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1588721.0000000000,84696107.14926572
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,21831.0000000000,25150490.874
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8082898.0000000000,430906367.5022774
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,595552.0000000000
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,560115.4748400000,40692094.75521279
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,27426.0000000000,31596233.004
"Peru",eez,2002,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2084.5251600000,2772818.69163072
"Chile (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,574089.4692372000,56746880.56838455
"Chile (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,223042.9665533040,22047073.257476818
"Chile (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,2136.5307628000,1866592.2791455681
"Chile (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,830.0764689178,725201.0385059044
"Ecuador (mainland)",eez,2003,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,6642.7559946000,4760932.970267763
