604	VET	87	Q_tlw	1950	500	A
604	VET	87	Q_tlw	1951	7400	A
604	VET	87	Q_tlw	1952	15700	A
604	VET	87	Q_tlw	1953	37200	A
604	VET	87	Q_tlw	1954	43100	A
604	VET	87	Q_tlw	1955	58800	A
604	VET	87	Q_tlw	1956	118900	A
604	VET	87	Q_tlw	1957	325900	A
604	VET	87	Q_tlw	1958	739100	A
604	VET	87	Q_tlw	1959	1946800	A
604	VET	87	Q_tlw	1960	3313100	A
604	VET	87	Q_tlw	1961	5010900	A
604	VET	87	Q_tlw	1962	6691500	A
604	VET	87	Q_tlw	1963	6634800	A
604	VET	87	Q_tlw	1964	8863400	A
604	VET	87	Q_tlw	1965	7242400	A
604	VET	87	Q_tlw	1966	8529800	A
604	VET	87	Q_tlw	1967	9824600	A
604	VET	87	Q_tlw	1968	10262700	A
604	VET	87	Q_tlw	1969	8960500	A
604	VET	87	Q_tlw	1970	12277000	A
604	VET	87	Q_tlw	1971	10276800	A
604	VET	87	Q_tlw	1972	4447400	A
604	VET	87	Q_tlw	1973	1513000	A
604	VET	87	Q_tlw	1974	3583476	A
604	VET	87	Q_tlw	1975	3078810	A
604	VET	87	Q_tlw	1976	3863050	A
604	VET	87	Q_tlw	1977	792106	A
604	VET	87	Q_tlw	1978	1187041	A
604	VET	87	Q_tlw	1979	1362763	A
604	VET	87	Q_tlw	1980	720124	A
604	VET	87	Q_tlw	1981	1225168	A
604	VET	87	Q_tlw	1982	1720437	A
604	VET	87	Q_tlw	1983	118441	A
604	VET	87	Q_tlw	1984	22988	A
604	VET	87	Q_tlw	1985	844255	A
604	VET	87	Q_tlw	1986	3481869	A
604	VET	87	Q_tlw	1987	1764635	A
604	VET	87	Q_tlw	1988	2701369	A
604	VET	87	Q_tlw	1989	3720173	A
604	VET	87	Q_tlw	1990	2926408	A
604	VET	87	Q_tlw	1991	3080992	A
604	VET	87	Q_tlw	1992	4869966	A
604	VET	87	Q_tlw	1993	7009534	A
604	VET	87	Q_tlw	1994	9800223	A
604	VET	87	Q_tlw	1995	6558108	A
604	VET	87	Q_tlw	1996	7463147	A
604	VET	87	Q_tlw	1997	5927599	A
604	VET	87	Q_tlw	1998	1206322	A
604	VET	87	Q_tlw	1999	6740225	A
604	VET	87	Q_tlw	2000	9575717	A
604	VET	87	Q_tlw	2001	6358217	A
604	VET	87	Q_tlw	2002	8104729	A
604	VET	87	Q_tlw	2003	5347187	A
604	VET	87	Q_tlw	2004	8808494	A
604	VET	87	Q_tlw	2005	8655461	A
604	VET	87	Q_tlw	2006	5935302	A
604	VET	87	Q_tlw	2007	6159802	A
604	VET	87	Q_tlw	2008	6257981	A
604	VET	87	Q_tlw	2009	5935165	A
604	VET	87	Q_tlw	2010	3450609	A
604	VET	87	Q_tlw	2011	7125244	A
604	VET	87	Q_tlw	2012	3776880	A
604	VET	87	Q_tlw	2013	4870630	A
604	VET	87	Q_tlw	2014	2322129	A
604	VET	87	Q_tlw	2015	3769920	A
604	VET	87	Q_tlw	2016	2855040	A
604	VET	87	Q_tlw	2017	3297049	A
604	VET	87	Q_tlw	2018	6194843	A
604	VET	87	Q_tlw	2019	3504609.809	A
604	VET	87	Q_tlw	2020	4394231.962	A
604	VET	87	Q_tlw	2021	5269216.352	A
604	VET	87	Q_tlw	2022	4118122.44	A
604	VET	87	Q_tlw	2023	2047731.884	A
604	VET	87	Q_tlw	2024	4731954.939	A

